"Node1","Node2","Score"
"ENSG00000114166","ENSG00000096717","0.99348"
"ENSG00000012048","ENSG00000177606","0.986494"
"ENSG00000188906","ENSG00000105221","0.995484"
"ENSG00000124762","ENSG00000116478","0.997799"
"ENSG00000064012","ENSG00000132155","0.996161"
"ENSG00000135679","ENSG00000137486","0.998044"
"ENSG00000168036","ENSG00000091831","0.996097"
"ENSG00000142208","ENSG00000166949","0.988996"
"ENSG00000039068","ENSG00000142208","0.984371"
"ENSG00000012048","ENSG00000097007","0.993586"
"ENSG00000102882","ENSG00000064012","0.996994"
"ENSG00000137486","ENSG00000146648","0.996955"
"ENSG00000097007","ENSG00000168036","0.982444"
"ENSG00000171862","ENSG00000105974","0.985723"
"ENSG00000109971","ENSG00000110092","0.986752"
"ENSG00000141736","ENSG00000166598","0.993355"
"ENSG00000132604","ENSG00000196419","0.999165"
"ENSG00000204209","ENSG00000103275","0.998875"
"ENSG00000141510","ENSG00000163743","0.99854"
"ENSG00000145604","ENSG00000124762","0.997042"
"ENSG00000106462","ENSG00000105810","0.987723"
"ENSG00000146648","ENSG00000080824","0.990428"
"ENSG00000166949","ENSG00000213341","0.99106"
"ENSG00000142192","ENSG00000164885","0.996933"
"ENSG00000146648","ENSG00000067606","0.994031"
"ENSG00000186868","ENSG00000142208","0.996033"
"ENSG00000185386","ENSG00000141510","0.993682"
"ENSG00000136997","ENSG00000115524","0.988282"
"ENSG00000169083","ENSG00000005339","0.999006"
"ENSG00000188906","ENSG00000005022","0.99556"
"ENSG00000125977","ENSG00000101266","0.992814"
"ENSG00000141510","ENSG00000172531","0.998368"
"ENSG00000091831","ENSG00000186298","0.997465"
"ENSG00000075624","ENSG00000164924","0.998834"
"ENSG00000166949","ENSG00000072062","0.984625"
"ENSG00000135446","ENSG00000113558","0.996609"
"ENSG00000096717","ENSG00000104320","0.999132"
"ENSG00000004487","ENSG00000127616","0.995921"
"ENSG00000127946","ENSG00000141367","0.999044"
"ENSG00000165119","ENSG00000124762","0.996893"
"ENSG00000113580","ENSG00000108094","0.988298"
"ENSG00000186298","ENSG00000012048","0.987646"
"ENSG00000135446","ENSG00000072501","0.998525"
"ENSG00000188486","ENSG00000012048","0.997249"
"ENSG00000072062","ENSG00000142208","0.994184"
"ENSG00000169083","ENSG00000105810","0.993574"
