ID,trait_PathoAD,trait_ClinAD,trait_B.amyloid,trait_Tau.tangles,trait_Cognitive.decline,direction_CBE,direction_TCX
ENSG00000169032,-0.39,-0.29,-0.5,-0.96,-0.49,NONE,NONE
ENSG00000196591,0.21,-0.3,0.57,0.05,-0.48,NONE,NONE
ENSG00000138119,-0.1,0.77,0.27,-0.11,0.48,UP,UP
ENSG00000116688,0,-0.11,0.39,-0.67,-0.47,NONE,NONE
ENSG00000089597,0.15,0.02,0.75,-1.28,-0.47,NONE,NONE
ENSG00000136717,0.65,0,1.56,-0.43,0.47,NONE,NONE
ENSG00000066044,0.02,0.09,0.28,-0.13,0.47,UP,NONE
ENSG00000187555,-0.12,1.29,0.06,-0.09,0.47,NONE,NONE
ENSG00000197324,0.1,0.05,1.62,-0.68,0.47,UP,UP
ENSG00000081087,-0.3,0.03,0,1.96,0.47,NONE,NONE
ENSG00000204305,-1.28,-1.01,-1.22,-0.2,-0.47,NONE,NONE
ENSG00000171867,-0.04,-0.27,0.06,-0.54,-0.47,NONE,NONE
ENSG00000169313,-1.36,-0.33,-0.03,-1.46,-0.46,UP,NONE
ENSG00000070756,0.02,0.27,1.78,0.3,0.46,NONE,NONE
ENSG00000133878,-0.32,-0.45,-1.21,0.06,-0.46,NONE,NONE
ENSG00000106976,-0.16,-0.12,-1.3,-0.51,-0.45,NONE,DOWN
ENSG00000104290,-0.1,-0.43,-0.94,0.54,-0.45,NONE,NONE
ENSG00000173198,0.73,-0.07,0.19,1.83,0.45,NA,NA
ENSG00000143590,-0.07,-0.09,-0.8,-0.2,-0.44,NONE,NONE
ENSG00000067082,0.04,0.04,1.03,-0.12,0.44,UP,UP
ENSG00000173406,-0.65,0.18,-1.23,-0.05,-0.44,NONE,DOWN
ENSG00000145604,-0.38,-0.59,0.08,0.32,-0.44,NONE,NONE
ENSG00000120899,-0.59,-0.65,-1.25,-0.34,-0.44,DOWN,DOWN
ENSG00000116741,-0.57,-0.37,-1.07,-1.51,-0.44,NONE,NONE
ENSG00000113712,-0.32,0,0.53,-1.58,-0.44,NONE,NONE
ENSG00000078401,-0.59,-0.48,-0.48,-1.08,-0.44,NONE,NONE
ENSG00000184381,0.66,-0.13,0.94,-0.09,0.44,NONE,NONE
ENSG00000152137,-0.05,0.17,1.03,-0.35,0.43,UP,UP
ENSG00000135077,0.23,0.27,1.24,0.05,0.43,NONE,NONE
ENSG00000198873,-0.3,-0.2,-0.09,-1.02,-0.43,UP,NONE
ENSG00000108342,-0.09,0.01,-0.33,0.12,0.43,NA,NA
ENSG00000196235,0.05,-0.12,-0.13,0.01,0.42,NONE,NONE
ENSG00000162374,-0.41,-0.27,-1.24,0.01,-0.42,NONE,DOWN
ENSG00000011465,0.05,1.66,1.13,-0.31,0.42,UP,UP
ENSG00000105835,-0.09,-0.03,0.85,-0.15,0.42,NONE,UP
ENSG00000075785,0.18,0.57,0.87,0.06,0.42,NONE,NONE
ENSG00000137275,-0.01,0.55,0.39,0.06,0.41,NONE,NONE
ENSG00000119707,0.02,0.09,-0.06,0.31,0.41,NONE,NONE
ENSG00000102882,0.81,1.53,0.24,0.23,0.41,NONE,NONE
ENSG00000150459,0.13,0.19,-0.35,0.17,0.41,NONE,NONE
ENSG00000160323,0.03,0.71,-0.39,0.79,0.41,DOWN,DOWN
ENSG00000116016,-0.29,0.17,0.41,-1.4,-0.41,NONE,UP
ENSG00000167772,0.1,-0.16,0.64,0.06,0.41,NONE,UP
ENSG00000275700,0.41,0.12,-0.09,1.87,0.4,NONE,NONE
ENSG00000066827,0.26,-0.09,-0.42,0.87,0.4,NONE,NONE
ENSG00000131941,0.37,-0.01,1.35,-0.4,0.4,NONE,UP
ENSG00000113580,0.13,0.36,0.23,1.2,0.4,NONE,NONE
ENSG00000172530,0.17,0.58,0.31,-0.12,0.4,NONE,NONE
ENSG00000116030,-0.41,-0.08,-0.88,0.25,-0.4,NONE,NONE
ENSG00000010278,0.41,0.62,2.58,-0.57,0.4,NONE,NONE
ENSG00000071127,0.16,0.26,2.21,-0.18,0.4,UP,UP
ENSG00000137033,-0.96,-0.93,-0.41,-1.98,-0.39,NONE,UP
ENSG00000110721,0.34,0.1,0.12,0.14,0.39,NONE,NONE
ENSG00000019582,0.17,0.62,0.67,-0.08,0.39,NONE,NONE
ENSG00000161956,0.73,0.3,0.04,2,0.39,NONE,NONE
ENSG00000151067,-0.18,0.17,-1,-0.16,-0.39,NONE,NONE
ENSG00000169372,0.56,0.33,0.5,0.18,0.38,NONE,NONE
ENSG00000163468,-0.1,0.17,-0.18,0.83,0.38,NONE,NONE
ENSG00000196639,-0.07,0.06,0.59,-0.37,0.38,UP,UP
ENSG00000125730,0.13,0.14,1.38,0.07,0.38,NONE,UP
ENSG00000125743,-0.25,-0.45,-0.43,0.67,-0.38,NONE,NONE
ENSG00000105993,-0.06,0.71,0.31,-0.04,0.38,NONE,NONE
ENSG00000120694,-0.11,0.27,-0.46,-0.01,0.38,UP,NONE
ENSG00000145050,-1.1,-0.44,-0.29,-2.47,-0.38,UP,NONE
ENSG00000107295,-0.52,0,-1.24,-0.49,-0.38,NONE,NONE
ENSG00000162419,0.98,-0.04,0.62,0.67,0.37,NONE,NONE
ENSG00000105612,0.79,-0.17,0.95,0.28,0.37,NONE,NONE
ENSG00000127616,-0.89,-0.41,-1.83,0.31,-0.37,NONE,DOWN
ENSG00000141542,0.77,0.18,1.81,0.85,0.36,NONE,NONE
ENSG00000196408,-0.23,-0.37,-1.01,-0.44,-0.36,NA,NA
ENSG00000123240,0.39,0.69,0.16,0.24,0.36,NONE,NONE
ENSG00000102858,-0.14,-0.17,-0.27,-1.3,-0.36,NONE,NONE
ENSG00000106123,0.65,0.43,-0.01,1,0.36,NONE,NONE
ENSG00000184588,0.22,0.85,1.62,-0.85,0.35,NONE,UP
ENSG00000165119,0.01,0.62,0.64,-0.45,0.35,NONE,NONE
ENSG00000186010,-0.22,-0.55,-1.13,0.47,-0.35,NONE,NONE
ENSG00000106608,0.13,-0.29,-0.68,-1.01,-0.35,NONE,NONE
ENSG00000147164,0.08,-0.15,-0.09,0.94,-0.35,NONE,NONE
ENSG00000188906,-0.92,0.25,-1.35,-1.66,-0.35,NONE,NONE
ENSG00000132964,-0.01,0.54,-0.64,0.12,0.35,NONE,NONE
ENSG00000112530,-0.52,-0.1,-1.65,0.27,-0.35,NONE,NONE
ENSG00000089022,0.3,0.38,0.72,-0.95,0.35,NONE,NONE
ENSG00000175634,0.23,0.38,0.24,0.52,0.34,NONE,DOWN
ENSG00000094631,0,0.33,-0.3,0.13,0.34,NONE,NONE
ENSG00000142089,-0.05,0.09,0.35,0.12,0.34,UP,UP
ENSG00000114861,0.07,-0.01,-0.45,0.75,-0.33,NONE,NONE
ENSG00000168439,0,0.31,0,-0.47,0.33,UP,NONE
ENSG00000124486,-0.04,0,0.71,-1.33,-0.33,NONE,NONE
ENSG00000084207,0.38,0.31,0.93,0.28,0.33,NONE,NONE
ENSG00000196365,1.11,0.1,0.08,0.15,0.33,NONE,NONE
ENSG00000119638,-0.05,0.09,0.73,-1.21,0.33,NONE,NONE
ENSG00000107317,-0.03,-0.93,0.03,-1.34,-0.33,NONE,NONE
ENSG00000198911,-0.09,-0.05,-0.08,-0.89,-0.33,NONE,NONE
ENSG00000173193,-0.08,1,0.39,-0.3,0.32,NONE,UP
ENSG00000160551,0.46,0.2,1.24,0.54,0.32,NONE,NONE
ENSG00000160404,0.05,-0.68,-0.18,1.16,-0.32,NONE,NONE
ENSG00000087088,0.27,1.05,0.12,0.01,0.32,NONE,NONE
ENSG00000115526,1.7,-0.09,0.95,0.4,-0.32,NONE,NONE
ENSG00000120948,0,0.53,0.7,-0.58,0.32,NONE,NONE
ENSG00000126432,0.11,-0.16,-0.79,0.26,-0.32,NONE,NONE
ENSG00000170558,0.13,0.11,0.78,-0.22,0.32,NONE,UP
ENSG00000182578,0.21,0.02,1.2,0.1,0.31,NONE,NONE
ENSG00000113296,0.2,0.64,0.97,-0.02,0.31,NONE,UP
ENSG00000132356,0.07,-0.04,0.71,0.65,0.3,DOWN,NONE
ENSG00000102908,0.03,0.12,0.32,-0.17,0.3,UP,NONE
ENSG00000111737,-0.07,0.06,-0.06,-0.61,-0.3,NONE,NONE
ENSG00000118939,0.12,0.06,-0.14,0.03,-0.3,NA,NA
ENSG00000150593,0.46,0.62,1.36,0.32,0.29,NONE,NONE
ENSG00000138172,0.77,0.53,1.57,1.27,0.29,NONE,NONE
ENSG00000087085,0.01,-0.05,-1.45,-0.21,-0.29,NONE,NONE
ENSG00000173517,0.58,0.75,1.17,-0.21,0.29,NONE,NONE
ENSG00000109339,-0.44,-0.03,-0.38,-1.08,-0.29,NONE,NONE
ENSG00000174951,-0.43,-0.15,-1.41,-0.04,-0.29,NONE,NONE
ENSG00000134333,-0.08,0.27,-0.05,-0.81,-0.29,NONE,NONE
ENSG00000080802,-0.24,-0.5,-0.33,-0.28,-0.29,NONE,NONE
ENSG00000011600,0.42,0.24,1.22,-0.05,0.29,NONE,UP
ENSG00000160712,-0.21,-0.29,0.6,-0.26,0.29,NONE,UP
ENSG00000111640,-0.31,-0.07,-0.67,-0.32,-0.28,NONE,NONE
ENSG00000139687,0.2,0.51,1.33,-0.21,0.28,NONE,NONE
ENSG00000073849,0.48,0.38,0.94,-0.6,-0.28,UP,UP
ENSG00000132376,0.65,0.23,2.16,0.08,0.28,NONE,NONE
ENSG00000132326,0,-0.24,-0.02,-0.66,-0.28,NONE,NONE
ENSG00000026559,0.59,0.23,0,0.27,0.28,NONE,NONE
ENSG00000072506,0.55,0.19,0.51,0.52,0.28,NONE,UP
ENSG00000155090,-0.54,-0.12,0.02,-1.62,-0.28,NONE,NONE
ENSG00000114650,0.64,-0.44,1.36,-0.12,-0.27,NONE,NONE
ENSG00000142871,-0.4,0.04,-0.28,-1.4,0.27,UP,NONE
ENSG00000185122,-0.08,-0.47,0.14,-0.28,-0.27,NONE,NONE
ENSG00000130203,0.38,-0.22,0.04,-0.5,0.27,NONE,UP
ENSG00000142082,-0.24,-0.31,-0.59,-0.8,-0.27,NONE,NONE
ENSG00000034053,-0.49,0.03,-1.25,-1.11,-0.26,NONE,NONE
ENSG00000028137,0.03,0.19,1.06,-0.26,0.26,NONE,UP
ENSG00000196924,-0.07,-0.31,0.11,-0.19,-0.26,UP,UP
ENSG00000100650,-0.62,0.09,0.07,-1.15,-0.26,NONE,NONE
ENSG00000075618,0.31,-0.36,0.99,-0.48,-0.26,NONE,NONE
ENSG00000183087,0.2,-0.24,-0.11,-0.01,-0.26,NONE,NONE
ENSG00000088179,-0.24,0.06,-0.61,0.17,-0.25,UP,NONE
ENSG00000121060,-0.04,0.04,-0.06,-0.18,-0.25,NONE,NONE
ENSG00000066336,0.06,0.06,0.66,-0.05,0.25,NONE,UP
ENSG00000171720,-0.22,-0.17,-0.02,-0.04,-0.25,NONE,NONE
ENSG00000164885,-0.11,0.03,-1.96,0.9,0.25,NONE,NONE
ENSG00000145782,-0.64,0.07,0.01,-0.58,-0.25,NONE,NONE
ENSG00000203883,-0.27,-0.08,-0.25,-0.38,-0.25,NONE,NONE
ENSG00000169035,-0.06,-0.2,-1.02,-0.14,-0.25,DOWN,DOWN
ENSG00000142166,-0.05,-0.06,0.88,-1.19,-0.25,NONE,NONE
ENSG00000135124,0,0.17,-0.64,0.9,0.25,DOWN,NONE
ENSG00000163743,-0.09,0.16,0.02,-0.38,-0.24,NONE,NONE
ENSG00000182541,-0.05,0.17,1.01,-0.27,0.24,UP,UP
ENSG00000154767,-0.08,0.24,0.65,-0.08,0.24,NONE,NONE
ENSG00000093010,0.07,-0.25,0.35,-0.22,0.24,NONE,NONE
ENSG00000157500,0.41,0.09,0.61,0.63,-0.23,NONE,NONE
ENSG00000165819,-0.54,0.17,-0.58,-0.9,0.23,NONE,NONE
ENSG00000107282,-0.07,0,-0.04,-0.99,-0.23,DOWN,NONE
ENSG00000105697,-0.96,-0.24,-0.18,-0.4,0.23,NONE,NONE
ENSG00000115694,-0.1,-0.29,-0.53,0.04,-0.23,NONE,NONE
ENSG00000185745,0.47,1.1,0.05,0.2,0.23,NONE,NONE
ENSG00000044574,-0.68,-0.41,0.05,-2.17,-0.22,UP,NONE
ENSG00000205213,-0.05,0.02,0.64,-0.44,0.22,UP,UP
ENSG00000115414,0.16,0.95,0.66,-0.25,0.22,NONE,UP
ENSG00000176890,0.76,0.25,1.83,-0.19,0.22,NONE,NONE
ENSG00000168959,-0.39,-0.11,-1.13,0.02,-0.22,NONE,NONE
ENSG00000010610,-0.65,-0.28,-0.12,-0.12,0.22,NONE,NONE
ENSG00000103335,0.56,0.15,0.58,0.87,0.22,NONE,UP
ENSG00000108654,-0.17,0.51,0.91,-0.99,0.22,NONE,NONE
ENSG00000061273,0.14,-0.14,0.55,-0.47,0.21,NONE,NONE
ENSG00000166313,0.65,0.22,-0.29,0.24,-0.21,NONE,NONE
ENSG00000144381,-0.21,-0.33,0.35,-0.79,-0.21,NONE,NONE
ENSG00000169398,-0.05,0.16,1.04,-0.27,0.21,DOWN,NONE
ENSG00000135387,-0.2,0.22,0.13,-0.77,-0.21,NONE,NONE
ENSG00000148297,0.21,0.09,0.48,1.29,0.21,NONE,NONE
ENSG00000121691,-0.5,-0.48,0.6,-0.65,0.21,UP,UP
ENSG00000110436,0,-0.13,0.47,-0.61,0.21,NONE,UP
ENSG00000137752,-0.55,0.07,0.03,-1.3,0.2,NONE,UP
ENSG00000102580,0.06,-0.32,1.03,-1.49,-0.2,UP,UP
ENSG00000121879,0.03,0.88,0.15,-0.11,0.2,UP,UP
ENSG00000059804,-0.06,-0.18,0.19,0.41,0.2,NONE,NONE
ENSG00000167657,0.34,-0.1,-0.09,0.19,0.2,NONE,NONE
ENSG00000116106,-0.02,0.39,-1.04,0.25,0.2,NONE,DOWN
ENSG00000184110,0.38,-0.02,-0.28,-0.3,-0.2,NONE,NONE
ENSG00000157540,0.51,0.14,0.46,0.17,0.2,NONE,NONE
ENSG00000162512,1.12,0.18,1.16,-0.28,0.2,NONE,NONE
ENSG00000103266,0.19,-0.38,0.03,1.26,-0.2,NONE,NONE
ENSG00000111752,-0.89,-0.02,-0.35,-1.46,-0.19,NONE,NONE
ENSG00000198929,0.19,-0.41,-0.14,0.36,-0.19,NONE,NONE
ENSG00000085563,-0.37,0.02,0.09,-1.14,-0.19,UP,UP
ENSG00000004478,0.1,0.26,0.06,-0.19,0.18,UP,NONE
ENSG00000154229,0.34,0.15,0.96,-0.07,0.18,UP,UP
ENSG00000109079,-0.38,0.62,-0.12,-0.34,0.18,NONE,NONE
ENSG00000128604,0.69,0,1.73,0.15,-0.18,NONE,NONE
ENSG00000111679,0.1,-0.26,0.83,0.03,0.17,NONE,NONE
ENSG00000138764,-0.1,0.21,0.12,0.16,0.17,NONE,NONE
ENSG00000100292,-0.09,-0.03,0.41,-0.54,0.17,NONE,UP
ENSG00000115020,0.02,0.28,0.65,-0.26,-0.17,NONE,NONE
ENSG00000087074,-0.09,-0.21,-0.64,-0.61,-0.17,NONE,NONE
ENSG00000147889,-0.51,-0.34,-0.27,-0.36,0.17,NONE,NONE
ENSG00000114745,0.11,-0.18,1.18,-0.89,-0.17,NONE,NONE
ENSG00000105048,0.01,-0.08,-0.14,0.58,0.16,NONE,NONE
ENSG00000137834,-0.11,-0.02,0.11,-0.46,-0.16,UP,UP
ENSG00000118260,0.18,0.27,0.54,-1.05,-0.16,NONE,NONE
ENSG00000139684,-0.06,0.23,0.5,-0.06,0.16,NONE,NONE
ENSG00000164692,0.86,1.26,2.41,0.55,0.16,UP,UP
ENSG00000126458,0.17,0.33,0.15,-0.25,0.16,NONE,UP
ENSG00000131323,0.32,0.62,0.36,-0.29,0.16,NONE,NONE
ENSG00000122779,-0.41,-0.31,-0.69,0.7,0.15,NONE,NONE
ENSG00000089280,0.67,-0.15,0.02,0.81,0.15,DOWN,NONE
ENSG00000080824,0.57,-0.07,0.39,0.13,-0.15,UP,NONE
ENSG00000071243,-0.13,0.06,-0.01,0.07,0.15,NONE,NONE
ENSG00000172340,-1.17,-0.59,-0.06,-0.65,-0.15,NONE,UP
ENSG00000116133,0,0.45,-0.24,-0.68,-0.15,UP,NONE
ENSG00000182718,-0.07,-0.01,0.53,-0.3,-0.15,NONE,UP
ENSG00000147162,-0.65,0.47,0.17,-1.24,-0.15,NONE,NONE
ENSG00000121067,0.81,-0.27,0.98,0.09,-0.15,NONE,NONE
ENSG00000108424,0.05,-0.95,0.66,-0.41,-0.15,NONE,NONE
ENSG00000185187,0.07,0.38,0.08,0.37,0.14,NONE,NONE
ENSG00000152127,0.34,0.48,1.05,-0.52,0.14,NONE,NONE
ENSG00000125378,-0.08,0.03,-1.03,0.34,-0.14,NONE,NONE
ENSG00000154928,0.3,-0.39,0.15,-0.65,-0.14,NONE,UP
ENSG00000100823,-0.19,0,-0.6,0.07,-0.14,NONE,NONE
ENSG00000102265,-0.07,-0.2,0.23,-0.59,-0.14,NONE,UP
ENSG00000152818,0.12,0.63,0.95,-1.04,-0.14,NONE,UP
ENSG00000112576,0.44,0.1,0.68,0.82,0.14,NONE,NONE
ENSG00000065989,0,0.08,-0.38,-0.33,-0.14,NONE,DOWN
ENSG00000174444,0.07,-0.26,0.89,0.68,0.14,NONE,NONE
ENSG00000123358,-0.68,0.12,-0.24,-0.94,0.14,NONE,NONE
ENSG00000023287,0.01,0.51,-0.16,-0.04,0.14,NONE,NONE
ENSG00000153707,0.19,0.5,0.32,-0.45,-0.13,NONE,NONE
ENSG00000104320,-0.3,0.14,-0.02,0.35,-0.13,NONE,NONE
ENSG00000135945,-0.6,-0.24,-0.17,0.06,-0.13,UP,NONE
ENSG00000078140,0.2,0.36,0.1,0.59,-0.13,NONE,NONE
ENSG00000123159,0.34,-1.35,0.05,0.45,-0.13,NONE,NONE
ENSG00000105552,0.1,-0.41,0.07,0.09,0.13,NONE,NONE
ENSG00000168066,0.1,0.31,2.22,-0.58,0.12,NONE,NONE
ENSG00000100097,0.99,1.36,0.15,0.09,0.12,NONE,UP
ENSG00000196090,0.04,0.31,-1.26,0.05,0.12,NONE,NONE
ENSG00000196730,-0.29,-0.33,-0.3,-0.57,-0.12,NONE,UP
ENSG00000143546,-1.62,-0.36,-0.18,-0.45,0.12,UP,UP
ENSG00000172046,0.72,-0.03,0.57,-0.44,-0.12,NONE,NONE
ENSG00000154237,0.01,0.59,-0.59,0.27,-0.12,DOWN,NONE
ENSG00000137309,-0.56,0.1,-1.59,-0.68,-0.12,NONE,NONE
ENSG00000143933,-0.43,-0.05,-0.81,-0.11,-0.11,NONE,NONE
ENSG00000116001,-0.14,0.35,0.27,-0.78,0.11,DOWN,NONE
ENSG00000203747,-1.02,-0.42,-0.12,-1.13,-0.11,NONE,NONE
ENSG00000075142,-1.02,0.21,-0.02,-0.94,0.11,NONE,NONE
ENSG00000168036,-0.15,0.51,0.65,-1.14,-0.11,NONE,NONE
ENSG00000006007,0.52,0.35,0.64,0.88,-0.11,NONE,NONE
ENSG00000023191,0.08,-0.19,0.74,-1.45,0.11,NONE,NONE
ENSG00000161011,-0.13,-0.19,1.2,-0.53,-0.11,NONE,NONE
ENSG00000185344,-1.09,-0.24,-0.24,-0.39,-0.11,NONE,NONE
ENSG00000125968,0.1,0.18,0.15,-0.02,0.11,NONE,UP
ENSG00000120438,-0.06,0.1,0.32,-0.51,0.11,NONE,NONE
ENSG00000008517,-0.53,0.01,-0.65,-1.26,-0.1,NONE,NONE
ENSG00000112033,0.57,-0.02,0.08,0.05,0.1,NONE,NONE
ENSG00000033170,-0.19,-0.38,0.2,0.04,0.1,NONE,NONE
ENSG00000118508,0.2,0.23,0.98,0.14,0.1,NONE,UP
ENSG00000100219,-1.08,-0.31,-0.12,-2.59,-0.1,NONE,UP
ENSG00000089737,0.79,-0.11,0.07,0.65,-0.1,NONE,NONE
ENSG00000198563,-0.1,-0.66,-0.38,0.14,-0.1,NONE,NONE
ENSG00000179218,-0.31,-0.32,0.05,-1.38,0.1,UP,NONE
ENSG00000141837,-0.07,-0.06,-0.4,0.61,0.1,NONE,DOWN
ENSG00000099991,0.3,-0.12,0.05,0.34,0.1,NONE,NONE
ENSG00000214944,-0.58,0.34,-1.59,0.08,-0.09,NONE,NONE
ENSG00000175354,-0.27,-0.27,-0.15,0.56,0.09,NONE,NONE
ENSG00000183718,1.02,0.12,1.29,-0.26,0.09,NONE,NONE
ENSG00000035681,-0.94,0.05,-1.34,-1.09,-0.09,DOWN,NONE
ENSG00000185386,-0.06,-0.51,-0.76,-0.12,0.09,NONE,NONE
ENSG00000198910,0.02,0.01,-0.56,-0.39,0.09,NONE,NONE
ENSG00000149311,0.19,0.14,0.63,-1.45,0.09,NONE,NONE
ENSG00000198793,-0.22,0.31,-0.76,-0.16,-0.09,NONE,NONE
ENSG00000198947,0.25,0.09,0.74,-0.12,-0.09,NONE,NONE
ENSG00000134184,0.31,-0.6,0.04,0.26,-0.08,NONE,NONE
ENSG00000152822,0.05,0.04,-0.63,0.47,0.08,NONE,NONE
ENSG00000134318,0.28,0.67,-0.42,1.13,-0.08,NONE,NONE
ENSG00000101384,-1.11,0.32,-0.23,-1.6,0.08,UP,UP
ENSG00000265972,-0.38,-0.72,0.05,-0.37,-0.08,NONE,UP
ENSG00000144566,-0.12,0.34,-0.22,-0.31,-0.08,NONE,NONE
ENSG00000108465,0,-0.33,0.35,0.04,-0.08,DOWN,NONE
ENSG00000155380,0.14,-0.01,2.03,0.16,0.08,NONE,UP
ENSG00000197081,-0.07,0.02,0.67,-1.9,-0.08,NONE,NONE
ENSG00000132535,-0.01,-0.05,-0.82,-0.07,0.08,NONE,NONE
ENSG00000117360,-1.25,-0.15,0.1,-0.48,-0.07,NONE,NONE
ENSG00000110048,0.02,0.14,0.36,-0.21,0.07,NONE,NONE
ENSG00000183495,-0.42,-0.01,-0.23,-1.54,-0.07,NONE,NONE
ENSG00000196689,-0.61,-0.34,-1.1,-0.46,-0.07,NONE,DOWN
ENSG00000183735,-0.5,0.34,-1.62,-0.11,0.07,NONE,NONE
ENSG00000109756,0.1,0.46,0.11,-0.24,0.07,NONE,NONE
ENSG00000106266,0.44,-0.1,0.77,-0.22,-0.07,NONE,NONE
ENSG00000010244,-0.59,0.74,0.16,-1.6,0.07,NONE,NONE
ENSG00000131981,-0.21,0,0.04,-0.21,0.07,NONE,UP
ENSG00000003402,-0.19,0.31,0.69,-1.2,0.07,NONE,NONE
ENSG00000198918,-0.14,0.33,0.56,0,0.07,NONE,NONE
ENSG00000115266,0.66,-0.05,0.62,-0.06,0.06,NONE,NONE
ENSG00000214253,-0.4,-0.07,-0.08,-0.51,-0.06,NONE,NONE
ENSG00000169727,-0.26,-0.32,-0.47,0.5,-0.06,NONE,NONE
ENSG00000163931,-0.02,0.43,0.12,-0.05,0.06,NONE,NONE
ENSG00000198431,-0.15,-0.08,0.64,-0.3,-0.06,UP,NONE
ENSG00000109046,-0.35,-0.17,0.45,-0.74,-0.05,DOWN,NONE
ENSG00000033800,0.03,0.37,0.11,-0.08,0.05,NONE,NONE
ENSG00000197063,0.32,-0.1,0.56,0.16,0.05,UP,NONE
ENSG00000204371,-0.19,-0.12,-0.68,0.74,-0.05,NONE,NONE
ENSG00000166147,-0.27,0.96,0.02,-0.4,0.05,NONE,NONE
ENSG00000163904,1.1,0.57,1.24,0.37,0.05,NONE,NONE
ENSG00000162341,0.52,0.03,0.15,-0.05,0.05,DOWN,NONE
ENSG00000073050,0.06,0.31,-0.17,0.15,-0.05,NONE,NONE
ENSG00000164611,0.43,0.18,-0.2,0.08,-0.04,NONE,DOWN
ENSG00000112658,0.02,0.26,-0.09,-0.16,-0.04,NONE,NONE
ENSG00000116132,-0.02,-0.4,1.58,-0.41,0.04,NONE,UP
ENSG00000118971,0.13,0.16,0.16,-0.46,-0.04,NONE,NONE
ENSG00000163430,-0.37,-0.25,0.38,-0.88,-0.04,NONE,UP
ENSG00000114956,-0.67,-0.08,-2.13,0.82,-0.04,NONE,NONE
ENSG00000213625,-0.18,-0.06,0.39,-0.28,-0.04,NONE,UP
ENSG00000100030,0.28,0.23,0.66,0.04,0.04,NONE,NONE
ENSG00000055163,0.35,0.18,-0.55,1.08,0.04,NONE,NONE
ENSG00000198561,-0.23,0.56,0.25,-0.76,0.04,NONE,NONE
ENSG00000103769,-0.23,1,-0.19,-0.79,-0.04,NONE,NONE
ENSG00000164904,-0.74,-0.48,-0.05,-1.17,-0.04,NONE,NONE
ENSG00000148834,-0.39,0.13,-0.87,-0.05,-0.04,NONE,NONE
ENSG00000143437,-1.02,-0.13,-0.05,-0.8,0.04,NONE,NONE
ENSG00000165238,0.15,0.05,-0.06,0.31,-0.04,NONE,NONE
ENSG00000161547,-0.66,-0.16,0.1,-0.74,-0.04,NONE,NONE
ENSG00000131759,0.04,0.04,-0.77,0.09,-0.03,NONE,NONE
ENSG00000058063,-0.51,0.14,0.15,-0.74,-0.03,UP,NONE
ENSG00000127870,-0.08,0.58,-0.17,-0.09,-0.03,UP,NONE
ENSG00000073712,-0.4,0.11,0.47,-1.16,0.03,NONE,UP
ENSG00000234745,-0.02,0.42,0.38,-0.83,0.03,UP,UP
ENSG00000143553,-0.08,0.4,0.56,-0.48,0.03,NONE,NONE
ENSG00000108773,-0.12,0.12,-0.04,-0.19,-0.03,NONE,NONE
ENSG00000008056,-0.22,0.08,-0.92,-0.08,-0.03,NONE,NONE
ENSG00000128829,0.22,-0.1,-0.29,1.78,-0.03,NONE,NONE
ENSG00000165194,0.61,-0.42,0.01,0.76,0.03,NONE,DOWN
ENSG00000182481,-0.02,0.26,0.06,0.01,0.03,NONE,NONE
ENSG00000125977,0.03,-0.11,-0.09,1.06,-0.03,NONE,NONE
ENSG00000142185,0.25,-0.03,-0.79,0.03,-0.03,NONE,NONE
ENSG00000141510,0.16,-0.36,1.52,-0.49,0.03,NONE,UP
ENSG00000129351,0.01,-0.21,0.38,-0.73,-0.02,NONE,NONE
ENSG00000008735,0.44,-0.07,-0.11,0.27,0.02,NONE,NONE
ENSG00000123643,0.73,0.7,-0.14,-0.11,-0.02,NONE,NONE
ENSG00000197122,0.32,0.17,-0.57,0.04,0.02,NONE,NONE
ENSG00000141736,-0.06,-0.37,0.2,-0.19,-0.02,NONE,UP
ENSG00000189043,-0.4,0.76,-0.99,0.02,0.02,NONE,NONE
ENSG00000145416,-0.1,0.29,0.06,-0.23,-0.01,NONE,NONE
ENSG00000101017,-0.66,0.08,-0.68,-0.77,-0.01,NONE,UP
ENSG00000164494,-0.42,-0.16,-0.23,0.08,-0.01,NONE,NONE
ENSG00000204713,-0.87,0.16,-0.75,-0.54,-0.01,NONE,NONE
ENSG00000109854,-1.07,0.4,-0.54,-0.93,0.01,NONE,NONE
ENSG00000126883,-0.35,0.02,-0.61,0.15,0.01,NONE,NONE
ENSG00000159640,0.25,-0.3,-0.89,0.4,-0.01,DOWN,NONE
ENSG00000171862,0.05,0.62,0.58,0.02,-0.01,NONE,NONE
ENSG00000204642,-0.05,0.25,-0.19,-0.48,0.01,NONE,NONE
ENSG00000188917,1.29,0.06,1.21,0.96,0.01,NONE,NONE
ENSG00000153113,0.31,0.04,1.01,-0.28,-0.01,NONE,NONE
ENSG00000163220,-1.75,-0.53,-0.2,-0.78,0,UP,UP
