ID,trait_PathoAD,trait_ClinAD,trait_B.amyloid,trait_Tau.tangles,trait_Cognitive.decline,direction_CBE,direction_TCX
ENSG00000251322,0.65,1.6,0.25,0.8,1.5,NONE,NONE
ENSG00000204217,-0.78,-0.52,-0.22,-0.65,-1.5,UP,NONE
ENSG00000089327,0.41,1.01,1.1,0.64,1.49,NONE,UP
ENSG00000157227,0.39,0.61,2.97,0.3,1.48,NONE,UP
ENSG00000165280,-0.62,-0.5,-0.34,-2.57,-1.48,NONE,NONE
ENSG00000188157,0.32,-0.94,-0.34,-0.37,-1.47,NONE,NONE
ENSG00000142798,-0.18,-0.74,-0.19,-1,-1.47,UP,UP
ENSG00000196411,0.29,1.48,1.53,-0.35,1.47,UP,UP
ENSG00000134982,0.51,1.7,1.31,-0.07,1.47,UP,UP
ENSG00000133703,-0.47,-0.88,-1.12,-0.34,-1.47,NONE,NONE
ENSG00000179271,0.65,0.45,-0.19,1.95,1.46,NONE,NONE
ENSG00000123374,0.01,0.67,0.66,-0.15,1.46,NONE,UP
ENSG00000138430,-1.05,-0.19,-2.23,-0.61,-1.46,NONE,DOWN
ENSG00000177606,0.21,0.22,0.7,0.06,1.46,NONE,NONE
ENSG00000146469,-1.4,-1.14,-2.32,-0.27,-1.46,UP,DOWN
ENSG00000173327,1.07,0.62,1.64,0.37,1.46,NONE,NONE
ENSG00000254087,0.2,0.17,1.63,0.23,1.45,NONE,NONE
ENSG00000182732,-0.29,-0.27,-2.04,-0.2,-1.44,NONE,NONE
ENSG00000101413,-0.98,-0.78,-0.08,-2.98,-1.43,NONE,NONE
ENSG00000145335,-0.27,-0.33,-0.58,-1.58,-1.43,NONE,DOWN
ENSG00000104419,0.54,0.78,2.45,-0.29,1.43,NONE,NONE
ENSG00000181163,-1.72,-0.58,0.17,-0.8,-1.42,NONE,NONE
ENSG00000147955,-0.27,-1.72,-1.17,-0.4,-1.42,NONE,NONE
ENSG00000141030,-0.17,-0.14,-1.07,-0.49,-1.41,NONE,NONE
ENSG00000166949,-0.57,-0.84,-0.81,-1.25,-1.41,NONE,NONE
ENSG00000158615,0.29,1.11,2.18,-0.39,1.41,UP,NONE
ENSG00000169410,-0.23,0.81,0.17,-0.2,1.4,NONE,UP
ENSG00000157764,-0.75,-0.46,-0.03,-2.83,-1.39,NONE,NONE
ENSG00000186416,-0.95,-0.37,-1.79,-1.17,-1.39,NONE,NONE
ENSG00000088992,-0.41,-1.03,-1.15,0.04,-1.38,NONE,NONE
ENSG00000142453,-1.41,-0.68,-3.1,-0.73,-1.38,NONE,NONE
ENSG00000102879,-0.87,-1.21,-0.9,-0.52,-1.38,NONE,NONE
ENSG00000107371,-0.29,-0.43,-0.14,-1.41,-1.37,UP,NONE
ENSG00000170345,-0.07,0.36,0.78,0.13,1.37,NONE,NONE
ENSG00000137642,-0.38,-0.82,-0.11,-1.18,-1.36,NONE,NONE
ENSG00000243509,-0.65,0.33,-0.11,-0.07,1.36,NA,NA
ENSG00000185507,0.92,0.64,1.55,0.23,1.36,NONE,UP
ENSG00000050748,-0.54,-0.31,-1.43,-0.25,-1.35,NONE,DOWN
ENSG00000128050,0.23,0.3,0.52,0.13,1.35,NONE,NONE
ENSG00000155849,-0.46,-0.44,-1.9,-0.77,-1.35,DOWN,NONE
ENSG00000115138,-0.51,-0.56,-1.28,-1.52,-1.34,NA,NA
ENSG00000214456,0.23,-0.06,0.46,0.46,1.34,NONE,NONE
ENSG00000213190,-1.05,-0.42,-2.28,-0.5,-1.34,NONE,DOWN
ENSG00000159593,-1.91,-0.57,-1.15,-0.06,-1.34,NONE,NONE
ENSG00000109062,0.3,0.58,0.88,-0.29,1.33,NONE,UP
ENSG00000088247,0.43,0.73,0.27,-0.17,1.31,NONE,NONE
ENSG00000143420,-0.48,-1.43,-1.51,-0.2,-1.31,NONE,NONE
ENSG00000240972,0.37,0.85,-0.28,1.33,1.3,NONE,NONE
ENSG00000056972,0.66,0.74,1.16,1.78,1.29,NONE,UP
ENSG00000101843,-1.36,-0.9,-1.63,-1.66,-1.29,NONE,NONE
ENSG00000039560,0.3,1.76,1.18,0.8,1.29,NONE,NONE
ENSG00000156711,0.06,-0.56,-0.79,-0.09,-1.29,NONE,NONE
ENSG00000196776,-1.06,-0.31,-0.99,-0.61,-1.28,NONE,NONE
ENSG00000096968,-0.83,0.97,-0.04,0.07,1.27,NONE,NONE
ENSG00000112715,0.63,0.18,1.71,0.08,1.27,NONE,NONE
ENSG00000006210,0,-0.35,-1.35,-0.68,-1.27,NONE,NONE
ENSG00000133318,-0.48,-0.64,-0.99,-1.07,-1.27,NONE,NONE
ENSG00000167004,-0.87,-1.27,-0.53,-1.98,-1.27,NONE,NONE
ENSG00000196876,-0.45,-0.53,-0.59,-0.6,-1.26,NONE,DOWN
ENSG00000106144,0.9,1.52,0.89,-0.21,1.26,NONE,NONE
ENSG00000140830,-0.14,-0.81,0.04,-0.08,-1.25,NONE,NONE
ENSG00000164588,-0.35,-0.38,-1.93,-0.68,-1.24,NONE,DOWN
ENSG00000156113,1.47,0.99,1,1.47,1.24,NONE,NONE
ENSG00000100462,-0.8,-0.16,-0.48,-1.98,-1.24,UP,NONE
ENSG00000007171,-0.18,-0.52,-1.19,0.09,-1.23,DOWN,DOWN
ENSG00000164163,-1.47,-1.1,-0.59,-2.52,-1.23,NONE,NONE
ENSG00000171885,0.35,0.57,1.32,-0.22,1.23,UP,UP
ENSG00000226950,0.26,1.08,0.56,0.98,1.23,NONE,UP
ENSG00000182944,0.35,1.27,0.71,0.27,1.23,NONE,NONE
ENSG00000187531,1.67,1.13,1.45,0.7,1.22,NONE,NONE
ENSG00000122707,-0.62,-0.97,-0.41,-0.9,-1.21,NONE,NONE
ENSG00000170634,0.07,0.87,0,1.55,1.21,NONE,NONE
ENSG00000143578,-0.19,-1.23,-0.22,-0.43,-1.2,NONE,NONE
ENSG00000169562,1.5,0.79,2.27,0.31,1.2,NONE,NONE
ENSG00000168329,-0.32,-0.74,0.22,-0.36,-1.19,NONE,NONE
ENSG00000177628,-0.15,-1.08,-0.69,0.37,-1.19,NONE,NONE
ENSG00000113594,0.97,0.5,3.72,0.07,1.19,NONE,UP
ENSG00000147852,0.03,-0.35,0.11,-1.04,-1.19,NONE,NONE
ENSG00000130175,0.69,0.56,1.03,0.2,1.18,NONE,NONE
ENSG00000145293,-1.15,-0.28,-0.78,-1.56,-1.18,NONE,NONE
ENSG00000160293,0.75,0.77,1.99,0.33,1.17,NONE,NONE
ENSG00000089250,-0.32,-0.04,-1.26,-0.31,-1.17,NONE,DOWN
ENSG00000106484,-1.41,-0.96,-1.36,-1.91,-1.16,NONE,DOWN
ENSG00000164867,0.07,1.19,0.53,-0.05,1.16,UP,UP
ENSG00000155313,-1.02,-0.18,-1.6,-0.78,-1.16,UP,NONE
ENSG00000173020,0.51,0.67,0.1,1.65,1.16,NONE,NONE
ENSG00000166123,0.3,0.55,1.32,0.05,1.15,NONE,UP
ENSG00000109670,-0.24,-0.7,-1.36,0.1,-1.14,NONE,DOWN
ENSG00000126457,0.04,0.44,-0.47,0.09,1.14,NONE,NONE
ENSG00000143549,-0.16,-0.52,-0.44,-0.48,-1.14,NONE,NONE
ENSG00000150995,-1.05,-0.5,-1.15,-1.33,-1.13,NONE,NONE
ENSG00000185043,-0.57,-1.31,-0.02,-0.07,-1.13,NONE,NONE
ENSG00000067182,0.12,0.29,0.86,-0.15,1.13,UP,UP
ENSG00000055332,0.36,-0.51,0.04,0.15,-1.12,UP,NONE
ENSG00000123384,0.43,0.59,1.7,-0.59,1.12,NONE,NONE
ENSG00000185624,0.67,0,2.07,0.79,1.12,NONE,NONE
ENSG00000105707,0.93,0.7,1.53,1.02,1.12,DOWN,NONE
ENSG00000159082,-0.82,-0.19,-1.6,-1.05,-1.11,NONE,NONE
ENSG00000172936,0.15,0.38,1.62,-0.24,1.11,NONE,UP
ENSG00000179051,2.79,0.87,1.47,1.65,1.11,NONE,NONE
ENSG00000119630,1.48,0.72,2.54,1.63,1.1,NONE,UP
ENSG00000131711,0.83,0.8,-0.03,1.89,1.1,UP,DOWN
ENSG00000128272,0.36,0.52,1.07,0.1,1.1,NONE,UP
ENSG00000148053,-0.05,-0.02,0.61,-0.46,1.1,NONE,UP
ENSG00000130816,0.53,0.63,0.33,2.33,1.1,NONE,NONE
ENSG00000105472,-0.92,-1.23,-1.79,-0.07,-1.1,NONE,NONE
ENSG00000175197,-2.07,-1.07,-1.55,-1.45,-1.1,NONE,NONE
ENSG00000108946,-0.35,-0.24,0,-1.66,-1.1,NONE,NONE
ENSG00000117450,0.23,0.54,1.53,0.06,1.09,UP,UP
ENSG00000121022,-0.34,-0.51,-0.36,-1.05,-1.09,NONE,NONE
ENSG00000127528,-0.34,0.64,0.05,-0.03,1.09,NONE,UP
ENSG00000171109,-1.24,-1.51,-0.12,-0.55,-1.09,DOWN,NONE
ENSG00000115325,0.98,0.36,1.8,0.3,1.09,NONE,UP
ENSG00000125347,0.47,1.15,0.13,-0.47,1.09,NONE,UP
ENSG00000140538,0.09,0.26,0.36,0.55,1.09,NONE,NONE
ENSG00000143322,1.36,0.17,0.36,2.13,1.09,NONE,NONE
ENSG00000198598,0.09,-0.67,-1.02,-0.27,-1.08,NONE,NONE
ENSG00000118705,-0.1,-2.09,0.15,-0.14,-1.08,NONE,NONE
ENSG00000120885,0.59,0.42,1.1,-0.16,1.08,NONE,UP
ENSG00000170348,0.5,0.79,2.71,-0.13,1.08,NONE,UP
ENSG00000154096,-0.11,-0.57,-1.35,-0.18,-1.07,NONE,NONE
ENSG00000134086,1.8,-0.01,1.96,3.41,1.07,NONE,NONE
ENSG00000162772,-0.09,0,0.52,-1,1.05,NONE,NONE
ENSG00000135018,-1.08,-0.37,-0.66,-1.68,-1.05,NONE,NONE
ENSG00000106799,0.06,0.01,1.74,-0.24,1.05,NONE,NONE
ENSG00000168172,-0.61,-1.28,-0.74,-1.82,-1.04,NONE,NONE
ENSG00000115520,-0.76,-0.62,-0.93,-0.32,-1.04,NONE,NONE
ENSG00000076928,0.58,0.27,1.06,0.58,1.04,NONE,NONE
ENSG00000023697,-0.06,1.12,1.33,0.17,1.03,NONE,NONE
ENSG00000100934,-0.68,-0.24,-0.48,-0.42,-1.03,NONE,NONE
ENSG00000066032,0.28,0.91,0.51,-0.09,1.03,NONE,NONE
ENSG00000057663,-0.17,0.04,-0.82,-0.12,-1.03,NONE,NONE
ENSG00000168404,0.06,0.42,0.14,-0.83,1.02,NONE,UP
ENSG00000131771,-0.2,0.15,-0.11,0.65,1.02,NONE,NONE
ENSG00000244165,0.43,0.65,0.43,2.91,1.02,NONE,NONE
ENSG00000160211,-0.49,-0.55,-1.47,-1.49,-1.02,DOWN,NONE
ENSG00000166741,-0.73,-1.42,-1.26,-0.42,-1.01,NONE,NONE
ENSG00000080815,1.19,1.14,4.47,0.08,1,NONE,NONE
ENSG00000127663,0.49,0.05,0.72,0.58,1,NONE,NONE
ENSG00000145623,-0.09,0.55,1.07,-0.04,1,UP,UP
ENSG00000215301,0.5,1.29,2.42,0.04,0.99,UP,UP
ENSG00000137845,0.8,1.55,2.65,-0.06,0.99,NONE,NONE
ENSG00000105974,0.55,1.37,1.51,0.08,0.98,UP,UP
ENSG00000112062,-0.72,0.07,-0.1,-0.17,-0.98,NONE,NONE
ENSG00000196470,-0.12,0.19,0.06,0.13,0.98,NONE,NONE
ENSG00000169047,0.38,0.89,0.41,0.5,0.98,NONE,NONE
ENSG00000089220,-0.29,-0.96,-2.34,-0.2,-0.97,NONE,NONE
ENSG00000196367,0.24,1.47,0.48,-0.04,0.97,NONE,NONE
ENSG00000143324,0.19,-0.55,-0.31,0.11,-0.97,NONE,NONE
ENSG00000166851,0.02,0.38,-0.06,0.35,0.96,NONE,NONE
ENSG00000157193,0.31,0.82,0.17,-0.58,0.96,NONE,NONE
ENSG00000165731,-0.21,0,-1.12,-0.09,-0.96,UP,DOWN
ENSG00000164305,0.26,0.36,1.58,2.85,0.95,NONE,NONE
ENSG00000161921,0.59,0.54,2.5,0.5,0.95,NONE,UP
ENSG00000070831,-1.75,-0.24,-1.09,-1.01,-0.94,NONE,NONE
ENSG00000132002,0.19,0.37,0.35,-0.4,0.94,NONE,NONE
ENSG00000133216,0.43,-0.57,-0.55,0.07,-0.94,NONE,DOWN
ENSG00000130726,0.23,0.1,1.12,0.62,0.94,NONE,NONE
ENSG00000102606,0.17,1.71,0.47,-0.61,0.93,NONE,NONE
ENSG00000149257,0.01,0.12,0.61,-0.57,0.92,NONE,UP
ENSG00000072274,-0.43,-0.13,0.29,-1.27,-0.92,NONE,NONE
ENSG00000127191,-0.17,-0.5,-0.51,-0.67,-0.92,NONE,NONE
ENSG00000126561,1.1,0.82,2.74,0.33,0.92,NONE,NONE
ENSG00000213186,1.17,0.81,2.83,-0.01,0.91,NONE,NONE
ENSG00000167280,0.07,-0.38,0.74,-1.6,-0.91,UP,NONE
ENSG00000100109,0.56,0.33,-0.12,1.4,0.91,NONE,NONE
ENSG00000144724,-0.35,-0.12,-0.02,-1.56,-0.91,NONE,NONE
ENSG00000114520,-0.55,-0.34,-0.26,-0.06,-0.91,NONE,NONE
ENSG00000065833,-1.54,-0.15,-0.96,-1.84,-0.9,NONE,NONE
ENSG00000091622,-0.8,-0.58,-1.53,-0.44,-0.9,NONE,DOWN
ENSG00000167658,-0.69,-0.39,-0.45,-1.24,-0.9,NONE,NONE
ENSG00000077463,-0.56,-1.5,-1.13,-0.08,-0.89,NONE,NONE
ENSG00000132386,-0.78,-0.35,-2.61,-0.4,-0.89,NONE,NONE
ENSG00000090339,0.26,0.55,1.36,0.08,0.89,UP,UP
ENSG00000117394,0.22,1.22,1.6,-0.04,0.88,UP,UP
ENSG00000114200,0.74,0.68,1.39,0.18,0.88,NONE,UP
ENSG00000092978,0.16,-0.85,0.15,0.25,-0.88,NONE,NONE
ENSG00000083520,-0.39,-0.53,0.11,-0.25,-0.88,NONE,NONE
ENSG00000136754,-1.53,-0.36,-0.39,-1.22,-0.88,NONE,NONE
ENSG00000120318,-1.12,-0.98,-0.05,-0.15,-0.88,NONE,NONE
ENSG00000142192,-0.26,-0.21,-0.09,-1.33,-0.88,NONE,NONE
ENSG00000182199,1.18,0.18,1.11,0.79,0.87,NONE,NONE
ENSG00000111859,0.11,0.9,1.44,-0.28,0.87,NONE,UP
ENSG00000111728,0.12,0.57,0.03,-0.09,0.87,NONE,NONE
ENSG00000113161,-0.66,-0.12,-0.64,-1.33,-0.87,NONE,NONE
ENSG00000136869,-0.08,0.25,1.53,-0.43,0.87,UP,UP
ENSG00000196262,0.01,1.07,-0.24,0.36,0.87,NONE,NONE
ENSG00000067560,-0.03,0.53,2.01,-0.53,0.86,NONE,UP
ENSG00000154277,-0.31,-0.45,-0.79,-0.68,-0.86,NONE,NONE
ENSG00000084623,-0.55,-0.63,-1.39,-1.57,-0.86,NONE,NONE
ENSG00000168040,0.53,0.78,0.69,0.77,0.86,UP,UP
ENSG00000158427,-1.26,-0.05,-2.8,0,-0.86,NONE,DOWN
ENSG00000140105,-0.74,-0.1,-1.17,-2.35,-0.86,NONE,NONE
ENSG00000143924,-1,-0.28,-1.17,-0.89,-0.85,NONE,NONE
ENSG00000204843,0.35,0.67,-0.14,1.18,0.85,NONE,DOWN
ENSG00000100644,-0.25,0.48,0.51,-1.01,0.85,NONE,UP
ENSG00000255717,-0.06,0.33,0.94,0.29,0.84,DOWN,NONE
ENSG00000135046,-1.02,-0.24,-0.1,-1.3,-0.84,NONE,UP
ENSG00000175711,-0.24,-1.31,-2.48,0.2,-0.84,NONE,DOWN
ENSG00000118046,0.59,0.04,0.26,0.59,0.83,NONE,NONE
ENSG00000185634,0.16,0.67,1.3,-0.96,0.83,DOWN,NONE
ENSG00000030582,0.65,1.23,1.31,0.65,0.82,UP,UP
ENSG00000135097,0.96,-0.02,0.66,0.62,0.82,DOWN,UP
ENSG00000181019,-0.28,-0.32,-0.07,-0.52,-0.82,UP,UP
ENSG00000189403,-0.6,0.03,-0.08,0.03,0.82,NONE,NONE
ENSG00000133112,0.25,1.03,1.43,0.04,0.82,NONE,NONE
ENSG00000174807,-0.68,-0.07,-0.38,-1.09,-0.81,NONE,NONE
ENSG00000104312,0.3,0.75,1.07,-0.25,0.81,NONE,NONE
ENSG00000180817,0.15,1.06,0.49,-0.1,0.81,NONE,NONE
ENSG00000100311,0.06,-0.43,0.56,-0.55,-0.81,NONE,NONE
ENSG00000115306,0.19,1.8,1.28,-0.19,0.81,NONE,NONE
ENSG00000135049,-0.14,-0.13,0,-1.39,-0.8,NONE,DOWN
ENSG00000072518,1.32,0.44,0.61,1.73,0.8,NONE,NONE
ENSG00000131788,-0.27,0.75,0.18,-0.09,0.8,NONE,NONE
ENSG00000091592,0.06,-1.1,-0.77,-0.41,-0.79,NONE,NONE
ENSG00000170458,-0.25,0.19,0.44,-0.1,0.79,NONE,UP
ENSG00000130741,-0.95,-1.16,-0.21,-1.41,-0.79,NONE,NONE
ENSG00000160691,-1.65,-0.83,-0.65,-2.06,-0.79,NONE,UP
ENSG00000126581,-0.72,-0.18,-0.08,-0.68,-0.78,NONE,NONE
ENSG00000106688,-0.31,0.12,-0.3,-0.57,-0.78,NONE,NONE
ENSG00000119912,0.12,1.87,0.51,1.07,0.78,NONE,NONE
ENSG00000066427,-0.17,-0.09,-0.78,0.05,-0.78,NONE,NONE
ENSG00000168806,-0.37,-0.19,-0.36,-0.5,-0.78,NONE,NONE
ENSG00000179335,-0.19,0.8,-0.19,-0.01,0.78,NONE,NONE
ENSG00000158710,0.18,0.53,1.51,0.13,0.77,UP,UP
ENSG00000221823,-0.75,-0.76,-1.17,-0.64,-0.77,NONE,NONE
ENSG00000109971,-0.26,-0.1,0.84,-1.38,-0.76,UP,UP
ENSG00000134109,-0.77,-0.04,-1.04,-2.63,-0.76,NONE,NONE
ENSG00000071575,0.1,1.15,0.46,-0.33,0.76,NONE,NONE
ENSG00000172350,-0.27,-0.15,-2.17,0.19,-0.76,NONE,DOWN
ENSG00000113851,-0.95,-0.04,-0.77,-1.83,-0.76,NONE,NONE
ENSG00000271503,0.17,0.2,0.15,0.65,0.75,NA,NA
ENSG00000165795,0,-0.06,0.2,-0.32,0.75,DOWN,NONE
ENSG00000170606,0.25,0.61,0.12,0.33,0.75,UP,NONE
ENSG00000118898,-0.5,-0.29,-1.67,0.01,-0.75,NONE,DOWN
ENSG00000185896,1.01,0.3,3.64,-0.17,0.75,NONE,NONE
ENSG00000116209,-0.29,-0.18,0.57,-0.9,-0.75,NONE,NONE
ENSG00000151702,0.05,1.06,0.47,-0.23,0.73,UP,UP
ENSG00000136156,0.09,0.55,1.06,-0.11,0.73,NONE,NONE
ENSG00000137942,0.1,0.91,0.41,-0.09,0.73,NONE,UP
ENSG00000145675,-0.41,-0.25,-0.39,-0.51,-0.73,NONE,NONE
ENSG00000188566,0.28,0.17,0.59,0.47,0.72,NONE,NONE
ENSG00000186868,-0.01,-0.33,-0.12,0.06,-0.72,NONE,NONE
ENSG00000134001,-0.22,-0.67,0.3,-1.72,-0.71,NONE,NONE
ENSG00000155827,0.71,0.47,1.85,0.33,0.71,NONE,NONE
ENSG00000144746,-0.71,-0.2,-1.03,-0.56,-0.71,NONE,NONE
ENSG00000101871,-0.55,0.2,0.32,-0.46,0.71,NONE,UP
ENSG00000070018,0.17,0.98,2.79,0.31,0.7,NONE,NONE
ENSG00000184408,-0.54,-0.36,-1.85,0.03,-0.7,NONE,DOWN
ENSG00000145741,-0.43,0.57,0.21,-0.2,0.69,NONE,NONE
ENSG00000090432,0.51,1.25,0.18,0.21,0.69,NONE,NONE
ENSG00000139318,-0.77,-0.28,-0.3,-1.96,-0.69,NONE,DOWN
ENSG00000189056,-0.87,-0.32,-0.75,-0.17,-0.69,NONE,NONE
ENSG00000175567,-0.63,-0.41,-0.32,-0.67,-0.69,NONE,NONE
ENSG00000102081,0.03,-0.35,-0.06,-0.18,-0.68,NONE,NONE
ENSG00000162804,0.09,-0.12,-0.06,-1.09,-0.68,NONE,UP
ENSG00000115942,0.44,1.31,1.19,0.09,0.68,NONE,NONE
ENSG00000176170,0.66,0.41,2.42,1.23,0.68,UP,UP
ENSG00000001631,-0.7,-0.31,-0.06,-0.62,-0.68,NONE,NONE
ENSG00000103855,-0.31,-0.71,-0.51,0,-0.67,NONE,NONE
ENSG00000155511,-0.25,-0.47,-1.97,-0.24,-0.67,NONE,NONE
ENSG00000184254,-1.76,-0.07,-2.93,-0.58,-0.67,NONE,DOWN
ENSG00000110395,0.35,0.91,1.33,-0.21,0.66,NONE,NONE
ENSG00000136167,0.02,0.11,1.26,-0.12,0.66,UP,NONE
ENSG00000177169,0.25,0.53,0.06,0.01,0.65,NONE,NONE
ENSG00000172757,-0.23,-0.46,-1.33,-1.39,-0.65,NONE,NONE
ENSG00000148484,0.24,0.03,1.33,-0.57,-0.65,NONE,NONE
ENSG00000004776,-1.14,-0.77,-1.14,-1.79,-0.64,NONE,NONE
ENSG00000176884,0.64,0.46,0.32,0.67,0.64,NONE,NONE
ENSG00000167244,0.05,0.07,0.1,-0.41,-0.64,NONE,UP
ENSG00000177885,0.02,0.02,0.15,-1.11,-0.64,NONE,NONE
ENSG00000040608,0.16,-0.31,-0.28,0.08,-0.64,NONE,NONE
ENSG00000092439,0.07,0.18,0.5,-1.29,-0.64,NONE,NONE
ENSG00000196954,-0.6,0.44,-0.06,-0.4,0.64,NONE,UP
ENSG00000158828,0.31,0.82,0.21,0.12,0.64,UP,NONE
ENSG00000149294,0.62,0.64,2.59,-0.42,0.64,NONE,NONE
ENSG00000089163,1.11,0.88,0.33,1.05,0.63,NONE,NONE
ENSG00000106263,1.11,-0.06,1.53,1.99,0.63,NONE,NONE
ENSG00000141867,0.26,0.16,0.44,0.42,0.63,NONE,NONE
ENSG00000138685,-0.1,0.14,0.87,-0.25,0.63,NONE,UP
ENSG00000213928,0.29,0.71,0.72,0.02,0.63,UP,UP
ENSG00000171603,0.14,-0.03,-0.29,0.25,-0.62,NONE,NONE
ENSG00000030110,0.08,-0.73,-0.11,0.03,-0.62,NONE,NONE
ENSG00000117758,-0.65,-0.18,-0.1,-0.95,-0.62,NONE,NONE
ENSG00000171497,-0.28,-0.56,-0.6,-0.48,-0.62,NONE,NONE
ENSG00000047457,-0.7,-0.65,0.17,-0.63,-0.62,UP,UP
ENSG00000084733,0.07,0.95,1.18,-0.25,0.61,NONE,NONE
ENSG00000140718,-0.17,-0.22,0.64,-0.9,-0.61,NONE,NONE
ENSG00000092964,0.03,0.71,1.27,-0.72,0.61,NONE,NONE
ENSG00000135535,-0.09,0.23,0.46,-0.35,0.61,NONE,NONE
ENSG00000095970,1.89,0.17,2.9,0.2,0.61,NONE,UP
ENSG00000153774,0.78,0.91,0.22,0.93,0.6,NONE,NONE
ENSG00000122585,-0.75,-0.15,-1.46,-0.55,-0.6,NONE,NONE
ENSG00000108798,0.17,0.25,0.94,-0.16,0.6,NONE,NONE
ENSG00000145088,-0.28,0.5,-0.04,0.01,0.6,NONE,NONE
ENSG00000048028,-0.01,0.56,-0.18,-0.11,0.6,NONE,NONE
ENSG00000262655,-0.2,-0.11,0.48,-0.82,0.59,UP,UP
ENSG00000138448,-0.16,0.16,0.69,-0.6,0.59,UP,UP
ENSG00000049130,-0.03,-0.08,-0.28,0.17,-0.59,UP,NONE
ENSG00000074319,-0.51,-0.14,-0.49,-0.19,-0.59,NONE,NONE
ENSG00000265241,0.01,-0.42,0.88,-1.35,-0.59,NONE,NONE
ENSG00000185345,-0.06,-0.35,-0.59,-0.08,-0.59,NONE,DOWN
ENSG00000256683,0.33,0.23,0.92,1.64,0.59,NONE,NONE
ENSG00000099956,-0.01,0.29,0.2,0.62,0.58,NONE,NONE
ENSG00000124140,-0.19,-0.37,-1.52,-0.55,-0.58,NONE,DOWN
ENSG00000139644,-0.1,0.11,0.82,-0.88,0.58,NONE,UP
ENSG00000101966,-0.29,-0.99,-0.4,-0.09,-0.58,NONE,NONE
ENSG00000163794,-0.63,-0.87,-0.59,0.17,-0.58,NONE,NONE
ENSG00000143977,0.11,0.47,0.32,0.2,0.58,NONE,NONE
ENSG00000169750,-0.2,-1.06,-0.65,0.01,-0.58,NONE,NONE
ENSG00000146674,-0.03,-0.26,0.4,0.61,0.58,NONE,NONE
ENSG00000172115,-0.49,-0.21,-0.85,-0.83,-0.57,NONE,NONE
ENSG00000152377,0.22,-0.07,0.21,-0.85,-0.57,NONE,NONE
ENSG00000153266,0.86,0.2,0.49,0.26,0.57,NONE,UP
ENSG00000116560,-0.45,-0.28,0.19,-0.54,-0.57,NONE,NONE
ENSG00000137575,-0.13,1.18,0.71,-0.43,0.57,NONE,UP
ENSG00000214548,-1,-0.95,-1.43,-0.26,-0.57,DOWN,NONE
ENSG00000187094,-0.27,-0.23,-1.53,-0.58,-0.57,NONE,NONE
ENSG00000239900,-0.19,-0.6,0.01,0.14,-0.57,NONE,NONE
ENSG00000109332,-0.08,0.85,1.23,-0.37,0.57,NONE,NONE
ENSG00000104368,0.26,0.57,0.1,-0.06,0.56,NONE,UP
ENSG00000181222,0.01,-0.22,0.15,-1.24,-0.56,UP,NONE
ENSG00000205268,-0.65,-0.2,-0.58,-0.65,-0.56,DOWN,NONE
ENSG00000198373,0.24,-0.22,1.52,-0.63,-0.56,NONE,NONE
ENSG00000110801,0.13,-0.36,0.2,-0.04,-0.56,NONE,NONE
ENSG00000172270,0.25,0.03,0.88,0.58,0.56,NONE,NONE
ENSG00000136108,-0.29,2.51,-0.3,-0.53,0.55,UP,NONE
ENSG00000204389,-0.07,0.2,0.14,-0.97,0.55,UP,NONE
ENSG00000083457,-1.13,0.06,-0.3,0,-0.55,NONE,NONE
ENSG00000135587,0.6,0.15,0.01,0.78,0.55,NONE,NONE
ENSG00000157404,-0.88,-0.16,-1.36,-0.22,-0.54,NONE,DOWN
ENSG00000204472,-0.25,-0.86,0.34,-0.47,-0.54,NONE,NONE
ENSG00000106683,0.34,0.57,-0.18,0.8,0.54,DOWN,NONE
ENSG00000118432,-0.44,-0.58,-1.06,-0.68,-0.54,NONE,DOWN
ENSG00000158258,-0.12,-0.13,-0.38,-0.38,-0.53,NONE,NONE
ENSG00000062725,0.48,1.1,1.68,0.15,0.53,NONE,NONE
ENSG00000105607,-0.57,-1.22,-0.16,-0.68,-0.53,NONE,NONE
ENSG00000165527,0.48,0.93,2.27,-0.28,0.53,NONE,NONE
ENSG00000172977,0.24,-0.12,0.02,1.24,0.53,NONE,NONE
ENSG00000043591,0.12,0.45,-0.27,0.22,0.52,NONE,NONE
ENSG00000136807,0.28,0.15,-0.47,0.52,0.52,NONE,NONE
ENSG00000108179,0.03,-0.46,0.63,-1.34,-0.52,UP,NONE
ENSG00000078804,0.03,0.63,0.9,-0.09,0.52,NONE,DOWN
ENSG00000073921,0.33,0.89,1.86,-0.45,0.51,NONE,NONE
ENSG00000157557,-0.15,0.62,-0.02,-0.31,0.51,NONE,NONE
ENSG00000156804,0.21,0.51,-0.18,-0.01,0.51,NONE,NONE
ENSG00000103043,0.05,-0.86,-0.99,0.57,-0.5,NONE,NONE
ENSG00000164916,-0.13,-0.58,-0.1,-0.87,-0.5,NONE,NONE
ENSG00000112096,0.19,0.27,0.94,-0.19,0.5,NONE,NONE
ENSG00000116288,0.08,0.2,-0.62,0.01,0.5,NONE,NONE
ENSG00000143499,-0.02,-0.1,-0.22,-0.19,-0.5,NONE,NONE
ENSG00000196396,-0.62,-0.02,0.52,-0.47,0.5,NONE,NONE
ENSG00000147854,0.04,0.08,0.56,-0.94,-0.49,NONE,NONE
ENSG00000135679,-0.06,0.02,-0.16,1.45,0.49,NONE,NONE
