ID,trait_PathoAD,trait_ClinAD,trait_B.amyloid,trait_Tau.tangles,trait_Cognitive.decline,direction_CBE,direction_TCX
ENSG00000111642,3.42,0.94,2.2,4.06,3.13,NONE,NONE
ENSG00000136938,1.42,1.29,3.14,1.09,3.13,NONE,NONE
ENSG00000204934,-1.53,-2.7,-2.28,-1.93,-3.13,DOWN,DOWN
ENSG00000134569,0.96,0.81,2.94,0.27,3.13,UP,UP
ENSG00000138035,2.08,2.18,2.12,1.44,3.13,NONE,NONE
ENSG00000203772,-0.22,-2.15,-1.7,0,-3.13,NONE,NONE
ENSG00000169814,1.13,1.94,2.14,0.36,3.13,UP,UP
ENSG00000132821,-0.93,-2.53,-2.58,-0.04,-3.13,NONE,NONE
ENSG00000072401,-1.15,-1.79,-0.6,-1.29,-3.13,NONE,NONE
ENSG00000178301,-1.56,-0.78,-2.55,-3.29,-3.13,NONE,NONE
ENSG00000204576,-1.83,-2.94,-4.86,-0.8,-3.12,NONE,DOWN
ENSG00000168490,-1.12,-2.22,-2.38,-0.68,-3.12,NONE,NONE
ENSG00000172888,1.94,1.98,4.79,0.48,3.12,NONE,UP
ENSG00000174705,3.13,1.88,4.17,1.01,3.12,NONE,UP
ENSG00000093183,0.24,1.98,1.38,0.33,3.12,NONE,NONE
ENSG00000154822,-0.51,-1.15,-1.96,-0.77,-3.12,UP,NONE
ENSG00000102032,2.09,2.27,3.25,1.32,3.12,NONE,NONE
ENSG00000065361,2.67,1.47,4.38,1.1,3.11,NONE,NONE
ENSG00000008382,-0.58,-2.08,-3.63,-0.85,-3.11,NONE,NONE
ENSG00000135372,-2,-3.48,-2.28,-0.56,-3.11,NONE,NONE
ENSG00000115461,2.01,1.16,3.66,2.37,3.11,NONE,UP
ENSG00000169762,1.62,1.58,3.76,1.53,3.11,NONE,NONE
ENSG00000004059,-1.48,-2.79,-3.26,-0.45,-3.11,NONE,NONE
ENSG00000170439,1.38,1.32,0.73,1.3,3.11,UP,UP
ENSG00000083857,1.71,0.83,3.22,0.3,3.1,NONE,UP
ENSG00000132286,-1.1,-1.18,-0.11,-3.03,-3.1,NONE,NONE
ENSG00000140740,-2.26,-0.71,-1.99,-3.43,-3.1,NONE,NONE
ENSG00000177283,1.92,1.18,2.33,0.18,3.1,NONE,UP
ENSG00000082196,2.24,3.02,3.32,1.07,3.1,DOWN,NONE
ENSG00000136279,-0.58,-2.09,-1.58,-1.46,-3.1,DOWN,DOWN
ENSG00000197586,-0.95,-1.34,-2.43,-0.5,-3.1,NONE,NONE
ENSG00000232119,-0.89,-1.47,-2.29,-0.43,-3.1,NONE,NONE
ENSG00000244005,-2.18,-1.66,-3.07,-1.59,-3.09,NONE,NONE
ENSG00000096080,-1.39,-1.64,-2.9,-1.9,-3.09,NONE,NONE
ENSG00000078114,0.99,1.93,2.53,0.49,3.09,NONE,UP
ENSG00000172216,0.48,0.7,0.89,-0.21,3.09,UP,UP
ENSG00000087076,0.95,1.73,0.66,0.48,3.09,NONE,NONE
ENSG00000088727,-2.51,-1.14,-2.67,-1.19,-3.09,NONE,DOWN
ENSG00000156395,-2.11,-1.73,-3.76,-1.02,-3.09,DOWN,DOWN
ENSG00000154380,2.18,2.15,4.74,0.79,3.09,NONE,NONE
ENSG00000136490,-0.82,-3.29,-2.66,-0.74,-3.08,NONE,DOWN
ENSG00000101265,0.76,3.12,3.32,0.24,3.08,NONE,NONE
ENSG00000083168,0.99,1.87,2.16,0.27,3.08,NONE,NONE
ENSG00000071655,2.71,1.23,2.33,2.81,3.08,NONE,NONE
ENSG00000104267,1.39,1.72,5.81,0.25,3.08,UP,UP
ENSG00000197858,-1.49,-4.34,-1.27,-1.48,-3.08,NONE,NONE
ENSG00000162599,1,1.11,2.27,1.28,3.08,NONE,UP
ENSG00000068912,-1.11,-1.27,-1.45,-0.5,-3.07,NONE,NONE
ENSG00000008128,1.07,1.52,1.64,1.59,3.07,NONE,NONE
ENSG00000172058,-0.43,-1.4,-1.69,-0.53,-3.07,NA,NA
ENSG00000006047,-0.85,-2.09,-2.72,-0.92,-3.07,NONE,NONE
ENSG00000031823,1.31,1.8,2.03,1.15,3.07,NONE,NONE
ENSG00000171004,-1.42,-1.28,-1.92,-1.43,-3.07,NONE,DOWN
ENSG00000196502,-1.23,-3.53,-2.58,-0.19,-3.07,DOWN,DOWN
ENSG00000185129,2.05,1.43,1.63,3.41,3.07,UP,NONE
ENSG00000185105,-0.51,-2.45,-2.34,-0.08,-3.06,DOWN,DOWN
ENSG00000177119,1.23,2.05,3.87,0.35,3.06,NONE,UP
ENSG00000150764,1.18,2,4.15,0.54,3.06,UP,NONE
ENSG00000140497,1.56,1.28,3.22,1.08,3.06,NONE,UP
ENSG00000071564,0.74,1,1.21,0.85,3.06,NONE,UP
ENSG00000180543,-0.94,-1.6,-1.76,-0.26,-3.06,NONE,NONE
ENSG00000082996,2.26,2.45,4.95,0.2,3.06,NONE,NONE
ENSG00000188811,-2.1,-2.76,-0.5,-1.61,-3.05,NONE,NONE
ENSG00000064655,0.94,1.4,1.53,0.7,3.05,NONE,UP
ENSG00000060237,0.94,3.12,2.54,0.27,3.05,NONE,NONE
ENSG00000233937,0.08,2.59,0.25,1.98,3.05,NONE,NONE
ENSG00000127884,-1.16,-3.31,-1.26,-1.51,-3.05,NONE,NONE
ENSG00000083799,1.31,1.96,1.87,2.39,3.05,NONE,NONE
ENSG00000112333,0.74,1.02,1.36,0.31,3.05,NONE,UP
ENSG00000138092,2.82,5.04,1.56,3.8,3.05,NONE,NONE
ENSG00000174720,1.93,1.76,1.95,4.3,3.05,NONE,NONE
ENSG00000197451,1.4,1.41,0.81,0.61,3.05,UP,NONE
ENSG00000136699,1.61,2.22,1.1,0.9,3.05,NONE,NONE
ENSG00000116679,1.48,2.45,3.46,0.12,3.05,NONE,NONE
ENSG00000129757,1.42,1.86,2.34,0.87,3.05,NONE,NONE
ENSG00000197959,-0.47,-0.77,-1.03,-0.95,-3.04,NONE,DOWN
ENSG00000167088,-0.22,-1.14,-0.78,-0.25,-3.04,NONE,NONE
ENSG00000128928,-0.82,-2.75,-0.58,-2.01,-3.04,DOWN,NONE
ENSG00000167693,1.28,1.38,2.81,1,3.04,UP,UP
ENSG00000129657,0.69,2.08,2.21,0.25,3.04,UP,UP
ENSG00000004534,0.72,1.84,0.72,2.07,3.04,NONE,NONE
ENSG00000133627,-1.22,-1.65,-2.88,-1.36,-3.04,NONE,DOWN
ENSG00000182220,-1.88,-0.8,-2.23,-2.92,-3.04,NONE,NONE
ENSG00000174748,-2.21,-0.91,-0.6,-2.6,-3.04,NONE,NONE
ENSG00000130962,1.55,2.68,5.5,0.3,3.03,NONE,NONE
ENSG00000091137,-0.89,-2,-2.09,-1.28,-3.03,DOWN,DOWN
ENSG00000174953,-0.65,-2.01,-1.25,0.11,-3.03,NONE,NONE
ENSG00000120910,0.46,2.2,0.47,0.83,3.03,NONE,NONE
ENSG00000136710,-1.19,-2.38,-2.22,-0.6,-3.03,NONE,DOWN
ENSG00000107263,1.58,3.31,2.37,0.77,3.03,NONE,NONE
ENSG00000116752,-1.38,-1.38,-1.25,-1.21,-3.03,NONE,NONE
ENSG00000139131,-1.39,-2.63,-1.52,-1.38,-3.03,NONE,NONE
ENSG00000254999,-2.24,-1.97,-2.96,-0.62,-3.03,NONE,NONE
ENSG00000076984,1.48,1.65,1.73,3.29,3.02,NONE,NONE
ENSG00000169019,-1.53,-1.32,-0.87,-0.29,-3.02,NONE,NONE
ENSG00000109906,1.37,1.61,1.13,1.44,3.02,UP,UP
ENSG00000112294,-3.04,-2.6,-2.73,-2.89,-3.02,NONE,NONE
ENSG00000127445,-0.76,-1.29,-2.06,-0.79,-3.02,NONE,NONE
ENSG00000136908,-0.87,-2.23,-0.71,0.01,-3.02,NONE,NONE
ENSG00000145725,-2.12,-0.88,-1.33,-0.84,-3.02,NONE,NONE
ENSG00000240583,1.85,1.32,5.26,0.84,3.02,NONE,UP
ENSG00000174109,-2.04,-1.88,-2.97,-2.73,-3.02,NONE,NONE
ENSG00000108433,-1.62,-1.65,-2.23,-1.85,-3.02,NONE,NONE
ENSG00000165626,1.33,3.76,1.95,0.89,3.02,NONE,UP
ENSG00000136541,1.45,2.56,4.03,0.41,3.02,NONE,NONE
ENSG00000204209,3.37,1,3.7,1.29,3.02,NONE,NONE
ENSG00000131966,-1.64,-1.47,-1.81,-1.45,-3.02,NONE,NONE
ENSG00000196187,1.3,1.51,2.26,-0.06,3.02,NONE,NONE
ENSG00000248124,-2.24,-1.31,-2.39,-2.17,-3.02,NONE,DOWN
ENSG00000058668,0.21,2.03,0.67,0.16,3.01,UP,UP
ENSG00000145349,-1.04,-1.16,-1.48,-1.96,-3.01,NONE,NONE
ENSG00000249471,-1.76,-1.35,-1.32,-2.27,-3.01,NONE,NONE
ENSG00000136267,-0.8,-1.37,-1.87,-0.31,-3.01,NONE,DOWN
ENSG00000172380,0.78,1.7,2.86,0.44,3.01,UP,UP
ENSG00000167565,0.31,0.84,0.89,0.95,3.01,NONE,NONE
ENSG00000076248,0.32,1.33,0.76,0.41,3.01,NONE,UP
ENSG00000101222,-0.99,-1.45,-2.41,-0.72,-3.01,UP,DOWN
ENSG00000105227,1.17,1.78,2.95,1.1,3.01,NONE,UP
ENSG00000105397,1.01,1.6,0.69,2.01,3.01,NONE,NONE
ENSG00000173013,-0.56,-1.82,-1.24,-0.1,-3.01,NONE,NONE
ENSG00000169740,1.88,2.46,1.48,3.99,3,NONE,NONE
ENSG00000168350,-0.15,-1.3,-0.71,-0.79,-3,NONE,NONE
ENSG00000188385,0.37,1.99,0.49,-0.02,3,UP,NONE
ENSG00000076716,1.68,2.32,2.3,0.72,3,UP,UP
ENSG00000168824,-0.68,-1.05,-1.32,-1.09,-3,UP,NONE
ENSG00000163818,-1.17,-0.85,-1.76,-1.06,-3,NONE,NONE
ENSG00000186575,1.71,2.9,0.77,3.33,3,NONE,NONE
ENSG00000101546,-1.39,-2.77,-1.61,-1.07,-2.99,NONE,DOWN
ENSG00000145423,1.06,0.94,2.12,3.08,2.99,NONE,UP
ENSG00000175482,-0.98,-2.36,-0.18,-1.19,-2.99,NONE,NONE
ENSG00000197457,-0.49,-1.97,-1.76,-1.03,-2.99,NONE,NONE
ENSG00000128581,-1.31,-1.56,-1.31,-0.76,-2.99,NONE,NONE
ENSG00000172339,-2.13,-3.99,-1.11,-0.96,-2.99,NONE,NONE
ENSG00000198743,1.62,2.69,1.34,1.45,2.99,UP,UP
ENSG00000073536,-0.53,-1.42,-0.66,-0.19,-2.99,NONE,NONE
ENSG00000242252,-0.65,-2.82,-0.56,-1.54,-2.99,NA,NA
ENSG00000181274,1.98,2.13,1.68,2.45,2.99,UP,NONE
ENSG00000136531,-0.98,-1.04,-2.8,-0.03,-2.99,NONE,DOWN
ENSG00000168397,0.81,1.35,0.06,0.75,2.98,NONE,NONE
ENSG00000101846,-0.48,-1.56,-2.51,-0.23,-2.98,NONE,DOWN
ENSG00000131652,2.46,1,0.99,3.59,2.98,NONE,NONE
ENSG00000111666,1.15,1.48,2.64,1.05,2.98,NONE,UP
ENSG00000163605,2.04,2.12,3.43,2.56,2.98,NONE,NONE
ENSG00000178209,2.34,1.54,2.01,0.82,2.98,NONE,UP
ENSG00000102119,-2.68,-2.55,-2.85,-2.71,-2.97,NONE,NONE
ENSG00000172943,0.54,2,1.51,0.3,2.97,NONE,NONE
ENSG00000196576,2.23,1.14,2.28,2.04,2.97,NONE,UP
ENSG00000204386,-1.7,-1.85,-2.45,-2.39,-2.97,NONE,NONE
ENSG00000172375,-1.53,-1.74,-2.98,-0.89,-2.97,NONE,NONE
ENSG00000163815,-0.9,-1.27,-0.75,-2.28,-2.97,NONE,NONE
ENSG00000150768,-1.12,-1.21,-0.94,-0.97,-2.97,NONE,NONE
ENSG00000124942,0.69,1.86,2.61,0.26,2.97,UP,UP
ENSG00000099910,-0.28,-2.43,-1.64,-0.49,-2.97,DOWN,NONE
ENSG00000132510,1.26,0.97,1.67,0.63,2.97,NONE,NONE
ENSG00000144909,0.36,1.05,1,0.56,2.97,NONE,UP
ENSG00000100425,0.52,2.13,0.73,0.49,2.96,NONE,NONE
ENSG00000145428,-0.57,-1.32,-1.86,-0.18,-2.96,NONE,DOWN
ENSG00000151692,0.8,2.13,1.47,0.11,2.96,NONE,NONE
ENSG00000128641,-1.17,-0.56,-0.91,-0.14,-2.96,NONE,NONE
ENSG00000099341,-1.31,-0.48,-2.62,-1.8,-2.96,NONE,NONE
ENSG00000120738,-1.33,-1.58,-2.18,-2.5,-2.96,NONE,DOWN
ENSG00000175182,-0.89,-1.96,-1.97,-1.2,-2.96,DOWN,DOWN
ENSG00000113758,1.41,1.99,1.15,1.87,2.96,NONE,NONE
ENSG00000168994,0.65,1.21,1.45,0.5,2.96,UP,UP
ENSG00000181929,-1.45,-2.06,-1.9,-0.11,-2.95,NONE,NONE
ENSG00000159592,0.7,1.96,2.71,0.52,2.95,NONE,NONE
ENSG00000144559,-0.18,-1.77,-0.6,-0.7,-2.95,NONE,NONE
ENSG00000204071,-0.43,-2.05,-1.87,-0.33,-2.95,NONE,DOWN
ENSG00000183020,-0.9,-1.85,-1.73,-0.79,-2.95,NONE,NONE
ENSG00000072954,-0.68,-1.76,-0.43,-0.69,-2.95,NONE,NONE
ENSG00000007237,-0.95,-1.71,-1.88,-1.04,-2.95,NONE,DOWN
ENSG00000080603,3.08,2.18,3.6,2.05,2.95,NONE,NONE
ENSG00000168056,3.34,1.02,5.01,2.44,2.95,NONE,NONE
ENSG00000167978,1.71,2.07,1.25,0.68,2.94,NONE,NONE
ENSG00000132434,-0.01,-2.11,-0.52,-0.28,-2.94,NONE,NONE
ENSG00000132664,-2.23,-1.6,-2.46,-0.44,-2.94,NONE,NONE
ENSG00000147684,0.69,2.08,0.53,1.08,2.94,NONE,NONE
ENSG00000100908,-1.48,-1.98,-4.12,-0.61,-2.94,NONE,DOWN
ENSG00000104884,-0.67,-2.75,-1.47,-0.29,-2.94,NONE,NONE
ENSG00000068366,-1.36,-1.09,-2.19,-1.15,-2.94,NONE,DOWN
ENSG00000168591,-1.54,-3.29,-1.41,-0.43,-2.94,NONE,NONE
ENSG00000125386,1.15,1.88,0.46,1.18,2.94,NONE,NONE
ENSG00000081181,0.4,3.48,0.03,0.49,2.94,NONE,NONE
ENSG00000105568,-0.88,-2.18,-2.1,-0.59,-2.94,NONE,NONE
ENSG00000162065,-2.38,-2.7,-3.34,-2.83,-2.94,NONE,NONE
ENSG00000172809,0.81,1.99,0.07,0.77,2.94,NONE,NONE
ENSG00000092969,1.5,1.42,2.93,1.04,2.94,UP,UP
ENSG00000247556,-2.24,-2.45,-1.53,-1.37,-2.93,NONE,DOWN
ENSG00000173801,2.49,2.99,3.59,0.81,2.93,NONE,NONE
ENSG00000064763,-2.62,-1.27,-3.4,-0.94,-2.93,NONE,NONE
ENSG00000140945,-1.01,-1.29,-2.57,-0.66,-2.93,NONE,DOWN
ENSG00000140543,-1.46,-0.63,-4.08,-1.61,-2.93,NONE,NONE
ENSG00000156639,0.9,1.49,2.37,0.31,2.93,NONE,UP
ENSG00000092929,-0.55,-3.11,-0.03,-1.58,-2.92,NONE,NONE
ENSG00000178531,-0.38,-2.85,-1.67,-1.02,-2.92,NONE,NONE
ENSG00000184164,-3.04,-2.33,-2.84,-5.58,-2.92,NONE,NONE
ENSG00000048544,-0.16,-2.09,-1.25,0.06,-2.92,NONE,NONE
ENSG00000169062,0.77,0.8,1.51,0.95,2.92,NONE,NONE
ENSG00000152932,-0.62,-1.34,-2.54,-0.88,-2.92,NONE,DOWN
ENSG00000170537,2.6,2.38,3.48,0.22,2.92,DOWN,NONE
ENSG00000114790,1.11,0.65,1.78,1,2.92,NONE,UP
ENSG00000173207,0.58,1.35,1.54,0.2,2.92,NONE,UP
ENSG00000125746,1.34,3.11,1.81,0.56,2.91,NONE,NONE
ENSG00000117280,1.84,1.86,3.6,0.38,2.91,UP,UP
ENSG00000087299,-1.29,-1.31,-1.04,-2.61,-2.91,NONE,NONE
ENSG00000234420,-0.53,-0.67,-0.38,-1.75,-2.91,NONE,DOWN
ENSG00000216863,-1.94,-1.67,-3.3,-0.44,-2.91,NONE,DOWN
ENSG00000163738,-0.01,1.45,0.06,1.37,2.91,NONE,NONE
ENSG00000140577,0.97,2.83,2.41,0.15,2.91,NONE,NONE
ENSG00000006625,-0.96,-1.19,-2.05,-0.57,-2.91,DOWN,NONE
ENSG00000114686,-1.35,-1.49,-1.32,-1.81,-2.91,NONE,NONE
ENSG00000124191,-1.84,-1.48,-4.23,-0.25,-2.91,NONE,DOWN
ENSG00000273045,-0.77,-1.99,-1.5,-1.66,-2.91,NONE,DOWN
ENSG00000153896,1.18,1.47,2.49,0.12,2.91,NONE,NONE
ENSG00000162601,-1.43,-1.5,-1.65,-0.96,-2.9,NONE,NONE
ENSG00000156097,-0.34,-0.94,-2.12,-0.83,-2.9,NONE,DOWN
ENSG00000259030,-2.58,-2.38,-3,-1.15,-2.9,NA,NA
ENSG00000139438,2.66,1.21,4.8,1.36,2.9,NONE,NONE
ENSG00000112139,3.47,1.38,2.96,2.03,2.9,NONE,UP
ENSG00000124523,-1.7,-1.46,-1.75,-1.87,-2.9,NONE,NONE
ENSG00000163249,-0.58,-0.26,-1.84,-2.29,-2.9,NONE,NONE
ENSG00000121350,-1.25,-0.91,-0.44,-2.03,-2.9,NONE,NONE
ENSG00000130684,-1.2,-2.69,-1.34,-2.1,-2.9,DOWN,DOWN
ENSG00000164180,-1.39,-2.53,-1.2,-1.54,-2.9,NONE,NONE
ENSG00000127666,1.09,2.42,0.58,0.67,2.89,NONE,UP
ENSG00000024422,0.42,2.2,1.79,0.38,2.89,NONE,UP
ENSG00000179388,-1.47,-1.57,-2.36,-1.57,-2.89,NONE,NONE
ENSG00000131885,-1.67,-1.47,-3.42,-1.65,-2.89,NONE,DOWN
ENSG00000137409,-0.38,-1.45,-1,-1.47,-2.89,NONE,NONE
ENSG00000158604,-2.08,-3.45,-0.6,-1.84,-2.89,NONE,NONE
ENSG00000050165,1.24,2.32,2.47,0.79,2.89,NONE,UP
ENSG00000172037,1.41,1.87,2.18,1.5,2.89,UP,UP
ENSG00000069966,-1.57,-1.22,-2.04,-0.09,-2.89,NONE,DOWN
ENSG00000179912,-0.93,-1.7,-2.46,-0.57,-2.89,DOWN,DOWN
ENSG00000137713,0.66,0.78,2.56,0.35,2.89,NONE,NONE
ENSG00000214226,0.86,2.19,0.61,3.83,2.89,NONE,NONE
ENSG00000065150,-1.39,-1.84,-0.88,-2.11,-2.89,NONE,NONE
ENSG00000003147,-2.29,-1.36,-3.58,-0.85,-2.88,DOWN,DOWN
ENSG00000157191,0.89,1.32,2.41,1.1,2.88,NONE,NONE
ENSG00000185920,0.55,1.07,1.61,0.34,2.88,NONE,UP
ENSG00000172831,-1.39,-2.98,-2.16,-0.55,-2.88,NONE,DOWN
ENSG00000136720,2.28,1.54,1.21,2.21,2.88,NONE,NONE
ENSG00000138193,2.75,3.03,3.34,1.9,2.88,NONE,UP
ENSG00000151789,-0.99,-1.34,-2.52,0.03,-2.88,NONE,DOWN
ENSG00000121578,0.38,0.72,0.06,1.01,2.88,NONE,NONE
ENSG00000092208,-1.08,-1.49,-0.96,-1.25,-2.88,NONE,NONE
ENSG00000182253,2.03,2.64,4.59,1.35,2.88,NONE,UP
ENSG00000165821,3.63,1.43,4.27,2.04,2.88,NONE,UP
ENSG00000105197,-0.43,-2.09,-2.79,-0.14,-2.88,NONE,NONE
ENSG00000112308,-1.01,-2.32,-0.26,-1.78,-2.88,NONE,NONE
ENSG00000184076,-3.98,-0.68,-3.08,-0.57,-2.88,NONE,NONE
ENSG00000158008,-0.61,-2.15,-2.56,-1.06,-2.87,NONE,DOWN
ENSG00000136750,-1.66,-1.59,-2.96,-0.5,-2.87,NONE,DOWN
ENSG00000186377,-2.33,-1.12,-3.81,-1.18,-2.87,DOWN,DOWN
ENSG00000103404,0.79,3.71,0.97,0.64,2.87,UP,NONE
ENSG00000172201,0.94,1.22,1.73,1.26,2.87,NONE,UP
ENSG00000175455,-2.42,-1.24,-1.47,-3.05,-2.87,NONE,NONE
ENSG00000205250,1.46,3.07,1.15,1.15,2.87,NONE,NONE
ENSG00000075303,-2.01,-0.85,-1.66,-3.12,-2.87,NONE,NONE
ENSG00000013583,0.37,2.07,1.38,0.43,2.87,NONE,NONE
ENSG00000126804,0.72,2.61,2.98,0,2.87,UP,NONE
ENSG00000075539,1.41,1.41,2.05,1.38,2.87,NONE,UP
ENSG00000197226,1.07,3.76,1.42,0.24,2.86,NONE,NONE
ENSG00000101224,1.74,2.03,0.72,1.7,2.86,NONE,NONE
ENSG00000101276,0.33,1.68,0.97,0.68,2.86,UP,UP
ENSG00000087903,0.56,1.7,0.95,0.48,2.86,NONE,UP
ENSG00000152467,-1.04,-2.35,-2.88,-0.7,-2.86,NONE,DOWN
ENSG00000111596,0.6,1.59,0.79,1.5,2.86,NONE,NONE
ENSG00000011114,1.15,1.68,3.01,2.22,2.86,NONE,NONE
ENSG00000161980,-0.99,-2.39,-2.72,-0.74,-2.86,NONE,NONE
ENSG00000164733,-1.31,-2.29,-0.42,-1.58,-2.86,NONE,NONE
ENSG00000272047,-0.46,-1.96,-1.05,-0.19,-2.86,DOWN,DOWN
ENSG00000205542,-2.31,-2.11,-1.57,-2.47,-2.86,NONE,DOWN
ENSG00000154764,2.19,0.96,1.66,1.57,2.85,NONE,NONE
ENSG00000167555,-0.57,-2.97,-0.47,-1.99,-2.85,NONE,NONE
ENSG00000143303,1.26,1.49,1.41,2.62,2.85,NONE,NONE
ENSG00000167699,-2.65,-2.01,-3.69,-1.98,-2.85,NONE,NONE
ENSG00000087087,2.02,1.18,2.35,2.61,2.85,NONE,NONE
ENSG00000022355,-0.94,-1.16,-2.98,-0.24,-2.85,NONE,DOWN
ENSG00000165832,-1.76,-0.81,-2.29,-2.39,-2.85,NONE,NONE
ENSG00000172733,1.4,2.14,1.05,2.26,2.85,DOWN,UP
ENSG00000163875,-1.68,-1.21,-2.01,-1.99,-2.84,NONE,NONE
ENSG00000185090,-0.29,-1.54,-1.97,-0.1,-2.84,NONE,NONE
ENSG00000173230,1.42,1.92,1.99,2.26,2.84,UP,NONE
ENSG00000130702,0.41,1.16,1.07,1.47,2.84,NONE,UP
ENSG00000104067,1.1,1.82,4.03,0.32,2.84,NONE,UP
ENSG00000012174,-2.35,-1.06,-1.39,-2.25,-2.84,NONE,DOWN
ENSG00000164066,-3.04,-3.42,-3.2,-3.9,-2.84,DOWN,NONE
ENSG00000180182,-1.28,-1,-1.53,-3.06,-2.84,NONE,NONE
ENSG00000103175,0.66,1.51,-0.5,0.5,2.84,NONE,NONE
ENSG00000264522,1.48,2.07,4.85,0.52,2.84,NONE,NONE
ENSG00000206145,-0.91,-1.04,-1.11,-0.08,-2.84,NONE,NONE
ENSG00000145506,-0.71,-1.81,-2.85,-2,-2.84,NONE,NONE
ENSG00000162517,-0.41,-1.66,-2.13,0.07,-2.84,NONE,NONE
ENSG00000173141,-1.99,-1.56,-3.39,-0.35,-2.84,NONE,NONE
ENSG00000232956,-2.1,-2.68,-1.66,-0.64,-2.84,NONE,NONE
ENSG00000100979,0.87,0.88,1.25,0.36,2.84,NONE,UP
ENSG00000163793,-1.07,-2.19,-2.93,-0.53,-2.84,NONE,DOWN
ENSG00000100836,1.07,1.26,0.35,1.72,2.84,NONE,NONE
ENSG00000275835,-0.99,-2.26,-1.35,-1.48,-2.83,DOWN,DOWN
ENSG00000198546,0.96,1.59,0.47,2.55,2.83,NONE,NONE
ENSG00000108947,-1.27,-1.28,-1.83,-1.1,-2.83,NONE,NONE
ENSG00000108055,1.44,2.05,3.69,1.5,2.83,UP,NONE
ENSG00000165338,-2.22,-0.93,-1.1,-1.29,-2.83,NONE,NONE
ENSG00000132196,0.12,1.58,0.84,-0.2,2.83,NONE,NONE
ENSG00000112146,-0.8,-1.58,-0.87,-0.88,-2.83,NONE,DOWN
ENSG00000055208,0.89,2.02,3.41,0.11,2.83,UP,UP
ENSG00000064687,1.03,1.93,0.43,2.32,2.83,NONE,NONE
ENSG00000102760,1.4,1.28,1.52,0.08,2.83,NONE,UP
ENSG00000168280,0.99,3.93,1.48,0.33,2.83,NONE,NONE
ENSG00000148498,1.12,1.01,1.74,2.13,2.83,NONE,UP
ENSG00000103249,2.2,1.03,1.65,2.62,2.83,NONE,NONE
ENSG00000169105,1.62,1.08,2.12,1.31,2.83,NONE,UP
ENSG00000088888,0.86,1.13,2.93,0.05,2.82,NONE,NONE
ENSG00000275023,0.75,0.79,1.51,0.23,2.82,NONE,NONE
ENSG00000137497,1.07,1.09,1.38,2.03,2.82,NONE,NONE
ENSG00000163923,-1.14,-1.04,-1.26,-2.56,-2.82,NONE,NONE
ENSG00000112186,-1.59,-1.75,-2.87,-1.33,-2.81,NONE,DOWN
ENSG00000122986,1.39,1.37,2.29,1.79,2.81,NONE,UP
ENSG00000162188,-1.44,-1.45,-4.43,-0.6,-2.81,NONE,DOWN
ENSG00000172348,-0.82,-0.65,-2.54,-0.87,-2.81,NONE,DOWN
ENSG00000110047,0.73,1.51,1.66,0.34,2.81,NONE,NONE
ENSG00000060718,1.91,3.41,0.63,2.82,2.81,NONE,NONE
ENSG00000143545,1.34,1.31,2.26,1.49,2.81,NONE,UP
ENSG00000132485,-1.89,-1.42,-0.8,-1.62,-2.81,NONE,NONE
ENSG00000133641,-2.27,-1.53,-1.34,-0.28,-2.81,NONE,NONE
ENSG00000127564,-0.72,-1.12,-1.37,-1.1,-2.8,UP,DOWN
ENSG00000260549,0.72,2.27,1.55,1.4,2.8,UP,UP
ENSG00000163596,-2.05,-2.75,-1.56,-0.65,-2.8,DOWN,DOWN
ENSG00000167536,0.58,0.56,0.07,1.6,2.8,NONE,NONE
ENSG00000121905,-0.81,-2.24,-2.95,-1.02,-2.8,NONE,NONE
ENSG00000170775,1.91,1.75,5.11,0.19,2.8,NONE,UP
ENSG00000137710,1.25,1.79,3.51,1.22,2.8,NONE,NONE
ENSG00000213424,-1.2,-1.45,-2.16,-1.38,-2.8,NONE,DOWN
ENSG00000113100,-2.88,-2.26,-4.25,-0.56,-2.8,NONE,DOWN
ENSG00000131373,-1.43,-0.89,-2.38,-0.32,-2.8,NONE,DOWN
ENSG00000082146,0.6,2.81,0.29,1.35,2.8,DOWN,NONE
ENSG00000181444,1.66,1.43,0.83,2.35,2.8,NONE,NONE
ENSG00000184486,2.2,1.12,3.21,1.34,2.8,NONE,UP
ENSG00000188730,-0.72,-1.73,-1.11,-0.91,-2.79,NONE,DOWN
ENSG00000171951,-0.99,-1.4,-1.84,-1.47,-2.79,DOWN,DOWN
ENSG00000138134,-1.5,-0.69,-1.54,-2.16,-2.79,NONE,NONE
ENSG00000131067,-1.42,-0.79,-2.55,-2.17,-2.79,NONE,NONE
ENSG00000141485,1.46,1.47,1.04,0.67,2.79,NONE,NONE
ENSG00000131899,1.98,1.65,4.3,0.16,2.79,NONE,NONE
ENSG00000005893,1.56,2.02,5.71,0.12,2.79,NONE,UP
ENSG00000102385,-1.35,-0.97,-4.92,-0.65,-2.79,NONE,DOWN
ENSG00000175787,-1.19,-2.56,-3.09,-0.84,-2.79,NONE,DOWN
ENSG00000125814,-1.2,-1.12,-2.3,-0.58,-2.79,NONE,DOWN
ENSG00000180089,-0.81,-1.81,-1.56,-0.97,-2.78,NONE,NONE
ENSG00000114054,-1.22,-1.22,-0.77,-3.31,-2.78,NONE,NONE
ENSG00000131446,1,1.87,3.2,0.27,2.78,NONE,NONE
ENSG00000169715,1.14,1.09,2.02,2.98,2.78,NONE,UP
