node1_eid,node2_eid,score
ENSG00000198400,ENSG00000168610,0.731370848343631
ENSG00000168610,ENSG00000152256,0.731370848343631
ENSG00000168610,ENSG00000139687,0.731370848343631
ENSG00000188906,ENSG00000145335,0.717762786906363
ENSG00000232810,ENSG00000168610,0.717762786906363
ENSG00000141510,ENSG00000168610,0.717762786906363
ENSG00000105655,ENSG00000232810,0.717762786906363
ENSG00000162711,ENSG00000141867,0.717762786906363
ENSG00000050748,ENSG00000148660,0.717762786906363
ENSG00000105974,ENSG00000168610,0.717762786906363
ENSG00000181072,ENSG00000169429,0.717762786906363
ENSG00000232810,ENSG00000118432,0.717762786906363
ENSG00000114166,ENSG00000198561,0.717762786906363
ENSG00000167657,ENSG00000168610,0.717762786906363
ENSG00000142192,ENSG00000204305,0.717762786906363
ENSG00000096717,ENSG00000134001,0.717762786906363
ENSG00000091831,ENSG00000168610,0.717762786906363
ENSG00000116688,ENSG00000091831,0.717762786906363
ENSG00000168610,ENSG00000106462,0.717762786906363
ENSG00000154727,ENSG00000100292,0.717762786906363
ENSG00000176884,ENSG00000168610,0.717762786906363
ENSG00000166825,ENSG00000168610,0.717762786906363
ENSG00000197122,ENSG00000100292,0.717762786906363
ENSG00000100292,ENSG00000168610,0.717762786906363
ENSG00000111537,ENSG00000100292,0.717762786906363
ENSG00000100292,ENSG00000134259,0.717762786906363
ENSG00000185122,ENSG00000105655,0.717762786906363
ENSG00000111537,ENSG00000168610,0.717762786906363
ENSG00000166313,ENSG00000142192,0.717762786906363
ENSG00000125538,ENSG00000171206,0.717762786906363
ENSG00000136244,ENSG00000168610,0.717762786906363
ENSG00000168610,ENSG00000136244,0.717762786906363
ENSG00000168610,ENSG00000129351,0.717762786906363
ENSG00000168610,ENSG00000254647,0.717762786906363
ENSG00000130203,ENSG00000142192,0.717762786906363
ENSG00000130203,ENSG00000142192,0.717762786906363
ENSG00000130203,ENSG00000142192,0.717762786906363
ENSG00000176697,ENSG00000142192,0.717762786906363
ENSG00000142192,ENSG00000135250,0.717762786906363
ENSG00000112561,ENSG00000142192,0.717762786906363
ENSG00000232810,ENSG00000142192,0.717762786906363
ENSG00000094631,ENSG00000142192,0.717762786906363
ENSG00000142192,ENSG00000115020,0.717762786906363
ENSG00000142192,ENSG00000132535,0.717762786906363
ENSG00000091831,ENSG00000142192,0.717762786906363
ENSG00000142192,ENSG00000004478,0.717762786906363
ENSG00000142192,ENSG00000273079,0.717762786906363
ENSG00000030582,ENSG00000142192,0.717762786906363
ENSG00000111537,ENSG00000142192,0.717762786906363
ENSG00000113520,ENSG00000142192,0.717762786906363
ENSG00000254647,ENSG00000142192,0.717762786906363
ENSG00000142192,ENSG00000062725,0.717762786906363
ENSG00000186868,ENSG00000142192,0.717762786906363
ENSG00000186868,ENSG00000142192,0.717762786906363
ENSG00000186868,ENSG00000142192,0.717762786906363
ENSG00000142192,ENSG00000186868,0.717762786906363
ENSG00000186868,ENSG00000142192,0.717762786906363
ENSG00000108179,ENSG00000142192,0.717762786906363
ENSG00000186318,ENSG00000142192,0.717762786906363
ENSG00000187531,ENSG00000169083,0.717762786906363
ENSG00000112062,ENSG00000105655,0.717762786906363
ENSG00000107643,ENSG00000120948,0.717762786906363
ENSG00000188906,ENSG00000186868,0.717762786906363
ENSG00000115415,ENSG00000168610,0.70314582987407
ENSG00000108465,ENSG00000168610,0.70314582987407
ENSG00000284190,ENSG00000168610,0.70314582987407
ENSG00000141867,ENSG00000181092,0.70314582987407
ENSG00000198563,ENSG00000186416,0.70314582987407
ENSG00000137642,ENSG00000142192,0.70314582987407
ENSG00000172350,ENSG00000142192,0.70314582987407
ENSG00000142192,ENSG00000168209,0.70314582987407
ENSG00000198561,ENSG00000142192,0.70314582987407
ENSG00000263761,ENSG00000142192,0.70314582987407
ENSG00000142192,ENSG00000119912,0.70314582987407
ENSG00000184702,ENSG00000142192,0.70314582987407
ENSG00000154229,ENSG00000110786,0.70314582987407
ENSG00000204713,ENSG00000168610,0.70314582987407
ENSG00000168610,ENSG00000164362,0.687358313567653
ENSG00000162711,ENSG00000168610,0.687358313567653
ENSG00000168610,ENSG00000162711,0.687358313567653
ENSG00000168610,ENSG00000186416,0.687358313567653
ENSG00000168610,ENSG00000186416,0.687358313567653
ENSG00000207816,ENSG00000168610,0.687358313567653
ENSG00000207816,ENSG00000168610,0.687358313567653
ENSG00000284190,ENSG00000168610,0.687358313567653
ENSG00000103266,ENSG00000188906,0.687358313567653
ENSG00000136231,ENSG00000141510,0.687358313567653
ENSG00000179873,ENSG00000175104,0.687358313567653
ENSG00000105229,ENSG00000096717,0.687358313567653
ENSG00000171206,ENSG00000186416,0.687358313567653
ENSG00000105655,ENSG00000153944,0.687358313567653
ENSG00000167371,ENSG00000105655,0.687358313567653
ENSG00000188906,ENSG00000159200,0.687358313567653
ENSG00000142192,ENSG00000204305,0.687358313567653
ENSG00000130741,ENSG00000133216,0.687358313567653
ENSG00000188906,ENSG00000091831,0.687358313567653
ENSG00000188906,ENSG00000177628,0.687358313567653
ENSG00000121764,ENSG00000100292,0.687358313567653
ENSG00000112561,ENSG00000100292,0.687358313567653
ENSG00000232810,ENSG00000100292,0.687358313567653
ENSG00000096717,ENSG00000100292,0.687358313567653
ENSG00000100292,ENSG00000119630,0.687358313567653
ENSG00000096968,ENSG00000172977,0.687358313567653
ENSG00000182718,ENSG00000168610,0.687358313567653
ENSG00000168610,ENSG00000197919,0.687358313567653
ENSG00000142192,ENSG00000164111,0.687358313567653
ENSG00000168610,ENSG00000111537,0.687358313567653
ENSG00000111537,ENSG00000105655,0.687358313567653
ENSG00000100823,ENSG00000168610,0.687358313567653
ENSG00000188906,ENSG00000125538,0.687358313567653
ENSG00000105655,ENSG00000125538,0.687358313567653
ENSG00000168610,ENSG00000169429,0.687358313567653
ENSG00000168610,ENSG00000131203,0.687358313567653
ENSG00000105655,ENSG00000254647,0.687358313567653
ENSG00000142192,ENSG00000130203,0.687358313567653
ENSG00000108691,ENSG00000142192,0.687358313567653
ENSG00000115415,ENSG00000142192,0.687358313567653
ENSG00000198650,ENSG00000142192,0.687358313567653
ENSG00000142192,ENSG00000170348,0.687358313567653
ENSG00000040608,ENSG00000142192,0.687358313567653
ENSG00000040608,ENSG00000142192,0.687358313567653
ENSG00000099991,ENSG00000142192,0.687358313567653
ENSG00000142192,ENSG00000196730,0.687358313567653
ENSG00000142192,ENSG00000124721,0.687358313567653
ENSG00000142192,ENSG00000133216,0.687358313567653
ENSG00000155511,ENSG00000142192,0.687358313567653
ENSG00000125538,ENSG00000142192,0.687358313567653
ENSG00000136244,ENSG00000142192,0.687358313567653
ENSG00000254647,ENSG00000142192,0.687358313567653
ENSG00000254647,ENSG00000142192,0.687358313567653
ENSG00000254647,ENSG00000142192,0.687358313567653
ENSG00000254647,ENSG00000142192,0.687358313567653
ENSG00000131981,ENSG00000142192,0.687358313567653
ENSG00000123384,ENSG00000142192,0.687358313567653
ENSG00000107643,ENSG00000142192,0.687358313567653
ENSG00000142192,ENSG00000186868,0.687358313567653
ENSG00000186868,ENSG00000142192,0.687358313567653
ENSG00000134259,ENSG00000142192,0.687358313567653
ENSG00000142192,ENSG00000186318,0.687358313567653
ENSG00000186318,ENSG00000142192,0.687358313567653
ENSG00000186318,ENSG00000142192,0.687358313567653
ENSG00000142192,ENSG00000186318,0.687358313567653
ENSG00000080815,ENSG00000142192,0.687358313567653
ENSG00000142192,ENSG00000114200,0.687358313567653
ENSG00000142192,ENSG00000189056,0.687358313567653
ENSG00000134259,ENSG00000106366,0.687358313567653
ENSG00000148053,ENSG00000168610,0.687358313567653
ENSG00000096717,ENSG00000147162,0.687358313567653
ENSG00000096717,ENSG00000106366,0.687358313567653
ENSG00000101200,ENSG00000168610,0.687358313567653
ENSG00000132356,ENSG00000168610,0.687358313567653
ENSG00000171862,ENSG00000180176,0.687358313567653
ENSG00000188906,ENSG00000169398,0.687358313567653
ENSG00000081237,ENSG00000168610,0.687358313567653
ENSG00000168610,ENSG00000124216,0.670196306271868
ENSG00000168610,ENSG00000028137,0.670196306271868
ENSG00000163794,ENSG00000168610,0.670196306271868
ENSG00000168610,ENSG00000140718,0.670196306271868
ENSG00000284190,ENSG00000168610,0.670196306271868
ENSG00000168610,ENSG00000207741,0.670196306271868
ENSG00000096717,ENSG00000180176,0.670196306271868
ENSG00000168610,ENSG00000110092,0.670196306271868
ENSG00000010610,ENSG00000153563,0.670196306271868
ENSG00000010610,ENSG00000172116,0.670196306271868
ENSG00000010610,ENSG00000254126,0.670196306271868
ENSG00000114166,ENSG00000124762,0.670196306271868
ENSG00000135144,ENSG00000003402,0.670196306271868
ENSG00000132326,ENSG00000197408,0.670196306271868
ENSG00000168610,ENSG00000204580,0.670196306271868
ENSG00000100292,ENSG00000138798,0.670196306271868
ENSG00000162458,ENSG00000146648,0.670196306271868
ENSG00000102119,ENSG00000168610,0.670196306271868
ENSG00000091831,ENSG00000198742,0.670196306271868
ENSG00000154727,ENSG00000125166,0.670196306271868
ENSG00000071054,ENSG00000115263,0.670196306271868
ENSG00000100292,ENSG00000100644,0.670196306271868
ENSG00000105229,ENSG00000254647,0.670196306271868
ENSG00000108576,ENSG00000142192,0.670196306271868
ENSG00000142192,ENSG00000137672,0.670196306271868
ENSG00000142192,ENSG00000109756,0.670196306271868
ENSG00000144366,ENSG00000142192,0.670196306271868
ENSG00000120885,ENSG00000142192,0.670196306271868
ENSG00000096968,ENSG00000142192,0.670196306271868
ENSG00000168610,ENSG00000198910,0.670196306271868
ENSG00000188906,ENSG00000167461,0.670196306271868
ENSG00000277632,ENSG00000087245,0.670196306271868
ENSG00000187531,ENSG00000149311,0.670196306271868
ENSG00000147162,ENSG00000050628,0.670196306271868
ENSG00000189056,ENSG00000110786,0.670196306271868
ENSG00000127870,ENSG00000168610,0.651397454239457
ENSG00000176697,ENSG00000168610,0.651397454239457
ENSG00000177807,ENSG00000176697,0.651397454239457
ENSG00000141510,ENSG00000174444,0.651397454239457
ENSG00000242252,ENSG00000168610,0.651397454239457
ENSG00000168610,ENSG00000068903,0.651397454239457
ENSG00000050748,ENSG00000157764,0.651397454239457
ENSG00000188906,ENSG00000145335,0.651397454239457
ENSG00000188906,ENSG00000145335,0.651397454239457
ENSG00000188906,ENSG00000145335,0.651397454239457
ENSG00000188906,ENSG00000145335,0.651397454239457
ENSG00000115415,ENSG00000168610,0.651397454239457
ENSG00000160182,ENSG00000168610,0.651397454239457
ENSG00000136869,ENSG00000168610,0.651397454239457
ENSG00000168610,ENSG00000232810,0.651397454239457
ENSG00000232810,ENSG00000168610,0.651397454239457
ENSG00000232810,ENSG00000168610,0.651397454239457
ENSG00000232810,ENSG00000168610,0.651397454239457
ENSG00000232810,ENSG00000168610,0.651397454239457
ENSG00000168610,ENSG00000147050,0.651397454239457
ENSG00000168610,ENSG00000186416,0.651397454239457
ENSG00000127663,ENSG00000168610,0.651397454239457
ENSG00000199165,ENSG00000168610,0.651397454239457
ENSG00000207816,ENSG00000168610,0.651397454239457
ENSG00000207816,ENSG00000168610,0.651397454239457
ENSG00000168610,ENSG00000207971,0.651397454239457
ENSG00000100109,ENSG00000232810,0.651397454239457
ENSG00000094631,ENSG00000105655,0.651397454239457
ENSG00000158828,ENSG00000188906,0.651397454239457
ENSG00000198742,ENSG00000073712,0.651397454239457
ENSG00000010610,ENSG00000232810,0.651397454239457
ENSG00000153563,ENSG00000010610,0.651397454239457
ENSG00000172116,ENSG00000010610,0.651397454239457
ENSG00000254126,ENSG00000010610,0.651397454239457
ENSG00000010610,ENSG00000109471,0.651397454239457
ENSG00000168610,ENSG00000164885,0.651397454239457
ENSG00000124762,ENSG00000100292,0.651397454239457
ENSG00000109046,ENSG00000188906,0.651397454239457
ENSG00000188906,ENSG00000186416,0.651397454239457
ENSG00000168040,ENSG00000003402,0.651397454239457
ENSG00000118432,ENSG00000254647,0.651397454239457
ENSG00000113712,ENSG00000188906,0.651397454239457
ENSG00000108854,ENSG00000143799,0.651397454239457
ENSG00000142192,ENSG00000204305,0.651397454239457
ENSG00000087245,ENSG00000146648,0.651397454239457
ENSG00000081913,ENSG00000134001,0.651397454239457
ENSG00000072518,ENSG00000134001,0.651397454239457
ENSG00000125538,ENSG00000134001,0.651397454239457
ENSG00000144891,ENSG00000142192,0.651397454239457
ENSG00000113520,ENSG00000163508,0.651397454239457
ENSG00000113520,ENSG00000163508,0.651397454239457
ENSG00000091831,ENSG00000168610,0.651397454239457
ENSG00000116688,ENSG00000091831,0.651397454239457
ENSG00000116688,ENSG00000091831,0.651397454239457
ENSG00000188906,ENSG00000091831,0.651397454239457
ENSG00000188906,ENSG00000091831,0.651397454239457
ENSG00000168610,ENSG00000106462,0.651397454239457
ENSG00000163631,ENSG00000168610,0.651397454239457
ENSG00000142192,ENSG00000085563,0.651397454239457
ENSG00000154727,ENSG00000100292,0.651397454239457
ENSG00000154727,ENSG00000100292,0.651397454239457
ENSG00000100292,ENSG00000183087,0.651397454239457
ENSG00000164949,ENSG00000168610,0.651397454239457
ENSG00000116688,ENSG00000100644,0.651397454239457
ENSG00000050748,ENSG00000100644,0.651397454239457
ENSG00000168610,ENSG00000189403,0.651397454239457
ENSG00000166825,ENSG00000168610,0.651397454239457
ENSG00000166825,ENSG00000142192,0.651397454239457
ENSG00000169245,ENSG00000100292,0.651397454239457
ENSG00000100292,ENSG00000168610,0.651397454239457
ENSG00000105329,ENSG00000100292,0.651397454239457
ENSG00000100292,ENSG00000232810,0.651397454239457
ENSG00000100292,ENSG00000232810,0.651397454239457
ENSG00000100292,ENSG00000090339,0.651397454239457
ENSG00000100292,ENSG00000111537,0.651397454239457
ENSG00000111537,ENSG00000100292,0.651397454239457
ENSG00000107643,ENSG00000100292,0.651397454239457
ENSG00000100292,ENSG00000100985,0.651397454239457
ENSG00000132356,ENSG00000100292,0.651397454239457
ENSG00000154229,ENSG00000100292,0.651397454239457
ENSG00000112062,ENSG00000172977,0.651397454239457
ENSG00000124253,ENSG00000172977,0.651397454239457
ENSG00000132356,ENSG00000172977,0.651397454239457
ENSG00000121351,ENSG00000168610,0.651397454239457
ENSG00000168610,ENSG00000111537,0.651397454239457
ENSG00000168610,ENSG00000017427,0.651397454239457
ENSG00000125538,ENSG00000105655,0.651397454239457
ENSG00000168610,ENSG00000136244,0.651397454239457
ENSG00000168610,ENSG00000169429,0.651397454239457
ENSG00000168610,ENSG00000131203,0.651397454239457
ENSG00000254647,ENSG00000168610,0.651397454239457
ENSG00000188906,ENSG00000254647,0.651397454239457
ENSG00000142192,ENSG00000130203,0.651397454239457
ENSG00000130203,ENSG00000142192,0.651397454239457
ENSG00000130203,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000067900,0.651397454239457
ENSG00000176697,ENSG00000142192,0.651397454239457
ENSG00000176697,ENSG00000142192,0.651397454239457
ENSG00000126581,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000126458,0.651397454239457
ENSG00000142192,ENSG00000168610,0.651397454239457
ENSG00000142192,ENSG00000168610,0.651397454239457
ENSG00000142192,ENSG00000168610,0.651397454239457
ENSG00000105329,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000133112,0.651397454239457
ENSG00000142192,ENSG00000147852,0.651397454239457
ENSG00000114251,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000158828,0.651397454239457
ENSG00000096717,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000164305,0.651397454239457
ENSG00000019582,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000170348,0.651397454239457
ENSG00000095970,ENSG00000142192,0.651397454239457
ENSG00000095970,ENSG00000142192,0.651397454239457
ENSG00000040608,ENSG00000142192,0.651397454239457
ENSG00000196408,ENSG00000142192,0.651397454239457
ENSG00000145632,ENSG00000142192,0.651397454239457
ENSG00000102858,ENSG00000142192,0.651397454239457
ENSG00000047457,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000005339,0.651397454239457
ENSG00000182578,ENSG00000142192,0.651397454239457
ENSG00000124721,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000179271,0.651397454239457
ENSG00000142192,ENSG00000120738,0.651397454239457
ENSG00000142192,ENSG00000120738,0.651397454239457
ENSG00000172071,ENSG00000142192,0.651397454239457
ENSG00000133216,ENSG00000142192,0.651397454239457
ENSG00000091831,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000091831,0.651397454239457
ENSG00000010810,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000076716,0.651397454239457
ENSG00000176884,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000273079,0.651397454239457
ENSG00000273079,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000030582,0.651397454239457
ENSG00000116478,ENSG00000142192,0.651397454239457
ENSG00000171720,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000189403,0.651397454239457
ENSG00000121351,ENSG00000142192,0.651397454239457
ENSG00000125538,ENSG00000142192,0.651397454239457
ENSG00000254647,ENSG00000142192,0.651397454239457
ENSG00000254647,ENSG00000142192,0.651397454239457
ENSG00000254647,ENSG00000142192,0.651397454239457
ENSG00000254647,ENSG00000142192,0.651397454239457
ENSG00000254647,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000128342,0.651397454239457
ENSG00000067560,ENSG00000142192,0.651397454239457
ENSG00000123384,ENSG00000142192,0.651397454239457
ENSG00000123384,ENSG00000142192,0.651397454239457
ENSG00000107643,ENSG00000142192,0.651397454239457
ENSG00000107643,ENSG00000142192,0.651397454239457
ENSG00000107643,ENSG00000142192,0.651397454239457
ENSG00000186868,ENSG00000142192,0.651397454239457
ENSG00000186868,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000186868,0.651397454239457
ENSG00000142192,ENSG00000186868,0.651397454239457
ENSG00000142192,ENSG00000186868,0.651397454239457
ENSG00000142192,ENSG00000186868,0.651397454239457
ENSG00000119383,ENSG00000142192,0.651397454239457
ENSG00000186318,ENSG00000142192,0.651397454239457
ENSG00000186318,ENSG00000142192,0.651397454239457
ENSG00000142192,ENSG00000186318,0.651397454239457
ENSG00000142192,ENSG00000186318,0.651397454239457
ENSG00000142192,ENSG00000186318,0.651397454239457
ENSG00000142192,ENSG00000186318,0.651397454239457
ENSG00000142192,ENSG00000186318,0.651397454239457
ENSG00000142192,ENSG00000132356,0.651397454239457
ENSG00000142192,ENSG00000171867,0.651397454239457
ENSG00000171867,ENSG00000142192,0.651397454239457
ENSG00000171867,ENSG00000142192,0.651397454239457
ENSG00000080815,ENSG00000142192,0.651397454239457
ENSG00000168610,ENSG00000169083,0.651397454239457
ENSG00000168610,ENSG00000174697,0.651397454239457
ENSG00000185386,ENSG00000105655,0.651397454239457
ENSG00000188130,ENSG00000105655,0.651397454239457
ENSG00000156711,ENSG00000105655,0.651397454239457
ENSG00000112062,ENSG00000168610,0.651397454239457
ENSG00000107643,ENSG00000168610,0.651397454239457
ENSG00000050748,ENSG00000141510,0.651397454239457
ENSG00000188906,ENSG00000186868,0.651397454239457
ENSG00000188906,ENSG00000186868,0.651397454239457
ENSG00000087245,ENSG00000006210,0.651397454239457
ENSG00000100985,ENSG00000168610,0.651397454239457
ENSG00000168610,ENSG00000100985,0.651397454239457
ENSG00000128272,ENSG00000100292,0.651397454239457
ENSG00000122585,ENSG00000168610,0.651397454239457
ENSG00000132356,ENSG00000147162,0.651397454239457
ENSG00000168610,ENSG00000099985,0.651397454239457
ENSG00000114166,ENSG00000137693,0.651397454239457
ENSG00000114166,ENSG00000186416,0.651397454239457
ENSG00000168610,ENSG00000132170,0.651397454239457
ENSG00000132356,ENSG00000105655,0.651397454239457
ENSG00000154229,ENSG00000089060,0.651397454239457
ENSG00000081237,ENSG00000168610,0.651397454239457
ENSG00000188906,ENSG00000144566,0.651397454239457
ENSG00000188906,ENSG00000104312,0.630616287443041
ENSG00000141510,ENSG00000099956,0.630616287443041
ENSG00000145335,ENSG00000180176,0.630616287443041
ENSG00000136754,ENSG00000168610,0.630616287443041
ENSG00000115415,ENSG00000168610,0.630616287443041
ENSG00000168610,ENSG00000039560,0.630616287443041
ENSG00000113384,ENSG00000168610,0.630616287443041
ENSG00000168610,ENSG00000198554,0.630616287443041
ENSG00000160075,ENSG00000168610,0.630616287443041
ENSG00000284190,ENSG00000168610,0.630616287443041
ENSG00000185344,ENSG00000136869,0.630616287443041
ENSG00000172046,ENSG00000162298,0.630616287443041
ENSG00000105707,ENSG00000125730,0.630616287443041
ENSG00000105229,ENSG00000096717,0.630616287443041
ENSG00000010610,ENSG00000153563,0.630616287443041
ENSG00000010610,ENSG00000172116,0.630616287443041
ENSG00000010610,ENSG00000254126,0.630616287443041
ENSG00000111537,ENSG00000010610,0.630616287443041
ENSG00000133110,ENSG00000105655,0.630616287443041
ENSG00000132964,ENSG00000168610,0.630616287443041
ENSG00000188906,ENSG00000214944,0.630616287443041
ENSG00000005339,ENSG00000141867,0.630616287443041
ENSG00000100292,ENSG00000175197,0.630616287443041
ENSG00000134001,ENSG00000075213,0.630616287443041
ENSG00000168610,ENSG00000143420,0.630616287443041
ENSG00000152804,ENSG00000163508,0.630616287443041
ENSG00000150907,ENSG00000100292,0.630616287443041
ENSG00000142192,ENSG00000085563,0.630616287443041
ENSG00000125166,ENSG00000154727,0.630616287443041
ENSG00000061273,ENSG00000100644,0.630616287443041
ENSG00000107282,ENSG00000142192,0.630616287443041
ENSG00000004534,ENSG00000166313,0.630616287443041
ENSG00000125538,ENSG00000141867,0.630616287443041
ENSG00000012223,ENSG00000125538,0.630616287443041
ENSG00000168404,ENSG00000254647,0.630616287443041
ENSG00000130203,ENSG00000172977,0.630616287443041
ENSG00000142192,ENSG00000067900,0.630616287443041
ENSG00000155313,ENSG00000142192,0.630616287443041
ENSG00000142192,ENSG00000100599,0.630616287443041
ENSG00000284112,ENSG00000142192,0.630616287443041
ENSG00000142192,ENSG00000162374,0.630616287443041
ENSG00000142192,ENSG00000172977,0.630616287443041
ENSG00000142192,ENSG00000119912,0.630616287443041
ENSG00000142192,ENSG00000159593,0.630616287443041
