ID,logFC_CBE_Mayo
ENSG00000173083,0.303213953
ENSG00000198189,0.130859259
ENSG00000170509,-0.141996449
ENSG00000183199,0.185216131
ENSG00000163453,0.360184907
ENSG00000183783,-0.007959429
ENSG00000128052,0.120345103
ENSG00000109265,0.092643482
ENSG00000157404,-0.287293567
ENSG00000134962,0.021221076
ENSG00000109787,0.255113085
ENSG00000231160,-0.039463733
ENSG00000109790,0.106454856
ENSG00000145332,0.215799257
ENSG00000121897,-0.267619245
ENSG00000064042,0.04828703
ENSG00000189308,-0.103180476
ENSG00000249307,-0.122099707
ENSG00000251442,0.383994164
ENSG00000072201,0.101596309
ENSG00000188993,-0.298452872
ENSG00000109339,0.224606894
ENSG00000152595,-0.463036898
ENSG00000138722,1.392897579
ENSG00000173542,-0.005453163
ENSG00000169288,-0.113694129
ENSG00000163319,-0.029102132
ENSG00000163738,-0.097010891
ENSG00000078177,0.310776696
ENSG00000138744,-0.177672205
ENSG00000177432,-0.057911731
ENSG00000170448,0.137003804
ENSG00000163293,-0.051484242
ENSG00000084092,0.193019522
ENSG00000170502,0.065416334
ENSG00000138750,-0.424862589
ENSG00000109180,-0.225045879
ENSG00000248256,-0.212885684
ENSG00000145247,-0.144291611
ENSG00000128050,-0.051494924
ENSG00000163291,-0.045689282
ENSG00000169116,0.164079816
ENSG00000134853,0.129798467
ENSG00000121892,0.099971954
ENSG00000118762,-0.023829207
ENSG00000047315,0.411213604
ENSG00000128059,0.038103857
ENSG00000156194,0.020113906
ENSG00000163644,0.159100005
ENSG00000152784,-0.050656993
ENSG00000138669,0.259582317
ENSG00000163629,0.23662891
ENSG00000138670,-0.211493365
ENSG00000128045,0.271351869
ENSG00000163694,0.459293666
ENSG00000163743,0.089282438
ENSG00000084093,0.220973424
ENSG00000035928,0.186841832
ENSG00000163682,-0.145331453
ENSG00000018189,0.010456748
ENSG00000138760,0.052972364
ENSG00000145284,0.000144125
ENSG00000184178,-0.053204589
ENSG00000198301,0.252618183
ENSG00000138674,-0.137653723
ENSG00000138758,0.016103655
ENSG00000163069,-0.053036985
ENSG00000178343,0.948756245
ENSG00000138771,-0.150018866
ENSG00000109171,-0.116455587
ENSG00000145248,-0.479246431
ENSG00000014824,-0.102744866
ENSG00000080493,-0.093701128
ENSG00000163683,-0.059542557
ENSG00000145335,-0.165379847
ENSG00000186212,0.003224913
ENSG00000152583,0.535818576
ENSG00000163071,0.170618843
ENSG00000118785,0.6183609
ENSG00000128039,-0.323588033
ENSG00000249700,-0.518928631
ENSG00000174780,-0.034645185
ENSG00000173597,0.739893773
ENSG00000174796,-0.141952503
ENSG00000168152,0.007090452
ENSG00000251022,-0.508233905
ENSG00000180346,0.20785882
ENSG00000174125,0.699478072
ENSG00000174123,0.274114501
ENSG00000174130,0.6037034
ENSG00000249242,-0.114820445
ENSG00000134851,-0.241791363
ENSG00000109133,-0.00518161
ENSG00000187653,-0.056394442
ENSG00000033178,-0.085327318
ENSG00000248049,-0.238162802
ENSG00000078140,0.079282833
ENSG00000154277,0.15789863
ENSG00000109814,0.128706321
ENSG00000249348,-0.028704566
ENSG00000138768,0.221510212
ENSG00000109189,0.185788687
ENSG00000248866,-0.332113006
ENSG00000132467,0.218261011
ENSG00000163625,0.060695756
ENSG00000180769,0.026839337
ENSG00000157796,-0.114884174
ENSG00000164163,-0.136574252
ENSG00000164074,-0.197588117
ENSG00000196616,0.541816511
ENSG00000197894,0.042686017
ENSG00000164022,-0.231535999
ENSG00000073331,-0.043421965
ENSG00000164162,-0.13992513
ENSG00000145362,0.004482267
ENSG00000151458,0.16510506
ENSG00000164111,0.130717734
ENSG00000138660,0.180536717
ENSG00000164144,0.021229706
ENSG00000071205,0.145605
ENSG00000180801,0.089128524
ENSG00000153064,-0.209043889
ENSG00000181004,0.131460553
ENSG00000138686,0.042618249
ENSG00000164039,0.119242657
ENSG00000138696,0.192658684
ENSG00000164096,-0.063346335
ENSG00000151470,-0.420443489
ENSG00000145349,-0.006306239
ENSG00000138794,0.145347754
ENSG00000145386,0.55484716
ENSG00000138778,-0.003022609
ENSG00000205403,0.496539639
ENSG00000248213,-0.032824464
ENSG00000145354,-0.03245454
ENSG00000153132,0.012123539
ENSG00000188517,0.231357812
ENSG00000168772,0.152645191
ENSG00000155016,-0.157025132
ENSG00000197410,0.012531808
ENSG00000170390,-0.074464202
ENSG00000145358,0.597703759
ENSG00000155011,0.739671131
ENSG00000164031,0.093729263
ENSG00000151617,0.098460617
ENSG00000249264,0.012029754
ENSG00000138798,0.3152424
ENSG00000151247,0.020583371
ENSG00000109381,-0.040071449
ENSG00000179387,-0.250961012
ENSG00000170522,0.054450711
ENSG00000164035,0.339018839
ENSG00000138792,0.29092869
ENSG00000164089,0.076839763
ENSG00000123737,-0.208028254
ENSG00000164142,0.162585517
ENSG00000174749,-0.344772098
ENSG00000196159,0.089789096
ENSG00000109670,-0.223995548
ENSG00000138685,0.258264848
ENSG00000137460,-0.11543386
ENSG00000183090,-0.034892312
ENSG00000109458,0.136265044
ENSG00000109534,-0.190585479
ENSG00000059691,-0.124443615
ENSG00000109738,0.053286897
ENSG00000120251,0.020230373
ENSG00000138780,-0.067862493
ENSG00000283050,-0.209927419
ENSG00000164116,0.152741587
ENSG00000061918,-0.04516018
ENSG00000164032,0.255311158
ENSG00000138796,0.064924258
ENSG00000164161,-0.241983935
ENSG00000248890,-0.227216862
ENSG00000164070,0.21252644
ENSG00000164136,-0.331896148
ENSG00000109452,-0.272256521
ENSG00000138785,0.068200246
ENSG00000164066,-0.354307454
ENSG00000077684,0.000577717
ENSG00000138688,0.360481618
ENSG00000109270,0.005043413
ENSG00000138709,-0.162256049
ENSG00000174720,0.078510851
ENSG00000138795,0.066784942
ENSG00000251372,0.523657642
ENSG00000236922,-0.194059997
ENSG00000121207,0.147232863
ENSG00000198589,-0.059795933
ENSG00000164167,-0.023364862
ENSG00000164109,0.09421758
ENSG00000196782,-0.022573519
ENSG00000109323,-0.192509309
ENSG00000164114,-0.021419959
ENSG00000005059,0.141589584
ENSG00000164024,0.194249404
ENSG00000145388,-0.059851394
ENSG00000164073,-0.242173805
ENSG00000137463,-0.028219163
ENSG00000085871,0.011399609
ENSG00000268471,-0.009583395
ENSG00000151611,-0.105122805
ENSG00000138823,0.23577854
ENSG00000164134,0.122705671
ENSG00000173376,0.85275068
ENSG00000164100,-0.293121392
ENSG00000109390,-0.18398947
ENSG00000109320,0.066470207
ENSG00000151014,-0.037485096
ENSG00000168743,0.260900866
ENSG00000185149,0.017959298
ENSG00000151623,0.097256117
ENSG00000170917,0.057793697
ENSG00000198856,0.183556761
ENSG00000164164,0.011214198
ENSG00000138801,-0.141597471
ENSG00000138650,0.014264533
ENSG00000189184,0.947355114
ENSG00000138735,-0.058552138
ENSG00000145431,-0.114480776
ENSG00000163110,0.081509481
ENSG00000164040,-0.042781378
ENSG00000123739,0.060356577
ENSG00000142731,-0.327952563
ENSG00000171566,-0.121462295
ENSG00000138777,-0.271226602
ENSG00000138814,-0.208985949
ENSG00000138738,-0.101511273
ENSG00000164169,0.068128256
ENSG00000164099,-0.583010403
ENSG00000172007,-0.11302105
ENSG00000138698,0.046345926
ENSG00000170153,0.163224001
ENSG00000145428,-0.177500093
ENSG00000109475,-0.150856855
ENSG00000145425,0.172622907
ENSG00000151466,-0.379403851
ENSG00000153130,0.024783831
ENSG00000196951,-0.390152329
ENSG00000138802,0.184469233
ENSG00000247950,-0.32478116
ENSG00000150961,-0.00313269
ENSG00000145391,0.195673522
ENSG00000145423,0.42608944
ENSG00000164023,-0.046717449
ENSG00000109686,-0.249015691
ENSG00000120519,-0.12358065
ENSG00000138821,0.114403811
ENSG00000151012,0.11298294
ENSG00000164037,0.057784752
ENSG00000164038,0.086166246
ENSG00000170365,0.149813049
ENSG00000153147,0.079378665
ENSG00000163104,0.125952959
ENSG00000269893,-0.128970225
ENSG00000145375,0.107336225
ENSG00000164056,0.012553385
ENSG00000172403,0.062851069
ENSG00000109436,0.373516766
ENSG00000145348,-0.326209707
ENSG00000168769,-0.24525624
ENSG00000145365,0.254524302
ENSG00000137462,0.319275653
ENSG00000121210,0.054135181
ENSG00000164112,-0.021215513
ENSG00000164168,0.138427071
ENSG00000249661,-0.041941501
ENSG00000174599,-0.164088793
ENSG00000109654,0.073959051
ENSG00000145331,-0.072751068
ENSG00000138741,0.155213423
ENSG00000168785,0.135612178
ENSG00000109332,0.069661233
ENSG00000174607,0.078501906
ENSG00000182168,-0.500703352
ENSG00000170185,0.137708378
ENSG00000145390,0.193406813
ENSG00000138658,-0.078468252
ENSG00000109445,0.00842332
ENSG00000151612,-0.046283718
ENSG00000109576,-0.114593626
ENSG00000151726,0.052603606
ENSG00000145536,-0.1369868
ENSG00000078295,0.040084836
ENSG00000038002,-0.157278806
ENSG00000063438,0.022037589
ENSG00000154122,0.11415841
ENSG00000164236,0.178808713
ENSG00000186352,0.195114635
ENSG00000176788,0.02015256
ENSG00000215196,0.281348149
ENSG00000028310,-0.27171483
ENSG00000249908,0.21912906
ENSG00000113460,-0.159209068
ENSG00000082196,-0.3084564
ENSG00000205208,-0.243908483
ENSG00000205129,0.053762101
ENSG00000082213,-0.160718693
ENSG00000186493,0.089743848
ENSG00000215217,-0.030580748
ENSG00000164305,-0.071379591
ENSG00000145439,-0.181441611
ENSG00000168491,0.163954451
ENSG00000164366,0.256539267
ENSG00000150753,0.383787606
ENSG00000040731,0.057829984
ENSG00000154162,-0.611516945
ENSG00000145526,0.238997848
ENSG00000113361,-0.087964747
ENSG00000113100,-0.093557757
ENSG00000168564,0.043128873
ENSG00000151725,-0.066902348
ENSG00000164118,-0.183879285
ENSG00000164323,-0.017472587
ENSG00000109572,-0.071536842
ENSG00000164237,0.008917914
ENSG00000109472,0.459580806
ENSG00000169862,0.018278739
ENSG00000145476,-0.170350654
ENSG00000112977,-0.044807155
ENSG00000129187,0.026945058
ENSG00000137628,0.215949257
ENSG00000181381,0.009280334
ENSG00000039139,0.219249661
ENSG00000168724,0.043787891
ENSG00000113360,-0.061410553
ENSG00000250182,-0.035754372
ENSG00000164303,0.300097935
ENSG00000171503,-0.151901441
ENSG00000180104,-0.11822639
ENSG00000221990,-0.125613977
ENSG00000109794,-0.269880954
ENSG00000150756,0.04346242
ENSG00000164125,0.351630616
ENSG00000248429,-0.112883115
ENSG00000250486,-0.376385962
ENSG00000124279,-0.197363165
ENSG00000083857,0.257200953
ENSG00000183580,0.117201314
ENSG00000164117,0.047491688
ENSG00000052795,-0.080406668
ENSG00000168843,0.373528504
ENSG00000109586,-0.143115717
ENSG00000174473,-0.410057308
ENSG00000168621,0.206331257
ENSG00000248587,-0.595329083
ENSG00000145451,0.162024614
ENSG00000113384,0.00258539
ENSG00000150625,0.0322053
ENSG00000183666,-0.227549357
ENSG00000164104,0.038090473
ENSG00000056050,-0.079123409
ENSG00000164151,0.304029098
ENSG00000168556,0.267614572
ENSG00000168310,0.086352058
ENSG00000170549,0.346656645
ENSG00000170561,0.1913227
ENSG00000109466,0.004691658
ENSG00000164344,-0.420419809
ENSG00000250056,0.429410627
ENSG00000248677,0.093943762
ENSG00000250490,-0.247264568
ENSG00000250198,-0.357019588
ENSG00000248455,0.092417728
ENSG00000164187,0.154267005
ENSG00000109771,-0.169705348
ENSG00000145416,0.099593074
ENSG00000183654,-0.454648938
ENSG00000145495,-0.076945985
ENSG00000133398,-0.020339087
ENSG00000198948,0.163697576
ENSG00000247516,-0.046428361
ENSG00000171421,0.180292526
ENSG00000052802,-0.05252033
ENSG00000150712,0.037080605
ENSG00000124275,0.041010629
ENSG00000145555,0.084112327
ENSG00000152620,0.311509934
ENSG00000145414,0.078854306
ENSG00000145494,-0.07693563
ENSG00000137601,-0.092222928
ENSG00000164190,0.207432538
ENSG00000164128,0.224492223
ENSG00000164129,0.146065139
ENSG00000037474,-0.284885686
ENSG00000113569,-0.035793281
ENSG00000154124,0.129080364
ENSG00000129116,-0.003673853
ENSG00000249915,-0.108171635
ENSG00000154553,-0.084563372
ENSG00000133401,0.115099623
ENSG00000153404,-0.041714006
ENSG00000171497,-0.054150503
ENSG00000164306,-0.088141212
ENSG00000113456,0.239318752
ENSG00000039560,0.035553429
ENSG00000164188,1.073345886
ENSG00000109756,-0.071248643
ENSG00000154153,0.152792664
ENSG00000182552,-0.150989564
ENSG00000171509,0.012259209
ENSG00000164105,0.268322781
ENSG00000164106,0.032998181
ENSG00000073578,0.073528937
ENSG00000185986,0.213261728
ENSG00000112902,-0.045523087
ENSG00000154447,-0.115536153
ENSG00000145604,-0.103060114
ENSG00000079215,0.052479664
ENSG00000151729,0.194430806
ENSG00000225138,0.032269916
ENSG00000250786,0.052596738
ENSG00000109762,0.217592759
ENSG00000154556,-0.25290121
ENSG00000129128,-0.080323526
ENSG00000152582,-0.415563433
ENSG00000196104,0.129236478
ENSG00000145545,0.079365916
ENSG00000173320,0.107909197
ENSG00000113387,0.091555765
ENSG00000113407,0.097470615
ENSG00000218336,0.194578836
ENSG00000038295,-0.068783924
ENSG00000164342,0.33179867
ENSG00000198498,0.144463629
ENSG00000164124,-0.31425245
ENSG00000170088,-0.21972422
ENSG00000171368,0.146904523
ENSG00000168538,-0.199137411
ENSG00000038382,0.075870646
ENSG00000071539,0.152769342
ENSG00000205838,-0.159536648
ENSG00000215218,0.135458122
ENSG00000109775,0.163793296
ENSG00000150630,0.076442395
ENSG00000150627,0.014128333
ENSG00000082068,-0.153076699
ENSG00000151718,-0.019692469
ENSG00000188818,0.24453912
ENSG00000206077,-0.139255497
ENSG00000056097,0.195685449
ENSG00000173545,0.030989949
ENSG00000164199,0.568149959
ENSG00000164252,0.049922437
ENSG00000164331,-0.318158515
ENSG00000132842,0.100740667
ENSG00000214944,-0.127858568
ENSG00000185305,0.14069927
ENSG00000113369,0.046676691
ENSG00000113273,-0.092226263
ENSG00000164291,0.10762867
ENSG00000152348,-0.356327273
ENSG00000205464,-0.370555043
ENSG00000132840,0.25891397
ENSG00000145741,-0.039068654
ENSG00000172244,0.04626579
ENSG00000205765,-0.076131015
ENSG00000178722,-0.453164306
ENSG00000112936,0.883617025
ENSG00000132357,0.531646877
ENSG00000164326,-0.069528159
ENSG00000153113,-0.096932172
ENSG00000198865,0.177676107
ENSG00000151882,-0.099295014
ENSG00000134057,0.068823399
ENSG00000134480,-0.148022711
ENSG00000152669,0.0614967
ENSG00000153044,-0.267297775
ENSG00000153140,-0.008397826
ENSG00000131730,-0.140803092
ENSG00000247572,-0.205085163
ENSG00000164309,0.199932431
ENSG00000113163,0.178862005
ENSG00000127184,-0.046219604
ENSG00000145708,0.060822493
ENSG00000153015,0.214819969
ENSG00000153071,-0.068587469
ENSG00000228716,0.198705865
ENSG00000067248,-0.090846202
ENSG00000086189,-0.06031758
ENSG00000132837,-0.113700912
ENSG00000164176,0.328108903
ENSG00000249855,0.082766468
ENSG00000118985,0.065188977
ENSG00000164181,0.257946202
ENSG00000170571,-0.081105498
ENSG00000171617,-0.255113502
ENSG00000164307,-0.047767482
ENSG00000164308,0.178839674
ENSG00000112851,0.182745825
ENSG00000049167,-0.145542028
ENSG00000181104,0.573201682
ENSG00000152380,0.05380213
ENSG00000198780,0.401602816
ENSG00000113391,-0.063471802
ENSG00000151876,-0.269005312
ENSG00000157107,-0.055895692
ENSG00000082074,0.553647334
ENSG00000176928,-0.357907404
ENSG00000164347,0.1535499
ENSG00000112964,-0.199693307
ENSG00000173221,-0.130032231
ENSG00000062194,0.041066747
ENSG00000178015,-0.194061791
ENSG00000226259,0.351313064
ENSG00000183474,0.031194409
ENSG00000145681,-0.044096872
ENSG00000164588,-0.079905657
ENSG00000049860,0.043388775
ENSG00000113161,-0.04191357
ENSG00000112972,0.095635101
ENSG00000152413,0.05281382
ENSG00000169271,0.07109122
ENSG00000178394,0.412172479
ENSG00000134352,0.09305273
ENSG00000086200,0.176991498
ENSG00000213949,0.277739982
ENSG00000164171,0.081337502
ENSG00000152409,0.163242399
ENSG00000185261,-0.052503683
ENSG00000068796,0.456164593
ENSG00000145685,0.372703892
ENSG00000113594,0.251234314
ENSG00000244968,-0.305078211
ENSG00000245526,-0.362083647
ENSG00000281327,0.657599078
ENSG00000236882,-0.425695746
ENSG00000248727,0.397118897
ENSG00000250156,-0.121766888
ENSG00000145721,-0.183420918
ENSG00000113441,-0.069236834
ENSG00000176018,0.163792969
ENSG00000131711,0.342156231
ENSG00000095015,0.035725434
ENSG00000069020,-0.109464548
ENSG00000176055,-0.250650006
ENSG00000175471,0.193740924
ENSG00000081189,-0.037456909
ENSG00000248309,-0.256696889
ENSG00000155545,0.227758532
ENSG00000164172,-0.144113393
ENSG00000113048,-0.145947905
ENSG00000112996,0.251933728
ENSG00000251141,-0.11519909
ENSG00000113318,0.045190518
ENSG00000039123,0.252083792
ENSG00000177034,-0.073788205
ENSG00000164182,0.036628632
ENSG00000164258,0.003238723
ENSG00000177453,-0.005067024
ENSG00000123213,0.024724028
ENSG00000112992,0.024780769
ENSG00000248092,-0.231676659
ENSG00000175745,0.192871867
ENSG00000237187,0.010544068
ENSG00000164346,0.018425633
ENSG00000197822,0.32536587
ENSG00000145623,0.540384352
ENSG00000083720,-0.016129859
ENSG00000248668,-0.067446898
ENSG00000172239,0.153524731
ENSG00000151883,-0.13384557
ENSG00000152931,0.188608967
ENSG00000175426,-0.490509788
ENSG00000113448,0.031927382
ENSG00000113231,-0.08450388
ENSG00000152684,0.062142495
ENSG00000145675,0.156229634
ENSG00000182836,0.174320009
ENSG00000145632,-0.158573888
ENSG00000067113,0.318233332
ENSG00000152359,-0.400268579
ENSG00000122008,0.186507968
ENSG00000113356,-0.340056303
ENSG00000113593,-0.125655656
ENSG00000132356,-0.264587575
ENSG00000049883,-0.051105217
ENSG00000152932,0.24689501
ENSG00000145715,0.312029554
ENSG00000113319,-0.109903325
ENSG00000175449,-0.54346636
ENSG00000186479,0.671126005
ENSG00000164292,0.019567037
ENSG00000164327,0.042344979
ENSG00000058729,-0.04954328
ENSG00000164197,0.023504445
ENSG00000145592,-0.117261091
ENSG00000186468,-0.043996233
ENSG00000085365,0.174116505
ENSG00000245556,-0.075832044
ENSG00000250722,0.768722113
ENSG00000164300,0.079104962
ENSG00000155542,-0.020480005
ENSG00000197860,0.226286014
ENSG00000145740,-0.086528753
ENSG00000177058,-0.189113502
ENSG00000133302,-0.094171879
ENSG00000188725,-0.116570453
ENSG00000178996,0.145380343
ENSG00000153914,0.10361238
ENSG00000153006,-0.14369908
ENSG00000145687,-0.059612625
ENSG00000122012,-0.087511693
ENSG00000171530,-0.196596716
ENSG00000113296,0.069657322
ENSG00000164180,0.073005131
ENSG00000247828,-0.310445986
ENSG00000174695,0.081355736
ENSG00000151881,-0.096378546
ENSG00000083312,0.112775646
ENSG00000113597,-0.013496581
ENSG00000113595,0.312557679
ENSG00000113638,0.381501587
ENSG00000198677,-0.017509405
ENSG00000164338,-0.194716172
ENSG00000038427,0.164142284
ENSG00000164253,-0.029075749
ENSG00000152422,0.199447847
ENSG00000132846,-0.191498126
ENSG00000250802,-0.055794201
ENSG00000131732,-0.236438749
ENSG00000039319,-0.339729448
ENSG00000172262,0.115212822
ENSG00000178175,0.574167913
ENSG00000130449,-0.043739879
ENSG00000164398,-0.095255881
ENSG00000145808,-0.335677437
ENSG00000072364,0.07907683
ENSG00000164904,-0.165849226
ENSG00000131503,-0.112109708
ENSG00000254996,-0.345831133
ENSG00000177879,-0.167397426
ENSG00000113108,0.026059679
ENSG00000134982,0.577820556
ENSG00000120318,-0.05923208
ENSG00000145819,0.144083533
ENSG00000145782,-0.073175393
ENSG00000112983,0.064031128
ENSG00000113583,-0.033906213
ENSG00000181904,0.152626543
ENSG00000181751,-0.164216
ENSG00000197536,-0.21223401
ENSG00000164241,-0.089783761
ENSG00000152495,0.186526559
ENSG00000164615,0.009541846
ENSG00000164221,0.043274447
ENSG00000205089,0.227820675
ENSG00000170458,0.347604568
ENSG00000094880,-0.056691838
ENSG00000158985,0.060555185
ENSG00000006837,-0.185779933
ENSG00000237190,-0.052021972
ENSG00000129596,-0.064043473
ENSG00000168944,0.172356382
ENSG00000153922,0.061768323
ENSG00000198108,0.054726597
ENSG00000145781,0.200532068
ENSG00000151292,0.029191427
ENSG00000044115,0.304105922
ENSG00000205279,0.147087908
ENSG00000145824,-0.360808414
ENSG00000171604,0.057638844
ENSG00000120306,0.004375677
ENSG00000172795,0.14876522
ENSG00000145833,0.192735567
ENSG00000131504,-0.035870585
ENSG00000172869,0.072474584
ENSG00000170464,-0.039826937
ENSG00000169570,-0.288869631
ENSG00000184349,-0.525638131
ENSG00000120738,-0.131090058
ENSG00000129595,0.122020503
ENSG00000224032,-0.050653415
ENSG00000120705,0.100516704
ENSG00000031003,0.263192926
ENSG00000174132,-0.20019656
ENSG00000120709,0.147760139
ENSG00000145743,0.038624263
ENSG00000197948,-0.271401032
ENSG00000145780,0.11744961
ENSG00000151422,0.037433891
ENSG00000113578,-0.092517592
ENSG00000217128,-0.072257692
ENSG00000053108,0.150688711
ENSG00000164404,0.041577638
ENSG00000146013,-0.244280156
ENSG00000145723,-0.007031189
ENSG00000113552,-0.038355898
ENSG00000155324,0.224811693
ENSG00000113648,-0.105829777
ENSG00000170445,-0.262111328
ENSG00000112855,-0.243302717
ENSG00000113070,-0.186076644
ENSG00000171720,-0.194842434
ENSG00000169567,0.049726764
ENSG00000177733,-0.009776756
ENSG00000133835,-0.017494151
ENSG00000170606,0.300372229
ENSG00000113013,0.086882617
ENSG00000182700,-0.107024154
ENSG00000113141,-0.073292438
ENSG00000125347,0.120448485
ENSG00000066583,0.388874035
ENSG00000043143,0.390855958
ENSG00000080709,-0.10317611
ENSG00000183775,0.003295789
ENSG00000120733,-0.003414177
ENSG00000131437,-0.002957478
ENSG00000146021,-0.075465187
ENSG00000164406,-0.024992291
ENSG00000245937,-0.304393473
ENSG00000248489,-0.048424482
ENSG00000113368,-0.182134657
ENSG00000113083,-0.014433946
ENSG00000146006,0.244409507
ENSG00000186687,-0.12512606
ENSG00000245146,-0.004791145
ENSG00000112893,-0.014463977
ENSG00000173926,0.273114338
ENSG00000015479,0.012085508
ENSG00000171444,0.113845348
ENSG00000145794,0.029900443
ENSG00000263597,0.149350528
ENSG00000233006,0.028999089
ENSG00000244921,-0.711195869
ENSG00000247627,-0.645970802
ENSG00000248923,-0.671808671
ENSG00000249119,-0.706798655
ENSG00000120729,0.47695776
ENSG00000131507,-0.104627969
ENSG00000131495,-0.071931373
ENSG00000112981,-0.39059357
ENSG00000113580,-0.108506744
ENSG00000134986,0.034300004
ENSG00000158458,-0.033380257
ENSG00000112874,0.001968028
ENSG00000072682,0.377987079
ENSG00000120727,0.438843178
ENSG00000145730,-0.093732963
ENSG00000132570,-0.283014463
ENSG00000156453,0.214115522
ENSG00000113555,-0.104706781
ENSG00000204970,-0.028066235
ENSG00000250120,0.08352484
ENSG00000249158,0.352140674
ENSG00000251664,0.496122245
ENSG00000204969,0.315900756
ENSG00000255408,0.459171281
ENSG00000204967,0.344628934
ENSG00000204965,0.270562449
ENSG00000081842,0.409714518
ENSG00000204963,0.232173313
ENSG00000204962,0.314628405
ENSG00000204961,0.102229545
ENSG00000248383,0.024532379
ENSG00000243232,0.546589554
ENSG00000120324,0.054785348
ENSG00000197479,0.167338092
ENSG00000120328,0.316649478
ENSG00000187372,0.329337751
ENSG00000120327,0.11969624
ENSG00000113248,0.301825534
ENSG00000272674,-0.200952569
ENSG00000146001,0.12561027
ENSG00000112852,-0.077250512
ENSG00000113205,0.538619519
ENSG00000081818,0.343054356
ENSG00000113209,0.209128046
ENSG00000113211,0.180155778
ENSG00000113212,0.249579121
ENSG00000177839,0.189888156
ENSG00000204956,0.223008162
ENSG00000253846,0.265925557
ENSG00000253873,0.33379184
ENSG00000253159,0.552409298
ENSG00000081853,0.243472996
ENSG00000254245,0.26220303
ENSG00000262576,0.277042695
ENSG00000253485,0.238882649
ENSG00000253731,0.102543847
ENSG00000253537,0.241358376
ENSG00000261934,0.442085082
ENSG00000254221,0.224059185
ENSG00000253910,0.311803347
ENSG00000262209,0.153169194
ENSG00000253953,0.360879543
ENSG00000276547,0.468617709
ENSG00000253305,0.303028333
ENSG00000254122,0.348450631
ENSG00000240184,0.554238961
ENSG00000242419,0.464487753
ENSG00000240764,0.24860237
ENSG00000131435,0.087101394
ENSG00000113068,-0.199471335
ENSG00000164219,-0.055145304
ENSG00000164902,0.130470179
ENSG00000198961,0.209915197
ENSG00000168938,0.181054015
ENSG00000145725,-0.14590758
ENSG00000113575,-0.084013436
ENSG00000228672,0.116971171
ENSG00000184838,-0.258178642
ENSG00000164244,-0.055992058
ENSG00000146005,0.210463597
ENSG00000185129,0.312568657
ENSG00000113522,0.179336717
ENSG00000158987,-0.43199723
ENSG00000132563,-0.17756583
ENSG00000129625,0.104541294
ENSG00000164620,-0.04202318
ENSG00000174136,-0.003974751
ENSG00000013561,-0.005140313
ENSG00000152700,-0.122401131
ENSG00000113615,0.062977444
ENSG00000092421,-0.244188395
ENSG00000248445,-0.040355686
ENSG00000164402,0.19663628
ENSG00000156463,-0.114634128
ENSG00000164403,0.019019392
ENSG00000120725,-0.076130286
ENSG00000113558,-0.162071052
ENSG00000064651,0.468963869
ENSG00000197208,0.057610585
ENSG00000197375,0.009597198
ENSG00000170482,0.0819023
ENSG00000164209,0.160828685
ENSG00000145832,0.427292715
ENSG00000176087,-0.246958721
ENSG00000173930,-0.066882669
ENSG00000113658,0.068944674
ENSG00000271824,0.106628069
ENSG00000064692,-0.252831947
ENSG00000205302,0.453451195
ENSG00000064652,-0.229454063
ENSG00000198944,0.132008677
ENSG00000170469,0.142623593
ENSG00000152377,-0.030058486
ENSG00000187678,-0.223737807
ENSG00000213523,-0.127924183
ENSG00000151304,0.184925613
ENSG00000153037,-0.384566231
ENSG00000113532,0.110750331
ENSG00000164211,0.131098785
ENSG00000246859,0.100693158
ENSG00000178913,0.249482822
ENSG00000081059,0.042656638
ENSG00000120708,0.613738775
ENSG00000113119,-0.040023143
ENSG00000134970,0.110055976
ENSG00000184584,0.214257062
ENSG00000186952,-0.340722754
ENSG00000145779,0.179477917
ENSG00000152503,-0.078058704
ENSG00000113621,-0.048937792
ENSG00000119048,-0.062392846
ENSG00000131508,0.032163512
ENSG00000164405,-0.07120004
ENSG00000213585,0.083336474
ENSG00000134987,0.01853358
ENSG00000120314,0.061770309
ENSG00000145817,0.275469035
ENSG00000047188,-0.222979466
ENSG00000155329,0.050055768
ENSG00000146007,0.13044245
ENSG00000168916,-0.183621487
ENSG00000173210,0.068458963
ENSG00000135074,-0.167774736
ENSG00000087116,-0.589097567
ENSG00000170214,-0.28872274
ENSG00000169252,0.434323575
ENSG00000157510,0.322364428
ENSG00000197043,-0.283735624
ENSG00000183111,-0.192170304
ENSG00000175414,0.290057403
ENSG00000183876,-0.251569784
ENSG00000177556,-0.117686018
ENSG00000118322,-0.148239493
ENSG00000113732,0.159767501
ENSG00000027847,-0.111785317
ENSG00000188428,0.101252304
ENSG00000153162,0.564839894
ENSG00000113734,-0.172513302
ENSG00000145919,0.092384966
ENSG00000137274,-0.17605969
ENSG00000165810,0.018105945
ENSG00000145861,-0.121735394
ENSG00000070808,-0.004552007
ENSG00000127022,0.153342364
ENSG00000249669,-0.137318999
ENSG00000198624,0.248057386
ENSG00000113328,0.211931873
ENSG00000135083,-0.067391002
ENSG00000019582,0.275795018
ENSG00000074276,-0.004275183
ENSG00000153046,0.046271766
ENSG00000113282,0.130808642
ENSG00000113240,-0.443130569
ENSG00000175416,-0.088864906
ENSG00000113300,0.194747509
ENSG00000155508,0.188952995
ENSG00000050767,0.087169209
ENSG00000113742,-0.218881618
ENSG00000145920,-0.411388949
ENSG00000164463,0.105296301
