"Node1","Node2","Score"
"ENSG00000232810","ENSG00000161011","0.3"
"ENSG00000124762","ENSG00000017427","0.2"
"ENSG00000120948","ENSG00000169057","0.3"
"ENSG00000017427","ENSG00000100030","0.3"
"ENSG00000113916","ENSG00000165025","0.2"
"ENSG00000169083","ENSG00000207971","0.3"
"ENSG00000100393","ENSG00000109819","0.3"
"ENSG00000125845","ENSG00000140009","0.3"
"ENSG00000186951","ENSG00000125845","0.3"
"ENSG00000134259","ENSG00000136826","0.3"
"ENSG00000174697","ENSG00000140009","0.9"
"ENSG00000120899","ENSG00000197442","0.1"
"ENSG00000091831","ENSG00000138069","0.2"
"ENSG00000124216","ENSG00000124762","0.3"
"ENSG00000132170","ENSG00000124216","0.1"
"ENSG00000169083","ENSG00000080824","0.2"
"ENSG00000136826","ENSG00000132170","0.3"
"ENSG00000080815","ENSG00000142192","0.3"
"ENSG00000159216","ENSG00000196689","0.3"
"ENSG00000049768","ENSG00000232810","0.9"
"ENSG00000118260","ENSG00000112062","0.1"
"ENSG00000133794","ENSG00000134333","1"
"ENSG00000140009","ENSG00000100219","0.2"
"ENSG00000100219","ENSG00000132170","0.3"
"ENSG00000125398","ENSG00000159216","0.3"
"ENSG00000136997","ENSG00000176697","0.1"
"ENSG00000049768","ENSG00000017427","0.2"
"ENSG00000136244","ENSG00000091831","0.9"
"ENSG00000065978","ENSG00000176697","0.1"
"ENSG00000125398","ENSG00000136826","0.3"
"ENSG00000049768","ENSG00000171094","0.2"
"ENSG00000091831","ENSG00000154277","0.1"
"ENSG00000133216","ENSG00000169398","0.2"
"ENSG00000049768","ENSG00000186951","0.2"
"ENSG00000159216","ENSG00000177455","0.2"
"ENSG00000017427","ENSG00000109819","0.3"
"ENSG00000159216","ENSG00000109819","0.9"
"ENSG00000131759","ENSG00000169047","0.2"
"ENSG00000136244","ENSG00000140009","0.9"
"ENSG00000169083","ENSG00000159216","0.2"
"ENSG00000140009","ENSG00000125398","0.3"
"ENSG00000100030","ENSG00000132170","0.3"
"ENSG00000106546","ENSG00000100219","0.1"
"ENSG00000162909","ENSG00000082701","0.2"
"ENSG00000133794","ENSG00000162909","0.2"
"ENSG00000186951","ENSG00000169083","0.3"
"ENSG00000232810","ENSG00000107643","0.2"
"ENSG00000131759","ENSG00000197122","0.3"
"ENSG00000100030","ENSG00000168610","0.2"
