Gene1,Gene2,Score
ENSG00000132906,ENSG00000165806,0.967214
ENSG00000164924,ENSG00000160789,0.984985
ENSG00000136504,ENSG00000134152,0.995684
ENSG00000196363,ENSG00000166848,0.975193
ENSG00000204209,ENSG00000116288,0.99152
ENSG00000102054,ENSG00000167986,0.986918
ENSG00000131351,ENSG00000143156,0.998481
ENSG00000129245,ENSG00000162614,0.958002
ENSG00000142168,ENSG00000030110,0.980493
ENSG00000204209,ENSG00000137275,0.960454
ENSG00000135624,ENSG00000127314,0.974052
ENSG00000055130,ENSG00000163960,0.98936
ENSG00000196498,ENSG00000141027,0.999564
ENSG00000166200,ENSG00000169727,0.969866
ENSG00000004487,ENSG00000187778,0.974153
ENSG00000141027,ENSG00000136854,0.985581
ENSG00000089280,ENSG00000172062,0.992641
ENSG00000105323,ENSG00000143368,0.97937
ENSG00000131051,ENSG00000063244,0.998377
ENSG00000129084,ENSG00000077522,0.965567
ENSG00000213585,ENSG00000263528,0.99496
ENSG00000104738,ENSG00000096401,0.971624
ENSG00000166949,ENSG00000072062,0.984625
ENSG00000161609,ENSG00000117758,0.960817
ENSG00000139437,ENSG00000095066,0.987904
ENSG00000008018,ENSG00000126067,0.99877
ENSG00000042429,ENSG00000160563,0.991973
ENSG00000156697,ENSG00000096746,0.976813
ENSG00000146670,ENSG00000121892,0.985994
ENSG00000171346,ENSG00000175084,0.999373
ENSG00000124762,ENSG00000088832,0.980073
ENSG00000047315,ENSG00000136997,0.955245
ENSG00000100353,ENSG00000134954,0.988325
ENSG00000187741,ENSG00000127616,0.960338
ENSG00000188581,ENSG00000213417,0.999925
ENSG00000161800,ENSG00000178999,0.977329
ENSG00000165169,ENSG00000077380,0.990402
ENSG00000110713,ENSG00000105323,0.994595
ENSG00000116251,ENSG00000112062,0.989444
ENSG00000099341,ENSG00000185627,0.999129
ENSG00000148737,ENSG00000131791,0.998003
ENSG00000127314,ENSG00000179218,0.970544
ENSG00000101266,ENSG00000142875,0.990069
ENSG00000106211,ENSG00000141510,0.995768
ENSG00000109062,ENSG00000174804,0.976764
ENSG00000105229,ENSG00000170365,0.956816
ENSG00000140859,ENSG00000061337,0.960806
ENSG00000122565,ENSG00000133247,0.983596
ENSG00000185624,ENSG00000167004,0.992808
ENSG00000204873,ENSG00000241123,0.999932
ENSG00000108671,ENSG00000101843,0.993076
ENSG00000273899,ENSG00000278463,0.980656
ENSG00000108953,ENSG00000002330,0.989464
ENSG00000135446,ENSG00000113558,0.996609
ENSG00000005339,ENSG00000130164,0.977025
ENSG00000087365,ENSG00000160201,0.999313
ENSG00000263528,ENSG00000177885,0.994593
ENSG00000095015,ENSG00000184009,0.990547
ENSG00000129315,ENSG00000186834,0.989459
ENSG00000123154,ENSG00000126945,0.96402
ENSG00000139531,ENSG00000101624,0.965627
ENSG00000204873,ENSG00000212899,0.999921
ENSG00000105374,ENSG00000141434,0.987331
ENSG00000124762,ENSG00000026025,0.99488
ENSG00000108840,ENSG00000170296,0.991846
ENSG00000104825,ENSG00000080824,0.978079
ENSG00000172977,ENSG00000142676,0.975657
ENSG00000115053,ENSG00000104825,0.961984
ENSG00000204873,ENSG00000254997,0.999945
ENSG00000158560,ENSG00000125898,0.970666
ENSG00000121892,ENSG00000187837,0.991344
ENSG00000037042,ENSG00000144021,0.999253
ENSG00000161547,ENSG00000160201,0.992551
ENSG00000108417,ENSG00000127445,0.959231
ENSG00000183431,ENSG00000189091,0.999815
ENSG00000100393,ENSG00000078900,0.998849
ENSG00000104833,ENSG00000269335,0.988035
ENSG00000141027,ENSG00000126368,0.982692
ENSG00000109685,ENSG00000135679,0.996042
ENSG00000130159,ENSG00000198265,0.965684
ENSG00000080986,ENSG00000117650,0.99625
ENSG00000113575,ENSG00000269335,0.983676
ENSG00000010810,ENSG00000115904,0.98439
ENSG00000080561,ENSG00000204889,0.993953
ENSG00000135363,ENSG00000131737,0.981805
ENSG00000144028,ENSG00000144021,0.978597
ENSG00000004487,ENSG00000104964,0.988864
ENSG00000269335,ENSG00000166501,0.988658
ENSG00000101624,ENSG00000110367,0.97653
ENSG00000104365,ENSG00000005339,0.986363
ENSG00000196224,ENSG00000204873,0.999929
ENSG00000104142,ENSG00000215305,0.998575
ENSG00000066468,ENSG00000120913,0.964597
ENSG00000196781,ENSG00000204435,0.987181
ENSG00000254087,ENSG00000166068,0.992462
ENSG00000171135,ENSG00000105701,0.971187
ENSG00000094916,ENSG00000141551,0.958967
ENSG00000105221,ENSG00000143379,0.973593
ENSG00000096717,ENSG00000104320,0.999132
ENSG00000187766,ENSG00000124074,0.995563
ENSG00000134308,ENSG00000137486,0.984801
ENSG00000151461,ENSG00000118181,0.965027
ENSG00000151332,ENSG00000166508,0.967628
ENSG00000263528,ENSG00000144566,0.997399
ENSG00000197694,ENSG00000109320,0.982116
ENSG00000244362,ENSG00000058404,0.979126
ENSG00000082701,ENSG00000170365,0.990499
ENSG00000115966,ENSG00000125740,0.991427
ENSG00000100138,ENSG00000083635,0.989746
ENSG00000004487,ENSG00000127616,0.995921
ENSG00000015479,ENSG00000136997,0.982476
ENSG00000114062,ENSG00000164924,0.987316
ENSG00000154229,ENSG00000105397,0.984936
ENSG00000097007,ENSG00000096384,0.992142
ENSG00000168090,ENSG00000172062,0.963308
ENSG00000099901,ENSG00000206450,0.963461
ENSG00000096384,ENSG00000133805,0.986345
ENSG00000088986,ENSG00000156508,0.9607
ENSG00000147601,ENSG00000158545,0.966643
ENSG00000173039,ENSG00000148180,0.976278
ENSG00000143702,ENSG00000075945,0.998745
ENSG00000177885,ENSG00000105647,0.98286
ENSG00000137171,ENSG00000171346,0.99257
ENSG00000058404,ENSG00000243489,0.988527
ENSG00000057663,ENSG00000095066,0.981118
ENSG00000146648,ENSG00000096384,0.965387
ENSG00000105974,ENSG00000171105,0.970376
ENSG00000101413,ENSG00000153179,0.976326
ENSG00000144713,ENSG00000037241,0.997328
ENSG00000133997,ENSG00000175387,0.98193
ENSG00000020922,ENSG00000168148,0.992885
ENSG00000138109,ENSG00000114850,0.985228
ENSG00000134982,ENSG00000164924,0.989113
ENSG00000081277,ENSG00000096696,0.990968
ENSG00000173805,ENSG00000112592,0.981138
ENSG00000254087,ENSG00000142192,0.983399
ENSG00000103769,ENSG00000135631,0.997022
ENSG00000275713,ENSG00000137309,0.969709
ENSG00000141646,ENSG00000171681,0.986185
ENSG00000165119,ENSG00000124762,0.996893
ENSG00000092199,ENSG00000149187,0.99746
ENSG00000198898,ENSG00000175203,0.969273
ENSG00000100030,ENSG00000129084,0.992219
ENSG00000198010,ENSG00000244537,0.999892
ENSG00000147155,ENSG00000114353,0.958216
ENSG00000008018,ENSG00000244362,0.978733
ENSG00000169398,ENSG00000140682,0.964951
ENSG00000105048,ENSG00000101004,0.97882
ENSG00000142937,ENSG00000183735,0.989533
ENSG00000166226,ENSG00000183735,0.961584
ENSG00000093000,ENSG00000168148,0.968835
ENSG00000166848,ENSG00000165119,0.99434
ENSG00000100393,ENSG00000177885,0.987319
ENSG00000176105,ENSG00000050820,0.974887
ENSG00000102081,ENSG00000147274,0.968967
ENSG00000076242,ENSG00000084207,0.983764
ENSG00000166595,ENSG00000106211,0.973011
ENSG00000113580,ENSG00000108094,0.988298
ENSG00000141564,ENSG00000177169,0.956342
ENSG00000086159,ENSG00000240583,0.958844
ENSG00000151729,ENSG00000099968,0.970098
ENSG00000104897,ENSG00000122566,0.999151
ENSG00000186350,ENSG00000173039,0.991549
ENSG00000269335,ENSG00000101608,0.996125
ENSG00000128272,ENSG00000138794,0.97732
ENSG00000205937,ENSG00000115524,0.998215
ENSG00000175387,ENSG00000150991,0.950795
ENSG00000141480,ENSG00000132842,0.961883
ENSG00000175416,ENSG00000122705,0.999907
ENSG00000135679,ENSG00000100567,0.950372
ENSG00000111319,ENSG00000166828,0.998965
ENSG00000096384,ENSG00000141639,0.973038
ENSG00000125753,ENSG00000111229,0.991869
ENSG00000114062,ENSG00000119508,0.957118
ENSG00000079999,ENSG00000269335,0.979956
ENSG00000177084,ENSG00000136997,0.992345
ENSG00000186318,ENSG00000115310,0.968588
ENSG00000124181,ENSG00000165731,0.977873
ENSG00000138814,ENSG00000101557,0.971938
ENSG00000149636,ENSG00000096155,0.956248
ENSG00000177885,ENSG00000079805,0.994951
ENSG00000096968,ENSG00000012048,0.990508
ENSG00000177463,ENSG00000004487,0.998686
ENSG00000005893,ENSG00000124357,0.998858
ENSG00000101349,ENSG00000070831,0.961928
ENSG00000133083,ENSG00000151276,0.968377
ENSG00000148660,ENSG00000058404,0.993425
ENSG00000124762,ENSG00000162924,0.99277
ENSG00000006194,ENSG00000143156,0.996849
ENSG00000104897,ENSG00000129351,0.980396
ENSG00000140443,ENSG00000135679,0.979254
ENSG00000115524,ENSG00000170365,0.953119
ENSG00000168036,ENSG00000131095,0.987725
ENSG00000124762,ENSG00000066427,0.96005
ENSG00000189403,ENSG00000132604,0.993635
ENSG00000084093,ENSG00000184678,0.98194
ENSG00000172531,ENSG00000078304,0.993349
ENSG00000099995,ENSG00000170515,0.98979
ENSG00000159217,ENSG00000082701,0.991501
ENSG00000179941,ENSG00000173226,0.999581
ENSG00000140575,ENSG00000136997,0.97709
ENSG00000147010,ENSG00000185624,0.962763
ENSG00000213639,ENSG00000012048,0.963753
ENSG00000186298,ENSG00000012048,0.987646
ENSG00000134243,ENSG00000100083,0.978516
ENSG00000165119,ENSG00000120688,0.989867
ENSG00000112237,ENSG00000171401,0.997209
ENSG00000183311,ENSG00000162924,0.953645
ENSG00000105568,ENSG00000146535,0.963873
ENSG00000161960,ENSG00000106682,0.999295
ENSG00000112081,ENSG00000161547,0.96869
ENSG00000123374,ENSG00000134086,0.990678
ENSG00000169439,ENSG00000008735,0.989457
ENSG00000129351,ENSG00000168066,0.979863
ENSG00000096070,ENSG00000160789,0.956335
ENSG00000147642,ENSG00000074054,0.984596
ENSG00000119487,ENSG00000008130,0.976383
ENSG00000185104,ENSG00000124762,0.996572
ENSG00000068024,ENSG00000101224,0.996952
ENSG00000135250,ENSG00000111786,0.976292
ENSG00000177733,ENSG00000165119,0.988956
ENSG00000132341,ENSG00000175387,0.997433
ENSG00000196498,ENSG00000107262,0.981718
ENSG00000100764,ENSG00000100519,0.990846
ENSG00000135341,ENSG00000074800,0.996867
ENSG00000196924,ENSG00000135341,0.979483
ENSG00000134982,ENSG00000171401,0.996547
ENSG00000103266,ENSG00000142208,0.986937
ENSG00000187766,ENSG00000204571,0.999928
ENSG00000179841,ENSG00000138814,0.955218
ENSG00000146648,ENSG00000107295,0.987376
ENSG00000131016,ENSG00000113448,0.9736
ENSG00000092820,ENSG00000175104,0.997524
ENSG00000108551,ENSG00000108395,0.952709
ENSG00000087365,ENSG00000204560,0.982775
ENSG00000135250,ENSG00000100650,0.994166
ENSG00000141510,ENSG00000123080,0.979666
ENSG00000100906,ENSG00000150991,0.98367
ENSG00000144580,ENSG00000090905,0.967145
ENSG00000153187,ENSG00000104897,0.998944
ENSG00000172977,ENSG00000196628,0.997376
ENSG00000114302,ENSG00000105974,0.990294
ENSG00000264364,ENSG00000046651,0.991357
ENSG00000124766,ENSG00000141510,0.950712
ENSG00000132912,ENSG00000131966,0.987095
ENSG00000089356,ENSG00000125991,0.968356
ENSG00000186298,ENSG00000112576,0.986166
ENSG00000274997,ENSG00000187837,0.983909
ENSG00000166333,ENSG00000128602,0.972742
ENSG00000196591,ENSG00000175387,0.997624
ENSG00000123374,ENSG00000147162,0.98606
ENSG00000213417,ENSG00000212721,0.999914
ENSG00000184056,ENSG00000006715,0.99852
ENSG00000184047,ENSG00000206450,0.969097
ENSG00000118689,ENSG00000005339,0.995069
ENSG00000251322,ENSG00000161681,0.999129
ENSG00000125691,ENSG00000067182,0.965824
ENSG00000239836,ENSG00000136930,0.996653
ENSG00000103126,ENSG00000136436,0.9587
ENSG00000135446,ENSG00000072501,0.998525
ENSG00000126070,ENSG00000100354,0.950731
ENSG00000113734,ENSG00000106089,0.961556
ENSG00000105369,ENSG00000049245,0.963798
ENSG00000197386,ENSG00000100151,0.976267
ENSG00000033800,ENSG00000141510,0.997964
ENSG00000196628,ENSG00000127445,0.973101
ENSG00000126016,ENSG00000140750,0.992184
ENSG00000137575,ENSG00000061273,0.96388
ENSG00000125991,ENSG00000168899,0.960549
ENSG00000120948,ENSG00000204842,0.992102
ENSG00000166913,ENSG00000164045,0.982268
ENSG00000080815,ENSG00000130203,0.981764
ENSG00000123358,ENSG00000100784,0.984725
ENSG00000141510,ENSG00000168214,0.997708
ENSG00000266094,ENSG00000068028,0.988414
ENSG00000171791,ENSG00000104081,0.970626
ENSG00000158022,ENSG00000155657,0.963684
ENSG00000198242,ENSG00000175104,0.993895
ENSG00000169062,ENSG00000125351,0.994057
ENSG00000189060,ENSG00000187837,0.993954
ENSG00000187766,ENSG00000110367,0.987958
ENSG00000057663,ENSG00000085978,0.999986
ENSG00000178568,ENSG00000075711,0.98464
ENSG00000124942,ENSG00000083520,0.958409
ENSG00000169083,ENSG00000175792,0.972528
ENSG00000134086,ENSG00000115414,0.977794
ENSG00000129084,ENSG00000008018,0.995827
ENSG00000185624,ENSG00000205439,0.960885
ENSG00000196504,ENSG00000105229,0.988573
ENSG00000183853,ENSG00000104067,0.99393
ENSG00000175387,ENSG00000099341,0.982432
ENSG00000168036,ENSG00000145675,0.989877
ENSG00000090487,ENSG00000085365,0.974959
ENSG00000168899,ENSG00000086159,0.969312
ENSG00000114062,ENSG00000179262,0.990043
ENSG00000173039,ENSG00000089280,0.996846
ENSG00000117758,ENSG00000169446,0.988925
ENSG00000166851,ENSG00000166167,0.98534
ENSG00000132155,ENSG00000100353,0.976338
ENSG00000141367,ENSG00000100906,0.992761
ENSG00000165792,ENSG00000143368,0.966515
ENSG00000129084,ENSG00000041357,0.998538
ENSG00000138834,ENSG00000167461,0.970338
ENSG00000135341,ENSG00000166949,0.990007
ENSG00000205937,ENSG00000007392,0.972982
ENSG00000124193,ENSG00000096063,0.973809
ENSG00000181222,ENSG00000196235,0.998012
ENSG00000179941,ENSG00000008735,0.972492
ENSG00000103769,ENSG00000146648,0.99288
ENSG00000100519,ENSG00000159352,0.990907
ENSG00000140368,ENSG00000163682,0.959767
ENSG00000135250,ENSG00000137168,0.968544
ENSG00000073282,ENSG00000141510,0.998274
ENSG00000166167,ENSG00000166483,0.976389
ENSG00000146648,ENSG00000165025,0.993326
ENSG00000105647,ENSG00000168610,0.984968
ENSG00000177791,ENSG00000248746,0.96734
ENSG00000067182,ENSG00000146648,0.994244
ENSG00000188846,ENSG00000174444,0.99631
ENSG00000135486,ENSG00000122026,0.984681
ENSG00000107175,ENSG00000177606,0.986789
ENSG00000187778,ENSG00000114416,0.985751
ENSG00000120438,ENSG00000156261,0.980414
ENSG00000137076,ENSG00000136754,0.955753
ENSG00000135250,ENSG00000090238,0.992139
ENSG00000188486,ENSG00000012048,0.997249
ENSG00000254997,ENSG00000212721,0.999934
ENSG00000124788,ENSG00000175029,0.983474
ENSG00000121931,ENSG00000188976,0.970718
ENSG00000102893,ENSG00000044446,0.999359
ENSG00000164924,ENSG00000158402,0.952807
ENSG00000141736,ENSG00000100614,0.992634
ENSG00000137168,ENSG00000189091,0.999992
ENSG00000110955,ENSG00000172062,0.95476
ENSG00000122565,ENSG00000147548,0.990585
ENSG00000072062,ENSG00000142208,0.994184
ENSG00000150093,ENSG00000145675,0.97394
ENSG00000204104,ENSG00000275713,0.959458
ENSG00000111057,ENSG00000140463,0.985073
ENSG00000123374,ENSG00000148180,0.991881
ENSG00000164332,ENSG00000166925,0.963459
ENSG00000204104,ENSG00000160299,0.974009
ENSG00000117399,ENSG00000168646,0.955601
ENSG00000183304,ENSG00000196504,0.984297
ENSG00000073050,ENSG00000188486,0.973883
ENSG00000167005,ENSG00000103152,0.978412
ENSG00000186977,ENSG00000177885,0.991147
ENSG00000103018,ENSG00000175104,0.958043
ENSG00000099968,ENSG00000204490,0.979252
ENSG00000064012,ENSG00000163558,0.985093
ENSG00000166501,ENSG00000123143,0.962015
ENSG00000023287,ENSG00000085978,0.999424
ENSG00000188486,ENSG00000130816,0.996103
ENSG00000171396,ENSG00000244537,0.999934
ENSG00000100348,ENSG00000175197,0.992805
ENSG00000133392,ENSG00000108055,0.969663
ENSG00000198286,ENSG00000065675,0.969926
ENSG00000166851,ENSG00000116679,0.985242
ENSG00000141510,ENSG00000114062,0.994873
ENSG00000151247,ENSG00000070756,0.976487
ENSG00000135679,ENSG00000085832,0.996669
ENSG00000198271,ENSG00000171396,0.999933
ENSG00000119599,ENSG00000090273,0.990074
ENSG00000175203,ENSG00000104671,0.998305
ENSG00000185591,ENSG00000197122,0.960641
ENSG00000111725,ENSG00000135316,0.951137
ENSG00000147601,ENSG00000277586,0.953065
ENSG00000215301,ENSG00000162231,0.957591
ENSG00000185479,ENSG00000171401,0.999817
ENSG00000204889,ENSG00000166037,0.980377
ENSG00000096384,ENSG00000137275,0.992958
ENSG00000125870,ENSG00000176903,0.961493
ENSG00000139437,ENSG00000131737,0.999916
ENSG00000205937,ENSG00000144028,0.965401
ENSG00000128245,ENSG00000108953,0.988057
ENSG00000196792,ENSG00000115808,0.970483
ENSG00000169083,ENSG00000134954,0.988998
ENSG00000163931,ENSG00000034713,0.981846
ENSG00000206450,ENSG00000162521,0.991738
ENSG00000156709,ENSG00000198909,0.989101
ENSG00000131467,ENSG00000205937,0.984653
ENSG00000123154,ENSG00000174231,0.99256
ENSG00000188581,ENSG00000241598,0.999914
ENSG00000187021,ENSG00000185499,0.991014
ENSG00000094796,ENSG00000178741,0.960428
ENSG00000186298,ENSG00000121022,0.950163
ENSG00000168148,ENSG00000142611,0.967787
ENSG00000143761,ENSG00000136997,0.973957
ENSG00000092098,ENSG00000239886,0.992188
ENSG00000169083,ENSG00000105810,0.993574
ENSG00000132938,ENSG00000068024,0.979477
ENSG00000196591,ENSG00000166851,0.998129
ENSG00000164104,ENSG00000169564,0.955882
ENSG00000142208,ENSG00000101966,0.970655
ENSG00000204843,ENSG00000132604,0.964368
ENSG00000182473,ENSG00000162946,0.977786
ENSG00000167193,ENSG00000160691,0.965042
ENSG00000124074,ENSG00000076242,0.98654
ENSG00000165731,ENSG00000146648,0.989686
ENSG00000138279,ENSG00000138029,0.960671
ENSG00000104897,ENSG00000084072,0.996277
ENSG00000143198,ENSG00000049245,0.981805
ENSG00000131791,ENSG00000111725,0.999399
ENSG00000156970,ENSG00000086827,0.994593
ENSG00000086827,ENSG00000158560,0.98903
ENSG00000164362,ENSG00000126767,0.987392
ENSG00000111057,ENSG00000160691,0.988872
ENSG00000275714,ENSG00000146648,0.98707
ENSG00000184702,ENSG00000141027,0.987834
ENSG00000143514,ENSG00000172531,0.987488
ENSG00000142208,ENSG00000005339,0.995533
ENSG00000179455,ENSG00000135679,0.988118
ENSG00000131051,ENSG00000138398,0.978151
ENSG00000072062,ENSG00000173039,0.989897
ENSG00000171311,ENSG00000030066,0.974456
ENSG00000102081,ENSG00000138081,0.974025
ENSG00000169062,ENSG00000141543,0.996331
ENSG00000077380,ENSG00000007168,0.995212
ENSG00000091483,ENSG00000177885,0.989641
ENSG00000076604,ENSG00000130695,0.958312
ENSG00000085733,ENSG00000196396,0.953145
ENSG00000097007,ENSG00000145675,0.990038
ENSG00000185627,ENSG00000159352,0.998117
ENSG00000020922,ENSG00000188486,0.999592
ENSG00000101843,ENSG00000165916,0.99861
ENSG00000133997,ENSG00000042429,0.98995
ENSG00000162244,ENSG00000105723,0.982419
ENSG00000075624,ENSG00000188486,0.994432
ENSG00000176046,ENSG00000162909,0.961444
ENSG00000135486,ENSG00000122566,0.999948
ENSG00000116903,ENSG00000085733,0.989666
ENSG00000127824,ENSG00000114353,0.98858
ENSG00000187766,ENSG00000155660,0.96126
ENSG00000144028,ENSG00000060688,0.999441
ENSG00000132912,ENSG00000132938,0.987328
ENSG00000165792,ENSG00000132938,0.97615
ENSG00000241123,ENSG00000136158,0.981833
ENSG00000185722,ENSG00000144566,0.976063
ENSG00000141646,ENSG00000033800,0.996601
ENSG00000094796,ENSG00000162409,0.977967
ENSG00000117222,ENSG00000099381,0.99733
ENSG00000105974,ENSG00000111679,0.967103
ENSG00000162946,ENSG00000126214,0.979039
ENSG00000241123,ENSG00000171396,0.999931
ENSG00000127616,ENSG00000168148,0.994103
ENSG00000131791,ENSG00000176903,0.959707
ENSG00000120075,ENSG00000196391,0.955819
ENSG00000185359,ENSG00000094796,0.96308
ENSG00000149311,ENSG00000097007,0.98763
ENSG00000096384,ENSG00000145349,0.992335
ENSG00000170345,ENSG00000146592,0.987681
ENSG00000146425,ENSG00000264364,0.996905
ENSG00000175104,ENSG00000145907,0.953202
ENSG00000006125,ENSG00000116288,0.97547
ENSG00000171720,ENSG00000157500,0.977192
ENSG00000187272,ENSG00000110446,0.961325
ENSG00000160293,ENSG00000105976,0.97043
ENSG00000168610,ENSG00000117748,0.960635
ENSG00000183386,ENSG00000150457,0.985345
ENSG00000213417,ENSG00000187778,0.988592
ENSG00000175387,ENSG00000170345,0.972312
ENSG00000150753,ENSG00000114127,0.957648
ENSG00000137574,ENSG00000105202,0.989232
ENSG00000108946,ENSG00000175387,0.988791
ENSG00000117569,ENSG00000011304,0.964943
ENSG00000010810,ENSG00000169398,0.990489
ENSG00000160789,ENSG00000025434,0.956682
ENSG00000165731,ENSG00000100030,0.993204
ENSG00000117569,ENSG00000138668,0.99333
ENSG00000077782,ENSG00000065361,0.994575
ENSG00000133997,ENSG00000142676,0.955207
ENSG00000167461,ENSG00000145335,0.993446
ENSG00000072501,ENSG00000101146,0.956858
ENSG00000183207,ENSG00000100811,0.985131
ENSG00000175792,ENSG00000100811,0.984281
ENSG00000130726,ENSG00000170004,0.977942
ENSG00000177885,ENSG00000138814,0.982053
ENSG00000251322,ENSG00000108819,0.975386
ENSG00000108671,ENSG00000196781,0.971709
ENSG00000129465,ENSG00000184009,0.965209
ENSG00000179950,ENSG00000169217,0.966859
ENSG00000141570,ENSG00000131737,0.987466
ENSG00000203814,ENSG00000184357,0.969945
ENSG00000254087,ENSG00000125733,0.967442
ENSG00000126458,ENSG00000145675,0.954997
ENSG00000157542,ENSG00000189058,0.96332
ENSG00000067225,ENSG00000102882,0.957378
ENSG00000067225,ENSG00000173039,0.985068
ENSG00000096717,ENSG00000105810,0.986232
ENSG00000107643,ENSG00000109971,0.983482
ENSG00000101367,ENSG00000163539,0.978148
ENSG00000171346,ENSG00000075292,0.959843
ENSG00000196730,ENSG00000097007,0.974113
ENSG00000206560,ENSG00000165119,0.983332
ENSG00000185624,ENSG00000254997,0.961179
ENSG00000099956,ENSG00000131791,0.995558
ENSG00000077279,ENSG00000132938,0.974627
ENSG00000137822,ENSG00000150753,0.997224
ENSG00000129084,ENSG00000165280,0.998549
ENSG00000123358,ENSG00000014138,0.985029
ENSG00000051180,ENSG00000026025,0.950007
ENSG00000184678,ENSG00000184357,0.971713
ENSG00000137168,ENSG00000135486,0.999983
ENSG00000127993,ENSG00000117748,0.951231
ENSG00000196628,ENSG00000141510,0.980515
ENSG00000100348,ENSG00000116752,0.994779
ENSG00000186350,ENSG00000072133,0.979072
ENSG00000164924,ENSG00000111057,0.988211
ENSG00000197142,ENSG00000107175,0.981407
ENSG00000197063,ENSG00000185022,0.996567
ENSG00000137154,ENSG00000095015,0.989982
ENSG00000077522,ENSG00000251322,0.984695
ENSG00000266094,ENSG00000204889,0.983133
ENSG00000196586,ENSG00000134982,0.983171
ENSG00000130956,ENSG00000026025,0.952954
ENSG00000105401,ENSG00000118515,0.971065
ENSG00000115641,ENSG00000103653,0.980293
ENSG00000147010,ENSG00000146648,0.99543
ENSG00000101182,ENSG00000143106,0.998157
ENSG00000136997,ENSG00000204843,0.997921
ENSG00000244537,ENSG00000204103,0.992166
ENSG00000164924,ENSG00000253729,0.972964
ENSG00000125835,ENSG00000123349,0.951466
ENSG00000173039,ENSG00000184009,0.981231
ENSG00000005339,ENSG00000187109,0.996377
ENSG00000198909,ENSG00000146648,0.982861
ENSG00000198563,ENSG00000063978,0.984446
ENSG00000244537,ENSG00000182591,0.999917
ENSG00000073111,ENSG00000105656,0.993837
ENSG00000123374,ENSG00000172531,0.996743
ENSG00000196419,ENSG00000141510,0.994022
ENSG00000109971,ENSG00000006062,0.986742
ENSG00000103126,ENSG00000072803,0.991546
ENSG00000177674,ENSG00000143198,0.974189
ENSG00000173110,ENSG00000162924,0.958618
ENSG00000108561,ENSG00000162924,0.993457
ENSG00000137486,ENSG00000100614,0.963976
ENSG00000137486,ENSG00000138032,0.967884
ENSG00000101945,ENSG00000115738,0.993514
ENSG00000140941,ENSG00000158560,0.984196
ENSG00000100151,ENSG00000170264,0.990308
ENSG00000118046,ENSG00000174775,0.968262
ENSG00000175166,ENSG00000013275,0.999658
ENSG00000164305,ENSG00000006062,0.979581
ENSG00000101361,ENSG00000083635,0.995913
ENSG00000136717,ENSG00000177885,0.981854
ENSG00000137312,ENSG00000140463,0.969633
ENSG00000127191,ENSG00000179455,0.981593
ENSG00000108654,ENSG00000104897,0.999604
ENSG00000101266,ENSG00000096717,0.998536
ENSG00000187475,ENSG00000273703,0.988253
ENSG00000135338,ENSG00000264364,0.997034
ENSG00000149480,ENSG00000170004,0.999717
ENSG00000148180,ENSG00000185345,0.958605
ENSG00000183230,ENSG00000173801,0.995278
ENSG00000169446,ENSG00000168958,0.951455
ENSG00000067369,ENSG00000188486,0.999637
ENSG00000139112,ENSG00000272804,0.998164
ENSG00000160201,ENSG00000096063,0.993058
ENSG00000124216,ENSG00000150457,0.970556
ENSG00000136238,ENSG00000196465,0.983796
ENSG00000171791,ENSG00000108179,0.998161
ENSG00000133083,ENSG00000050405,0.968359
ENSG00000170365,ENSG00000133997,0.968895
ENSG00000102003,ENSG00000101152,0.98699
ENSG00000110801,ENSG00000151461,0.965042
ENSG00000005893,ENSG00000141510,0.989512
ENSG00000082701,ENSG00000067606,0.987017
ENSG00000145220,ENSG00000105323,0.989983
ENSG00000106211,ENSG00000124006,0.979709
ENSG00000127922,ENSG00000167005,0.970527
ENSG00000197386,ENSG00000167193,0.987624
ENSG00000142192,ENSG00000137486,0.983029
ENSG00000075413,ENSG00000104365,0.981474
ENSG00000182473,ENSG00000110107,0.960102
ENSG00000168036,ENSG00000130402,0.991151
ENSG00000171720,ENSG00000115524,0.987505
ENSG00000136997,ENSG00000136824,0.982003
ENSG00000117560,ENSG00000150672,0.971887
ENSG00000138794,ENSG00000077721,0.964766
ENSG00000186930,ENSG00000186977,0.999716
ENSG00000164924,ENSG00000179218,0.987718
ENSG00000184260,ENSG00000168148,0.992422
ENSG00000162231,ENSG00000204889,0.963676
ENSG00000070808,ENSG00000142192,0.995167
ENSG00000105607,ENSG00000130159,0.984115
ENSG00000100902,ENSG00000163636,0.989877
ENSG00000143569,ENSG00000129245,0.999078
ENSG00000162924,ENSG00000113916,0.991685
ENSG00000206450,ENSG00000167193,0.992897
ENSG00000088888,ENSG00000136436,0.96898
ENSG00000147647,ENSG00000174775,0.953623
ENSG00000258947,ENSG00000162946,0.988396
ENSG00000004975,ENSG00000161203,0.969774
ENSG00000110700,ENSG00000171863,0.999311
ENSG00000139618,ENSG00000115053,0.964316
ENSG00000125753,ENSG00000137218,0.969653
ENSG00000101558,ENSG00000147155,0.978517
ENSG00000139112,ENSG00000085978,0.998334
ENSG00000060688,ENSG00000108883,0.999314
ENSG00000263528,ENSG00000132646,0.991034
ENSG00000115641,ENSG00000185591,0.963727
ENSG00000153707,ENSG00000146648,0.963535
ENSG00000143799,ENSG00000063978,0.978071
ENSG00000141736,ENSG00000120899,0.9832
ENSG00000076604,ENSG00000110395,0.989144
ENSG00000122126,ENSG00000122705,0.976583
ENSG00000142192,ENSG00000132535,0.999206
