Gene1,Gene2,Score
ENSG00000099917,ENSG00000042429,0.965006
ENSG00000100462,ENSG00000126070,0.955142
ENSG00000100324,ENSG00000126070,0.977472
ENSG00000126070,ENSG00000132109,0.961505
ENSG00000134698,ENSG00000109971,0.956821
ENSG00000113648,ENSG00000196591,0.998833
ENSG00000168148,ENSG00000196363,0.974932
ENSG00000168148,ENSG00000117222,0.975286
ENSG00000118058,ENSG00000168148,0.996921
ENSG00000198400,ENSG00000110395,0.983095
ENSG00000010610,ENSG00000108424,0.954893
ENSG00000196549,ENSG00000010610,0.986213
ENSG00000096384,ENSG00000010610,0.971012
ENSG00000109971,ENSG00000010610,0.995887
ENSG00000010610,ENSG00000144381,0.987058
ENSG00000010610,ENSG00000026025,0.991832
ENSG00000114353,ENSG00000010610,0.995093
ENSG00000010610,ENSG00000165637,0.99251
ENSG00000010610,ENSG00000213585,0.994259
ENSG00000010610,ENSG00000078668,0.992741
ENSG00000010610,ENSG00000167085,0.970797
ENSG00000145604,ENSG00000081377,0.98992
ENSG00000080824,ENSG00000186716,0.987141
ENSG00000180182,ENSG00000042429,0.998168
ENSG00000160563,ENSG00000180182,0.982761
ENSG00000113916,ENSG00000135100,0.95196
ENSG00000112242,ENSG00000113916,0.98811
ENSG00000113916,ENSG00000127616,0.955431
ENSG00000147010,ENSG00000185359,0.986689
ENSG00000104067,ENSG00000072110,0.99676
ENSG00000181163,ENSG00000134308,0.984854
ENSG00000026025,ENSG00000134308,0.992637
ENSG00000134308,ENSG00000160789,0.979609
ENSG00000134308,ENSG00000100345,0.98506
ENSG00000134308,ENSG00000107796,0.95097
ENSG00000134308,ENSG00000184009,0.986713
ENSG00000075624,ENSG00000134308,0.998701
ENSG00000137267,ENSG00000134308,0.975868
ENSG00000134308,ENSG00000170421,0.974943
ENSG00000253729,ENSG00000134308,0.985466
ENSG00000167553,ENSG00000134308,0.980206
ENSG00000196549,ENSG00000109062,0.983084
ENSG00000078808,ENSG00000196549,0.958874
ENSG00000196549,ENSG00000165637,0.984225
ENSG00000196549,ENSG00000100345,0.995258
ENSG00000198836,ENSG00000196549,0.968275
ENSG00000036257,ENSG00000186625,0.961777
ENSG00000117360,ENSG00000110107,0.991706
ENSG00000174231,ENSG00000117360,0.999728
ENSG00000174231,ENSG00000150991,0.965967
ENSG00000187555,ENSG00000149554,0.991427
ENSG00000141510,ENSG00000112742,0.996843
ENSG00000120948,ENSG00000165280,0.994175
ENSG00000082898,ENSG00000100225,0.95229
ENSG00000104365,ENSG00000055130,0.992136
ENSG00000269335,ENSG00000055130,0.996903
ENSG00000269335,ENSG00000166167,0.994699
ENSG00000104365,ENSG00000177606,0.988546
ENSG00000142208,ENSG00000145604,0.990654
ENSG00000039068,ENSG00000070831,0.986476
ENSG00000136869,ENSG00000183735,0.967649
ENSG00000136869,ENSG00000175104,0.979987
ENSG00000109971,ENSG00000136869,0.99281
ENSG00000136869,ENSG00000067606,0.970378
ENSG00000184216,ENSG00000239732,0.980484
ENSG00000239732,ENSG00000175104,0.985288
ENSG00000239732,ENSG00000109971,0.989608
ENSG00000197122,ENSG00000239732,0.987428
ENSG00000175104,ENSG00000103266,0.990416
ENSG00000103266,ENSG00000197122,0.981357
ENSG00000076248,ENSG00000167986,0.9648
ENSG00000141510,ENSG00000171863,0.951957
ENSG00000146047,ENSG00000184260,0.99847
ENSG00000184260,ENSG00000275714,0.983998
ENSG00000275714,ENSG00000270647,0.967471
ENSG00000149480,ENSG00000004487,0.998039
ENSG00000105568,ENSG00000135446,0.996263
ENSG00000160789,ENSG00000102974,0.961824
ENSG00000164032,ENSG00000102974,0.957136
ENSG00000130294,ENSG00000125686,0.962831
ENSG00000168148,ENSG00000106462,0.967006
ENSG00000141837,ENSG00000072832,0.95849
ENSG00000065361,ENSG00000135679,0.982431
ENSG00000065361,ENSG00000142208,0.969741
ENSG00000108840,ENSG00000102054,0.985478
ENSG00000108840,ENSG00000162521,0.997688
ENSG00000149480,ENSG00000108840,0.995718
ENSG00000105287,ENSG00000108840,0.985155
ENSG00000253729,ENSG00000108840,0.958871
ENSG00000108840,ENSG00000141510,0.996799
ENSG00000131051,ENSG00000108840,0.99844
ENSG00000122566,ENSG00000108840,0.956862
ENSG00000108840,ENSG00000168148,0.993857
ENSG00000113522,ENSG00000108840,0.950458
ENSG00000187555,ENSG00000108840,0.99598
ENSG00000108840,ENSG00000172534,0.988485
ENSG00000108840,ENSG00000175792,0.976997
ENSG00000108840,ENSG00000090273,0.96435
ENSG00000108671,ENSG00000108840,0.994336
ENSG00000170312,ENSG00000108840,0.989276
ENSG00000101266,ENSG00000108840,0.993115
ENSG00000196363,ENSG00000108840,0.990031
ENSG00000108840,ENSG00000072501,0.994375
ENSG00000132646,ENSG00000108840,0.955512
ENSG00000147604,ENSG00000108840,0.963515
ENSG00000108840,ENSG00000189091,0.957061
ENSG00000108840,ENSG00000198755,0.987392
ENSG00000108840,ENSG00000134333,0.9624
ENSG00000169813,ENSG00000108840,0.967405
ENSG00000108840,ENSG00000167986,0.996387
ENSG00000108840,ENSG00000213585,0.990421
ENSG00000175470,ENSG00000108840,0.953407
ENSG00000108840,ENSG00000130726,0.95593
ENSG00000108840,ENSG00000130402,0.969599
ENSG00000108840,ENSG00000080824,0.970636
ENSG00000185624,ENSG00000108840,0.962054
ENSG00000138095,ENSG00000108840,0.955934
ENSG00000165637,ENSG00000108840,0.988466
ENSG00000108840,ENSG00000067225,0.973257
ENSG00000108840,ENSG00000129083,0.965469
ENSG00000141543,ENSG00000108840,0.961978
ENSG00000108840,ENSG00000104738,0.969639
ENSG00000135624,ENSG00000108840,0.992257
ENSG00000198563,ENSG00000108840,0.978256
ENSG00000108840,ENSG00000073111,0.985311
ENSG00000136628,ENSG00000108840,0.952453
ENSG00000175390,ENSG00000108840,0.975262
ENSG00000183207,ENSG00000108840,0.977335
ENSG00000108840,ENSG00000174231,0.987755
ENSG00000141367,ENSG00000108840,0.979868
ENSG00000108883,ENSG00000108840,0.99201
ENSG00000108840,ENSG00000196419,0.956617
ENSG00000082898,ENSG00000108840,0.974023
ENSG00000108424,ENSG00000108840,0.966056
ENSG00000108840,ENSG00000138668,0.962729
ENSG00000143621,ENSG00000108840,0.95182
ENSG00000096401,ENSG00000108840,0.978121
ENSG00000142534,ENSG00000108840,0.959656
ENSG00000108840,ENSG00000122406,0.991689
ENSG00000172531,ENSG00000108840,0.994977
ENSG00000147140,ENSG00000108840,0.970386
ENSG00000108840,ENSG00000079785,0.970962
ENSG00000108840,ENSG00000070756,0.990568
ENSG00000100297,ENSG00000108840,0.980762
ENSG00000116560,ENSG00000108840,0.976422
ENSG00000108840,ENSG00000143799,0.955656
ENSG00000159217,ENSG00000108840,0.97099
ENSG00000215301,ENSG00000108840,0.996079
ENSG00000108840,ENSG00000100345,0.973929
ENSG00000108840,ENSG00000135486,0.977467
ENSG00000147274,ENSG00000108840,0.957677
ENSG00000198900,ENSG00000108840,0.956363
ENSG00000134057,ENSG00000117399,0.992682
ENSG00000082805,ENSG00000104365,0.996112
ENSG00000082805,ENSG00000269335,0.977064
ENSG00000124762,ENSG00000269335,0.995225
ENSG00000138376,ENSG00000091831,0.98397
ENSG00000150991,ENSG00000165660,0.981781
ENSG00000135679,ENSG00000136807,0.995064
ENSG00000080503,ENSG00000115415,0.994153
ENSG00000080503,ENSG00000100393,0.99879
ENSG00000005339,ENSG00000080503,0.999082
ENSG00000130402,ENSG00000091831,0.962089
ENSG00000085832,ENSG00000152661,0.997443
ENSG00000012048,ENSG00000128731,0.985774
ENSG00000177889,ENSG00000128731,0.961739
ENSG00000080824,ENSG00000135679,0.989209
ENSG00000135679,ENSG00000005893,0.997869
ENSG00000185345,ENSG00000159352,0.984931
ENSG00000069869,ENSG00000198909,0.999333
ENSG00000097007,ENSG00000069869,0.990499
ENSG00000142208,ENSG00000069869,0.993677
ENSG00000069869,ENSG00000197442,0.950436
ENSG00000069869,ENSG00000108443,0.970186
ENSG00000177189,ENSG00000069869,0.965588
ENSG00000069869,ENSG00000117020,0.97952
ENSG00000066468,ENSG00000069869,0.983676
ENSG00000170881,ENSG00000198911,0.989962
ENSG00000087470,ENSG00000185345,0.960582
ENSG00000132109,ENSG00000196126,0.969995
ENSG00000082898,ENSG00000181449,0.987395
ENSG00000001626,ENSG00000069869,0.992301
ENSG00000082701,ENSG00000072310,0.956426
ENSG00000185591,ENSG00000166167,0.985476
ENSG00000005339,ENSG00000100345,0.989484
ENSG00000143632,ENSG00000100393,0.97208
ENSG00000152455,ENSG00000100307,0.984338
ENSG00000108344,ENSG00000114062,0.995203
ENSG00000131051,ENSG00000100813,0.989737
ENSG00000144028,ENSG00000131051,0.971767
ENSG00000167258,ENSG00000131051,0.975039
ENSG00000131051,ENSG00000115524,0.998593
ENSG00000100941,ENSG00000131051,0.976641
ENSG00000115875,ENSG00000131051,0.988536
ENSG00000131051,ENSG00000136450,0.997698
ENSG00000131051,ENSG00000167088,0.991984
ENSG00000131051,ENSG00000196419,0.985035
ENSG00000162191,ENSG00000165280,0.998402
ENSG00000182446,ENSG00000088833,0.950334
ENSG00000088833,ENSG00000070010,0.966895
ENSG00000088833,ENSG00000055130,0.961608
ENSG00000036257,ENSG00000088833,0.988211
ENSG00000113194,ENSG00000055130,0.964724
ENSG00000113194,ENSG00000108094,0.992342
ENSG00000185104,ENSG00000182446,0.958325
ENSG00000055130,ENSG00000185104,0.978823
ENSG00000108094,ENSG00000185104,0.983158
ENSG00000036257,ENSG00000185104,0.954456
ENSG00000163960,ENSG00000182446,0.999503
ENSG00000182446,ENSG00000162191,0.989744
ENSG00000162191,ENSG00000055130,0.992154
ENSG00000108094,ENSG00000162191,0.977479
ENSG00000175166,ENSG00000163960,0.992312
ENSG00000171862,ENSG00000101966,0.971751
ENSG00000104320,ENSG00000131462,0.976559
ENSG00000113558,ENSG00000163960,0.989037
ENSG00000163960,ENSG00000100387,0.989465
ENSG00000163960,ENSG00000134086,0.997868
ENSG00000163960,ENSG00000003096,0.984588
ENSG00000163960,ENSG00000099910,0.958738
ENSG00000167986,ENSG00000163960,0.99236
ENSG00000163960,ENSG00000159461,0.99941
ENSG00000163960,ENSG00000110330,0.992118
ENSG00000159692,ENSG00000142208,0.988071
ENSG00000161011,ENSG00000083799,0.976072
ENSG00000165916,ENSG00000141510,0.994178
ENSG00000159352,ENSG00000141510,0.996537
ENSG00000087191,ENSG00000196470,0.991454
ENSG00000196470,ENSG00000100519,0.991059
ENSG00000173163,ENSG00000108773,0.962851
ENSG00000108773,ENSG00000173039,0.999006
ENSG00000108094,ENSG00000108773,0.986211
ENSG00000168148,ENSG00000100307,0.972081
ENSG00000168148,ENSG00000141570,0.994383
ENSG00000168148,ENSG00000173894,0.970866
ENSG00000168148,ENSG00000183741,0.972308
ENSG00000135679,ENSG00000196419,0.980086
ENSG00000101361,ENSG00000167658,0.980469
ENSG00000198900,ENSG00000101361,0.993104
ENSG00000159217,ENSG00000101361,0.973374
ENSG00000101361,ENSG00000063244,0.990891
ENSG00000101361,ENSG00000167552,0.959611
ENSG00000156508,ENSG00000101361,0.953282
ENSG00000101361,ENSG00000187109,0.964029
ENSG00000143621,ENSG00000101361,0.996903
ENSG00000101361,ENSG00000135486,0.996638
ENSG00000101361,ENSG00000065978,0.989938
ENSG00000005022,ENSG00000101361,0.994379
ENSG00000101361,ENSG00000055044,0.999937
ENSG00000101361,ENSG00000135829,0.987296
ENSG00000115053,ENSG00000101361,0.99753
ENSG00000101361,ENSG00000181163,0.995453
ENSG00000101361,ENSG00000153187,0.992314
ENSG00000101361,ENSG00000174444,0.995371
ENSG00000101361,ENSG00000100316,0.992745
ENSG00000089009,ENSG00000101361,0.993134
ENSG00000101361,ENSG00000122406,0.995414
ENSG00000161016,ENSG00000101361,0.990836
ENSG00000147604,ENSG00000101361,0.992721
ENSG00000167526,ENSG00000101361,0.991592
ENSG00000142937,ENSG00000101361,0.991351
ENSG00000101361,ENSG00000198755,0.989425
ENSG00000101361,ENSG00000188846,0.988971
ENSG00000147403,ENSG00000101361,0.990029
ENSG00000101361,ENSG00000174748,0.988463
ENSG00000101361,ENSG00000163682,0.992713
ENSG00000101361,ENSG00000142541,0.962321
ENSG00000063177,ENSG00000101361,0.991635
ENSG00000101361,ENSG00000170889,0.993769
ENSG00000265681,ENSG00000101361,0.98182
ENSG00000101361,ENSG00000105640,0.995997
ENSG00000101361,ENSG00000122026,0.982438
ENSG00000101361,ENSG00000198242,0.991248
ENSG00000101361,ENSG00000142676,0.990849
ENSG00000101361,ENSG00000197958,0.99408
ENSG00000101361,ENSG00000166441,0.984304
ENSG00000105193,ENSG00000101361,0.990444
ENSG00000125691,ENSG00000101361,0.997048
ENSG00000069869,ENSG00000159352,0.987331
ENSG00000137076,ENSG00000164885,0.973575
ENSG00000172977,ENSG00000187555,0.979928
ENSG00000172977,ENSG00000132646,0.971744
ENSG00000185104,ENSG00000113558,0.975781
ENSG00000072803,ENSG00000185104,0.993796
ENSG00000099910,ENSG00000185104,0.982571
ENSG00000162191,ENSG00000099910,0.953017
ENSG00000159461,ENSG00000162191,0.98609
ENSG00000114062,ENSG00000162191,0.98482
ENSG00000115163,ENSG00000132383,0.993477
ENSG00000175221,ENSG00000275714,0.961727
ENSG00000184678,ENSG00000204256,0.965949
ENSG00000147601,ENSG00000164362,0.968693
ENSG00000124214,ENSG00000129351,0.984354
ENSG00000124214,ENSG00000258947,0.980096
ENSG00000167552,ENSG00000124214,0.960474
ENSG00000124214,ENSG00000140988,0.967569
ENSG00000142937,ENSG00000124214,0.972174
ENSG00000188846,ENSG00000124214,0.9674
ENSG00000175104,ENSG00000149311,0.951398
ENSG00000005893,ENSG00000082996,0.980807
ENSG00000082175,ENSG00000012048,0.98518
ENSG00000198176,ENSG00000103479,0.981355
ENSG00000162521,ENSG00000103479,0.989398
ENSG00000162521,ENSG00000189308,0.993235
ENSG00000113580,ENSG00000135486,0.958687
ENSG00000108055,ENSG00000062650,0.993567
ENSG00000181163,ENSG00000198900,0.977941
ENSG00000105202,ENSG00000198900,0.956359
ENSG00000187837,ENSG00000198900,0.974858
ENSG00000135486,ENSG00000198900,0.992152
ENSG00000122566,ENSG00000198900,0.954996
ENSG00000198900,ENSG00000170144,0.951195
ENSG00000198900,ENSG00000092199,0.987343
ENSG00000198900,ENSG00000165119,0.994939
ENSG00000148773,ENSG00000198900,0.985261
ENSG00000198900,ENSG00000143799,0.985305
ENSG00000165732,ENSG00000198900,0.977955
ENSG00000189091,ENSG00000198900,0.994012
ENSG00000115524,ENSG00000198900,0.99042
ENSG00000131876,ENSG00000198900,0.993938
ENSG00000108883,ENSG00000198900,0.958139
ENSG00000198900,ENSG00000144028,0.993603
ENSG00000174231,ENSG00000198900,0.987139
ENSG00000074266,ENSG00000168148,0.994839
ENSG00000131462,ENSG00000164924,0.977378
ENSG00000178184,ENSG00000124171,0.972162
ENSG00000163558,ENSG00000080824,0.98563
ENSG00000073350,ENSG00000163558,0.955069
ENSG00000163558,ENSG00000109756,0.980626
ENSG00000141367,ENSG00000164327,0.967099
ENSG00000167526,ENSG00000164327,0.975042
ENSG00000167986,ENSG00000136997,0.997445
ENSG00000139842,ENSG00000136997,0.98472
ENSG00000136997,ENSG00000100991,0.98258
ENSG00000100387,ENSG00000100991,0.999999
ENSG00000080986,ENSG00000169679,0.998046
ENSG00000169679,ENSG00000167842,0.990885
ENSG00000149636,ENSG00000169679,0.977321
ENSG00000213066,ENSG00000135837,0.990741
ENSG00000167842,ENSG00000156970,0.972364
ENSG00000087586,ENSG00000101639,0.982921
ENSG00000159692,ENSG00000168148,0.96818
ENSG00000168148,ENSG00000196591,0.999551
ENSG00000187741,ENSG00000095002,0.972297
ENSG00000144381,ENSG00000096717,0.966261
ENSG00000106153,ENSG00000096717,0.996824
ENSG00000065978,ENSG00000096717,0.974615
ENSG00000197102,ENSG00000096717,0.966465
ENSG00000096717,ENSG00000044574,0.951914
ENSG00000180596,ENSG00000096717,0.991207
ENSG00000113013,ENSG00000096717,0.971091
ENSG00000196591,ENSG00000096717,0.999842
ENSG00000102753,ENSG00000096717,0.990621
ENSG00000064012,ENSG00000171862,0.992688
ENSG00000133124,ENSG00000171862,0.995893
ENSG00000120899,ENSG00000171862,0.990468
ENSG00000171862,ENSG00000099942,0.999322
ENSG00000171862,ENSG00000108984,0.972355
ENSG00000065243,ENSG00000171862,0.978935
ENSG00000134853,ENSG00000171862,0.969958
ENSG00000171862,ENSG00000163930,0.972451
ENSG00000169032,ENSG00000166913,0.990773
ENSG00000126934,ENSG00000166913,0.956991
ENSG00000135679,ENSG00000118689,0.975314
ENSG00000072401,ENSG00000166167,0.986155
ENSG00000173039,ENSG00000073282,0.996902
ENSG00000140464,ENSG00000114062,0.979819
ENSG00000069869,ENSG00000136158,0.992048
ENSG00000166167,ENSG00000168283,0.976326
ENSG00000158290,ENSG00000108424,0.960763
ENSG00000066427,ENSG00000159461,0.965191
ENSG00000108773,ENSG00000139842,0.97518
ENSG00000107796,ENSG00000146648,0.968246
ENSG00000104320,ENSG00000070950,0.964732
ENSG00000189403,ENSG00000164104,0.970229
ENSG00000138376,ENSG00000113522,0.955955
ENSG00000072501,ENSG00000138376,0.993393
ENSG00000138376,ENSG00000104320,0.974916
ENSG00000020922,ENSG00000138376,0.987868
ENSG00000197170,ENSG00000100353,0.961722
ENSG00000197170,ENSG00000100519,0.997132
ENSG00000186298,ENSG00000100030,0.994862
ENSG00000117399,ENSG00000112742,0.999797
ENSG00000166167,ENSG00000174989,1
ENSG00000145604,ENSG00000174989,1
ENSG00000151876,ENSG00000174989,0.999999
ENSG00000198742,ENSG00000135679,0.960673
ENSG00000141510,ENSG00000198742,0.960178
ENSG00000113712,ENSG00000101412,0.995619
ENSG00000116288,ENSG00000171552,0.981921
ENSG00000113851,ENSG00000100387,0.99915
ENSG00000080824,ENSG00000204287,0.987314
ENSG00000227357,ENSG00000080824,0.974328
ENSG00000080824,ENSG00000198502,0.952399
ENSG00000204287,ENSG00000109971,0.99366
ENSG00000196126,ENSG00000109971,0.978371
ENSG00000196101,ENSG00000109971,0.983941
ENSG00000227357,ENSG00000109971,0.975463
ENSG00000198502,ENSG00000109971,0.96876
ENSG00000096384,ENSG00000204287,0.968376
ENSG00000100505,ENSG00000047579,0.957556
ENSG00000164327,ENSG00000118515,0.96717
ENSG00000164327,ENSG00000055130,0.978547
ENSG00000100387,ENSG00000164327,0.977463
ENSG00000146648,ENSG00000108854,0.991256
ENSG00000105974,ENSG00000155366,0.959643
ENSG00000065526,ENSG00000159692,0.993542
ENSG00000101773,ENSG00000065526,0.997712
ENSG00000100030,ENSG00000124789,0.985914
ENSG00000100393,ENSG00000160741,0.961213
ENSG00000044574,ENSG00000162298,0.994462
ENSG00000023734,ENSG00000103126,0.989161
ENSG00000023734,ENSG00000074181,0.9864
ENSG00000108094,ENSG00000169252,0.986699
ENSG00000159461,ENSG00000044574,0.994896
ENSG00000159461,ENSG00000166598,0.978702
ENSG00000159461,ENSG00000127022,0.99801
ENSG00000159461,ENSG00000174437,0.978801
ENSG00000106803,ENSG00000159461,0.960628
ENSG00000203852,ENSG00000136824,0.975245
ENSG00000184678,ENSG00000136824,0.970577
ENSG00000198793,ENSG00000154229,0.993843
ENSG00000198793,ENSG00000137154,0.990911
ENSG00000164327,ENSG00000125691,0.964906
ENSG00000125691,ENSG00000119487,0.972259
ENSG00000198242,ENSG00000198793,0.962454
ENSG00000198793,ENSG00000122406,0.988783
ENSG00000164327,ENSG00000083845,0.978081
ENSG00000131023,ENSG00000150457,0.99231
ENSG00000104320,ENSG00000077721,0.980565
ENSG00000119048,ENSG00000104320,0.981863
ENSG00000141510,ENSG00000161956,0.975062
ENSG00000184216,ENSG00000151929,0.989521
ENSG00000107758,ENSG00000184216,0.994141
ENSG00000103479,ENSG00000126456,0.985022
ENSG00000168610,ENSG00000150455,0.971479
ENSG00000055208,ENSG00000150455,0.962454
ENSG00000131323,ENSG00000136869,0.994971
ENSG00000056558,ENSG00000184047,0.962653
ENSG00000104365,ENSG00000204435,0.995607
ENSG00000100906,ENSG00000112062,0.977983
ENSG00000112062,ENSG00000104365,0.973259
ENSG00000166167,ENSG00000112062,0.990709
ENSG00000166167,ENSG00000204435,0.995049
ENSG00000165916,ENSG00000100567,0.994669
ENSG00000101557,ENSG00000100567,0.981613
ENSG00000100567,ENSG00000006712,0.961247
ENSG00000100567,ENSG00000196591,0.997345
ENSG00000117222,ENSG00000100567,0.973119
ENSG00000100567,ENSG00000074800,0.962981
ENSG00000196363,ENSG00000100567,0.980833
ENSG00000115053,ENSG00000100567,0.983455
ENSG00000183431,ENSG00000100567,0.970464
ENSG00000108883,ENSG00000100567,0.982826
ENSG00000120948,ENSG00000100567,0.992414
ENSG00000100567,ENSG00000169813,0.973762
ENSG00000122566,ENSG00000100567,0.997795
ENSG00000100567,ENSG00000092199,0.975177
ENSG00000011304,ENSG00000100567,0.964919
ENSG00000100567,ENSG00000079785,0.964115
ENSG00000100567,ENSG00000108654,0.959257
ENSG00000100567,ENSG00000109971,0.992045
ENSG00000096384,ENSG00000100567,0.962144
ENSG00000075624,ENSG00000100567,0.996425
ENSG00000130402,ENSG00000100567,0.950056
ENSG00000100567,ENSG00000123416,0.993864
ENSG00000137267,ENSG00000100567,0.991566
ENSG00000110107,ENSG00000100567,0.963981
ENSG00000100567,ENSG00000196419,0.964861
ENSG00000100567,ENSG00000175792,0.962582
ENSG00000044574,ENSG00000100567,0.993848
ENSG00000110955,ENSG00000100567,0.995541
ENSG00000111640,ENSG00000100567,0.986874
ENSG00000076003,ENSG00000100567,0.964096
ENSG00000100567,ENSG00000013275,0.999274
ENSG00000119318,ENSG00000100567,0.996195
ENSG00000135486,ENSG00000100567,0.997724
ENSG00000100567,ENSG00000156508,0.977306
ENSG00000100567,ENSG00000167658,0.96263
ENSG00000100567,ENSG00000126803,0.982457
ENSG00000100567,ENSG00000146731,0.970863
ENSG00000168439,ENSG00000100567,0.99645
ENSG00000100567,ENSG00000138029,0.972179
ENSG00000171314,ENSG00000100567,0.985333
ENSG00000150768,ENSG00000100567,0.967363
ENSG00000104763,ENSG00000100567,0.990287
ENSG00000173692,ENSG00000100567,0.999849
ENSG00000167552,ENSG00000082701,0.997953
ENSG00000204435,ENSG00000096155,0.958996
ENSG00000096155,ENSG00000167900,0.970526
ENSG00000167552,ENSG00000124762,0.963203
ENSG00000221983,ENSG00000158092,0.964497
ENSG00000172062,ENSG00000167552,0.952477
ENSG00000275714,ENSG00000141867,0.995465
ENSG00000141867,ENSG00000108953,0.982449
ENSG00000143106,ENSG00000106588,0.998969
ENSG00000142507,ENSG00000106588,0.99778
ENSG00000106588,ENSG00000136930,0.998472
ENSG00000159377,ENSG00000106588,0.998602
ENSG00000275903,ENSG00000106588,0.998593
ENSG00000126067,ENSG00000106588,0.998508
ENSG00000106588,ENSG00000008018,0.999709
ENSG00000145604,ENSG00000118689,0.977302
ENSG00000145604,ENSG00000096968,0.97068
ENSG00000145604,ENSG00000166266,0.998711
ENSG00000108106,ENSG00000117399,0.999997
ENSG00000137486,ENSG00000113448,0.988063
ENSG00000066427,ENSG00000185651,0.984102
ENSG00000148400,ENSG00000135679,0.996088
ENSG00000139112,ENSG00000096717,0.995994
ENSG00000263001,ENSG00000100030,0.972023
ENSG00000111057,ENSG00000197321,0.968445
ENSG00000196924,ENSG00000197321,0.956099
ENSG00000143575,ENSG00000197321,0.969412
ENSG00000140859,ENSG00000197321,0.982084
ENSG00000050405,ENSG00000197321,0.975311
ENSG00000107957,ENSG00000197321,0.99565
ENSG00000118260,ENSG00000100811,0.99829
ENSG00000100393,ENSG00000112592,0.999588
ENSG00000112592,ENSG00000005339,0.999767
ENSG00000166851,ENSG00000167552,0.987121
ENSG00000166851,ENSG00000258947,0.986031
ENSG00000082701,ENSG00000137486,0.988622
ENSG00000117748,ENSG00000132646,0.99935
ENSG00000132646,ENSG00000106399,0.999143
ENSG00000198900,ENSG00000132646,0.971842
ENSG00000123358,ENSG00000168036,0.966241
ENSG00000100811,ENSG00000163930,0.982946
ENSG00000100811,ENSG00000172534,0.992056
ENSG00000107201,ENSG00000166501,0.953067
ENSG00000134058,ENSG00000136807,0.990968
ENSG00000110768,ENSG00000132383,0.980545
ENSG00000110768,ENSG00000117748,0.99803
ENSG00000110768,ENSG00000119318,0.971034
ENSG00000164867,ENSG00000070808,0.995103
ENSG00000129315,ENSG00000181222,0.975363
ENSG00000101266,ENSG00000125651,0.97426
ENSG00000103266,ENSG00000170142,0.998709
ENSG00000103266,ENSG00000170035,0.970925
ENSG00000103266,ENSG00000104343,0.95695
ENSG00000141367,ENSG00000078674,0.977531
ENSG00000101752,ENSG00000078674,0.950101
ENSG00000118058,ENSG00000203852,0.99246
ENSG00000100393,ENSG00000157212,0.971725
ENSG00000162298,ENSG00000118515,0.967334
ENSG00000132155,ENSG00000118515,0.98682
ENSG00000149136,ENSG00000275714,0.962861
ENSG00000141543,ENSG00000162231,0.998868
ENSG00000198400,ENSG00000080824,0.988074
ENSG00000198400,ENSG00000105401,0.967889
ENSG00000078043,ENSG00000140464,0.99685
ENSG00000100030,ENSG00000131759,0.993511
ENSG00000159479,ENSG00000108094,0.973976
ENSG00000167552,ENSG00000123143,0.959256
ENSG00000105647,ENSG00000091831,0.951226
ENSG00000104613,ENSG00000181222,0.963081
ENSG00000060069,ENSG00000136146,0.960557
ENSG00000109320,ENSG00000168066,0.961411
ENSG00000108840,ENSG00000109320,0.992802
ENSG00000168066,ENSG00000108840,0.953116
ENSG00000068024,ENSG00000109320,0.994732
ENSG00000049759,ENSG00000185359,0.953916
ENSG00000145335,ENSG00000103266,0.986448
ENSG00000170606,ENSG00000145335,0.970737
ENSG00000196419,ENSG00000100811,0.962727
ENSG00000124151,ENSG00000109320,0.986981
ENSG00000107643,ENSG00000124151,0.983162
ENSG00000135679,ENSG00000204713,0.980122
ENSG00000204713,ENSG00000141510,0.985328
ENSG00000105229,ENSG00000067606,0.975158
ENSG00000188486,ENSG00000168283,0.98205
ENSG00000173894,ENSG00000188486,0.978133
ENSG00000170606,ENSG00000197442,0.979934
ENSG00000253729,ENSG00000177595,0.976007
ENSG00000096060,ENSG00000142208,0.98415
ENSG00000142208,ENSG00000138814,0.994795
ENSG00000171862,ENSG00000138814,0.96606
ENSG00000105146,ENSG00000115163,0.979443
ENSG00000161057,ENSG00000173692,0.995723
ENSG00000099341,ENSG00000161057,0.990788
ENSG00000170606,ENSG00000161057,0.99461
ENSG00000064012,ENSG00000101460,0.95056
ENSG00000129084,ENSG00000087191,0.998772
ENSG00000185338,ENSG00000126456,0.982439
ENSG00000174989,ENSG00000100906,0.990832
ENSG00000124762,ENSG00000080824,0.978499
ENSG00000169083,ENSG00000104884,0.991386
ENSG00000170142,ENSG00000012048,0.996561
ENSG00000170035,ENSG00000012048,0.988677
ENSG00000104343,ENSG00000012048,0.993154
ENSG00000177889,ENSG00000012048,0.993052
ENSG00000161011,ENSG00000126561,0.979899
ENSG00000130726,ENSG00000141510,0.992004
ENSG00000134086,ENSG00000103266,0.996802
ENSG00000166226,ENSG00000134086,0.958609
ENSG00000115484,ENSG00000134086,0.951666
ENSG00000150753,ENSG00000134086,0.950502
ENSG00000134086,ENSG00000135624,0.973126
ENSG00000134086,ENSG00000146731,0.951921
ENSG00000103126,ENSG00000140464,0.985937
ENSG00000142867,ENSG00000148660,0.991228
ENSG00000172175,ENSG00000148660,0.973191
ENSG00000145604,ENSG00000134086,0.997882
ENSG00000165916,ENSG00000197442,0.955923
ENSG00000087191,ENSG00000197442,0.957765
ENSG00000069869,ENSG00000169047,0.9548
ENSG00000184640,ENSG00000069869,0.956081
ENSG00000166851,ENSG00000069869,0.954394
