ID,custom_color,
ENSG00000120333,brown,
ENSG00000197150,brown,
ENSG00000171953,brown,
ENSG00000139180,brown,
ENSG00000168275,brown,
ENSG00000099821,brown,
ENSG00000136003,brown,
ENSG00000130347,brown,
ENSG00000197444,brown,
ENSG00000103507,brown,
ENSG00000164347,brown,
ENSG00000123545,brown,
ENSG00000125434,brown,
ENSG00000108528,brown,
ENSG00000150779,brown,
ENSG00000100294,brown,
ENSG00000181873,brown,
ENSG00000215021,brown,
ENSG00000132676,brown,
ENSG00000103121,brown,
ENSG00000205138,brown,
ENSG00000239789,brown,
ENSG00000147576,brown,
ENSG00000285791,brown,
ENSG00000244005,brown,
ENSG00000101247,brown,
ENSG00000158042,brown,
ENSG00000136463,brown,
ENSG00000171109,brown,
ENSG00000196850,brown,
ENSG00000174547,brown,
ENSG00000131143,brown,
ENSG00000145494,brown,
ENSG00000172172,brown,
ENSG00000083720,brown,
ENSG00000135940,brown,
ENSG00000005882,brown,
ENSG00000023330,brown,
ENSG00000243147,brown,
ENSG00000135297,brown,
ENSG00000121897,brown,
ENSG00000128609,brown,
ENSG00000165264,brown,
ENSG00000128654,brown,
ENSG00000172340,brown,
ENSG00000137714,brown,
ENSG00000100075,brown,
ENSG00000147586,brown,
ENSG00000105197,brown,
ENSG00000165637,brown,
ENSG00000181035,brown,
ENSG00000196683,brown,
ENSG00000104823,brown,
ENSG00000074582,brown,
ENSG00000132591,brown,
ENSG00000187118,brown,
ENSG00000086504,brown,
ENSG00000123297,brown,
ENSG00000165060,brown,
ENSG00000285130,brown,
ENSG00000169599,brown,
ENSG00000139131,brown,
ENSG00000197345,brown,
ENSG00000159423,brown,
ENSG00000158882,brown,
ENSG00000137806,brown,
ENSG00000140990,brown,
ENSG00000196177,brown,
ENSG00000135972,brown,
ENSG00000072778,brown,
ENSG00000167113,brown,
ENSG00000137547,brown,
ENSG00000131495,brown,
ENSG00000143314,brown,
ENSG00000144381,brown,
ENSG00000168653,brown,
ENSG00000147853,brown,
ENSG00000172115,brown,
ENSG00000027001,brown,
ENSG00000186687,brown,
ENSG00000095321,brown,
ENSG00000114054,brown,
ENSG00000125445,brown,
ENSG00000114686,brown,
ENSG00000100033,brown,
ENSG00000175198,brown,
ENSG00000078070,brown,
ENSG00000128626,brown,
ENSG00000162129,brown,
ENSG00000152256,brown,
ENSG00000149792,brown,
ENSG00000112695,brown,
ENSG00000171202,brown,
ENSG00000121310,brown,
ENSG00000004961,brown,
ENSG00000106049,brown,
ENSG00000115364,brown,
ENSG00000171421,brown,
ENSG00000174032,brown,
ENSG00000161267,brown,
ENSG00000145982,brown,
ENSG00000131269,brown,
ENSG00000173171,brown,
ENSG00000267855,brown,
ENSG00000134375,brown,
ENSG00000143149,brown,
ENSG00000163319,brown,
ENSG00000247626,brown,
ENSG00000119711,brown,
ENSG00000161513,brown,
ENSG00000257218,brown,
ENSG00000126602,brown,
ENSG00000151498,brown,
ENSG00000111275,brown,
ENSG00000108179,brown,
ENSG00000177370,brown,
ENSG00000128928,brown,
ENSG00000087299,brown,
ENSG00000105755,brown,
ENSG00000242485,brown,
ENSG00000005022,brown,
ENSG00000115840,brown,
ENSG00000266472,brown,
ENSG00000100216,brown,
ENSG00000167315,brown,
ENSG00000185414,brown,
ENSG00000103423,brown,
ENSG00000090266,brown,
ENSG00000074071,brown,
ENSG00000105379,brown,
ENSG00000127184,brown,
ENSG00000106554,brown,
ENSG00000115520,brown,
ENSG00000176715,brown,
ENSG00000004142,brown,
ENSG00000183048,brown,
ENSG00000004864,brown,
ENSG00000067992,brown,
ENSG00000151376,brown,
ENSG00000082515,brown,
ENSG00000182054,brown,
ENSG00000105607,brown,
ENSG00000136522,brown,
ENSG00000138777,brown,
ENSG00000143436,brown,
ENSG00000250479,brown,
ENSG00000116874,brown,
ENSG00000125454,brown,
ENSG00000145439,brown,
ENSG00000183172,brown,
ENSG00000063854,brown,
ENSG00000161281,brown,
ENSG00000148824,brown,
ENSG00000178449,brown,
ENSG00000184752,brown,
ENSG00000182180,brown,
ENSG00000120832,brown,
ENSG00000115159,brown,
ENSG00000130414,brown,
ENSG00000151366,brown,
ENSG00000119705,brown,
ENSG00000198899,brown,
ENSG00000198712,brown,
ENSG00000075336,brown,
ENSG00000119421,brown,
ENSG00000115419,brown,
ENSG00000147123,brown,
ENSG00000181192,brown,
ENSG00000115042,brown,
ENSG00000204228,brown,
ENSG00000137133,brown,
ENSG00000144029,brown,
ENSG00000204564,brown,
ENSG00000176422,brown,
ENSG00000175536,brown,
ENSG00000104325,brown,
ENSG00000125901,brown,
ENSG00000102743,brown,
ENSG00000160194,brown,
ENSG00000137274,brown,
ENSG00000165283,brown,
ENSG00000148450,brown,
ENSG00000103642,brown,
ENSG00000130204,brown,
ENSG00000148339,brown,
ENSG00000173137,brown,
ENSG00000111271,brown,
ENSG00000102763,brown,
ENSG00000137500,brown,
ENSG00000007923,brown,
ENSG00000125652,brown,
ENSG00000178445,brown,
ENSG00000238205,brown,
ENSG00000159445,brown,
ENSG00000106028,brown,
ENSG00000108826,brown,
ENSG00000100209,brown,
ENSG00000048544,brown,
ENSG00000162433,brown,
ENSG00000197785,brown,
ENSG00000116221,brown,
ENSG00000148334,brown,
ENSG00000184470,brown,
ENSG00000183549,brown,
ENSG00000122873,brown,
ENSG00000182154,brown,
ENSG00000243927,brown,
ENSG00000214026,brown,
ENSG00000133028,brown,
ENSG00000100116,brown,
ENSG00000120254,brown,
ENSG00000198721,brown,
ENSG00000156467,brown,
ENSG00000160124,brown,
ENSG00000131844,brown,
ENSG00000124370,brown,
ENSG00000124615,brown,
ENSG00000146085,brown,
ENSG00000122696,brown,
ENSG00000197912,brown,
ENSG00000138138,brown,
ENSG00000154814,brown,
ENSG00000101181,brown,
ENSG00000117593,brown,
ENSG00000111639,brown,
ENSG00000173599,brown,
ENSG00000125246,brown,
ENSG00000135241,brown,
ENSG00000103150,brown,
ENSG00000145337,brown,
ENSG00000126768,brown,
ENSG00000106591,brown,
ENSG00000144741,brown,
ENSG00000250799,brown,
ENSG00000114021,brown,
ENSG00000082212,brown,
ENSG00000178952,brown,
ENSG00000156885,brown,
ENSG00000014824,brown,
ENSG00000144559,brown,
ENSG00000265354,brown,
ENSG00000155906,brown,
ENSG00000116688,brown,
ENSG00000213221,brown,
ENSG00000163528,brown,
ENSG00000004779,brown,
ENSG00000166743,brown,
ENSG00000183513,brown,
ENSG00000173085,brown,
ENSG00000164494,brown,
ENSG00000113790,brown,
ENSG00000213619,brown,
ENSG00000135776,brown,
ENSG00000131730,brown,
ENSG00000131368,brown,
ENSG00000177646,brown,
ENSG00000133983,brown,
ENSG00000177150,brown,
ENSG00000112304,brown,
ENSG00000110090,brown,
ENSG00000198814,brown,
ENSG00000157326,brown,
ENSG00000186314,brown,
ENSG00000134905,brown,
ENSG00000099795,brown,
ENSG00000023572,brown,
ENSG00000112996,brown,
ENSG00000284194,brown,
ENSG00000072506,brown,
ENSG00000137513,brown,
ENSG00000156990,brown,
ENSG00000139531,brown,
ENSG00000123453,brown,
ENSG00000132541,brown,
ENSG00000176340,brown,
ENSG00000116096,brown,
ENSG00000115204,brown,
ENSG00000180011,brown,
ENSG00000112110,brown,
ENSG00000137124,brown,
ENSG00000172586,brown,
ENSG00000126953,brown,
ENSG00000078668,brown,
ENSG00000085491,brown,
ENSG00000060762,brown,
ENSG00000177542,brown,
ENSG00000151475,brown,
ENSG00000182902,brown,
ENSG00000072756,brown,
ENSG00000119912,brown,
ENSG00000197448,brown,
ENSG00000137411,brown,
ENSG00000115541,brown,
ENSG00000183617,brown,
ENSG00000204316,brown,
ENSG00000137409,brown,
ENSG00000170855,brown,
ENSG00000132300,brown,
ENSG00000006695,brown,
ENSG00000121057,brown,
ENSG00000004455,brown,
ENSG00000175606,brown,
ENSG00000084092,brown,
ENSG00000050393,brown,
ENSG00000111843,brown,
ENSG00000109390,brown,
ENSG00000132313,brown,
ENSG00000170906,brown,
ENSG00000148459,brown,
ENSG00000122912,brown,
ENSG00000005187,brown,
ENSG00000156170,brown,
ENSG00000109424,brown,
ENSG00000164466,brown,
ENSG00000182512,brown,
ENSG00000187024,brown,
ENSG00000181991,brown,
ENSG00000196236,brown,
ENSG00000164951,brown,
ENSG00000167969,brown,
ENSG00000183032,brown,
ENSG00000197119,brown,
ENSG00000162241,brown,
ENSG00000013306,brown,
ENSG00000119013,brown,
ENSG00000076043,brown,
ENSG00000171766,brown,
ENSG00000132286,brown,
ENSG00000283977,brown,
ENSG00000104835,brown,
ENSG00000016391,brown,
ENSG00000173141,brown,
ENSG00000213563,brown,
ENSG00000103356,brown,
ENSG00000137106,brown,
ENSG00000103707,brown,
ENSG00000049883,brown,
ENSG00000093144,brown,
ENSG00000112855,brown,
ENSG00000189043,brown,
ENSG00000186010,brown,
ENSG00000178307,brown,
ENSG00000161653,brown,
ENSG00000133835,brown,
ENSG00000003509,brown,
ENSG00000065154,brown,
ENSG00000136897,brown,
ENSG00000131174,brown,
ENSG00000146282,brown,
ENSG00000204237,brown,
ENSG00000147592,brown,
ENSG00000174886,brown,
ENSG00000175756,brown,
ENSG00000170791,brown,
ENSG00000182199,brown,
ENSG00000065911,brown,
ENSG00000176623,brown,
ENSG00000021826,brown,
ENSG00000180992,brown,
ENSG00000160439,brown,
ENSG00000188917,brown,
ENSG00000062582,brown,
ENSG00000183978,brown,
ENSG00000104687,brown,
ENSG00000167136,brown,
ENSG00000105552,brown,
ENSG00000172171,brown,
ENSG00000167107,brown,
ENSG00000100416,brown,
ENSG00000175110,brown,
ENSG00000002549,brown,
ENSG00000148672,brown,
ENSG00000117305,brown,
ENSG00000189283,brown,
ENSG00000090263,brown,
ENSG00000151413,brown,
ENSG00000083099,brown,
ENSG00000156968,brown,
ENSG00000261130,brown,
ENSG00000179271,brown,
ENSG00000108064,brown,
ENSG00000059573,brown,
ENSG00000151093,brown,
ENSG00000143374,brown,
ENSG00000136270,brown,
ENSG00000164983,brown,
ENSG00000125995,brown,
ENSG00000126432,brown,
ENSG00000120675,brown,
ENSG00000181061,brown,
ENSG00000174109,brown,
ENSG00000140983,brown,
ENSG00000160785,brown,
ENSG00000116882,brown,
ENSG00000155463,brown,
ENSG00000164209,brown,
ENSG00000240857,brown,
ENSG00000156411,brown,
ENSG00000169239,brown,
ENSG00000068120,brown,
ENSG00000277972,brown,
ENSG00000100577,brown,
ENSG00000160471,brown,
ENSG00000167699,brown,
ENSG00000060971,brown,
ENSG00000005469,brown,
ENSG00000258429,brown,
ENSG00000240230,brown,
ENSG00000145020,brown,
ENSG00000090857,brown,
ENSG00000123213,brown,
ENSG00000178096,brown,
ENSG00000158578,brown,
ENSG00000164284,brown,
ENSG00000164904,brown,
ENSG00000127554,brown,
ENSG00000184903,brown,
ENSG00000131055,brown,
ENSG00000154719,brown,
ENSG00000109576,brown,
ENSG00000165775,brown,
ENSG00000120992,brown,
ENSG00000163114,brown,
ENSG00000112031,brown,
ENSG00000130299,brown,
ENSG00000163738,brown,
ENSG00000136758,brown,
ENSG00000119673,brown,
ENSG00000139428,brown,
ENSG00000143224,brown,
ENSG00000117528,brown,
ENSG00000142082,brown,
ENSG00000166816,brown,
ENSG00000278845,brown,
ENSG00000130921,brown,
ENSG00000148950,brown,
ENSG00000140521,brown,
ENSG00000123472,brown,
ENSG00000135441,brown,
ENSG00000136010,brown,
ENSG00000163626,brown,
ENSG00000080819,brown,
ENSG00000112992,brown,
ENSG00000172992,brown,
ENSG00000155380,brown,
ENSG00000107819,brown,
ENSG00000102910,brown,
ENSG00000008311,brown,
ENSG00000184047,brown,
ENSG00000187581,brown,
ENSG00000176894,brown,
ENSG00000113492,brown,
ENSG00000135423,brown,
ENSG00000184831,brown,
ENSG00000240303,brown,
ENSG00000164241,brown,
ENSG00000241935,brown,
ENSG00000011295,brown,
ENSG00000182768,brown,
ENSG00000179152,brown,
ENSG00000140905,brown,
ENSG00000124523,brown,
ENSG00000166123,brown,
ENSG00000214736,brown,
ENSG00000114023,brown,
ENSG00000115657,brown,
ENSG00000133315,brown,
ENSG00000128311,brown,
ENSG00000198804,brown,
ENSG00000117640,brown,
ENSG00000100445,brown,
ENSG00000132837,brown,
ENSG00000102078,brown,
ENSG00000100372,brown,
ENSG00000125611,brown,
ENSG00000158793,brown,
ENSG00000180185,brown,
ENSG00000156026,brown,
ENSG00000135929,brown,
ENSG00000198763,brown,
ENSG00000198886,brown,
ENSG00000198786,brown,
ENSG00000014641,brown,
ENSG00000138399,brown,
ENSG00000102738,brown,
ENSG00000144908,brown,
ENSG00000106246,brown,
ENSG00000138029,brown,
ENSG00000043514,brown,
ENSG00000088766,brown,
ENSG00000168237,brown,
ENSG00000164933,brown,
ENSG00000124608,brown,
ENSG00000157036,brown,
ENSG00000106153,brown,
ENSG00000117009,brown,
ENSG00000144040,brown,
ENSG00000006744,brown,
ENSG00000233276,brown,
ENSG00000205560,brown,
ENSG00000065833,brown,
ENSG00000214253,brown,
ENSG00000169230,brown,
ENSG00000175564,brown,
ENSG00000153291,brown,
ENSG00000075303,brown,
ENSG00000125648,brown,
ENSG00000114735,brown,
ENSG00000114120,brown,
ENSG00000162600,brown,
ENSG00000165046,brown,
ENSG00000157379,brown,
ENSG00000148175,brown,
ENSG00000138382,brown,
ENSG00000175806,brown,
ENSG00000167799,brown,
ENSG00000163864,brown,
ENSG00000144659,brown,
ENSG00000254858,brown,
ENSG00000131473,brown,
ENSG00000173208,brown,
ENSG00000160688,brown,
ENSG00000144182,brown,
ENSG00000100889,brown,
ENSG00000152620,brown,
ENSG00000159399,brown,
ENSG00000128309,brown,
ENSG00000166321,brown,
ENSG00000278540,brown,
ENSG00000183044,brown,
ENSG00000134240,brown,
ENSG00000112294,brown,
ENSG00000223572,brown,
ENSG00000237289,brown,
ENSG00000241878,brown,
ENSG00000065518,brown,
ENSG00000127540,brown,
ENSG00000035141,brown,
ENSG00000175768,brown,
ENSG00000115317,brown,
ENSG00000105220,brown,
ENSG00000125356,brown,
ENSG00000198727,brown,
ENSG00000143774,brown,
ENSG00000180902,brown,
ENSG00000125741,brown,
ENSG00000198074,brown,
ENSG00000107537,brown,
ENSG00000164182,brown,
ENSG00000130159,brown,
ENSG00000175193,brown,
ENSG00000283765,brown,
ENSG00000198015,brown,
ENSG00000110011,brown,
ENSG00000217930,brown,
ENSG00000072210,brown,
ENSG00000164398,brown,
ENSG00000156521,brown,
ENSG00000124532,brown,
ENSG00000144827,brown,
ENSG00000111911,brown,
ENSG00000101417,brown,
ENSG00000128694,brown,
ENSG00000164978,brown,
ENSG00000103018,brown,
ENSG00000132463,brown,
ENSG00000204568,brown,
ENSG00000176410,brown,
ENSG00000121691,brown,
ENSG00000114956,brown,
ENSG00000123130,brown,
ENSG00000154930,brown,
ENSG00000135002,brown,
ENSG00000084090,brown,
ENSG00000111666,brown,
ENSG00000228253,brown,
ENSG00000113845,brown,
ENSG00000166118,brown,
ENSG00000109854,brown,
ENSG00000053371,brown,
ENSG00000128951,brown,
ENSG00000007202,brown,
ENSG00000198938,brown,
ENSG00000109016,brown,
ENSG00000120662,brown,
ENSG00000161558,brown,
ENSG00000205309,brown,
ENSG00000126858,brown,
ENSG00000103202,brown,
ENSG00000136371,brown,
ENSG00000108439,brown,
ENSG00000138413,brown,
ENSG00000165487,brown,
ENSG00000132570,brown,
ENSG00000130348,brown,
ENSG00000063761,brown,
ENSG00000117592,brown,
ENSG00000163931,brown,
ENSG00000184117,brown,
ENSG00000183747,brown,
ENSG00000171612,brown,
ENSG00000169084,brown,
ENSG00000232859,brown,
ENSG00000169228,brown,
ENSG00000162396,brown,
ENSG00000172590,brown,
ENSG00000177192,brown,
ENSG00000125166,brown,
ENSG00000198840,brown,
ENSG00000110455,brown,
ENSG00000141378,brown,
ENSG00000087157,brown,
ENSG00000164830,brown,
ENSG00000143353,brown,
ENSG00000177692,brown,
ENSG00000148834,brown,
ENSG00000136877,brown,
ENSG00000105518,brown,
ENSG00000269743,brown,
ENSG00000183773,brown,
ENSG00000008394,brown,
ENSG00000179869,brown,
ENSG00000242114,brown,
ENSG00000258947,brown,
ENSG00000181924,brown,
ENSG00000196290,brown,
ENSG00000169972,brown,
ENSG00000139410,brown,
ENSG00000087088,brown,
ENSG00000088888,brown,
ENSG00000165792,brown,
ENSG00000076555,brown,
ENSG00000081181,brown,
ENSG00000107951,brown,
ENSG00000164051,brown,
ENSG00000175600,brown,
ENSG00000087470,brown,
ENSG00000171204,brown,
ENSG00000117481,brown,
ENSG00000111058,brown,
ENSG00000124098,brown,
ENSG00000101546,brown,
ENSG00000145354,brown,
ENSG00000172878,brown,
ENSG00000168710,brown,
ENSG00000136783,brown,
ENSG00000069509,brown,
ENSG00000151726,brown,
ENSG00000203667,brown,
ENSG00000103160,brown,
ENSG00000159231,brown,
ENSG00000213965,brown,
ENSG00000013583,brown,
ENSG00000110536,brown,
ENSG00000247077,brown,
ENSG00000168393,brown,
ENSG00000147465,brown,
ENSG00000205981,brown,
ENSG00000256269,brown,
ENSG00000036473,brown,
ENSG00000115944,brown,
ENSG00000156398,brown,
ENSG00000169710,brown,
ENSG00000158828,brown,
ENSG00000144120,brown,
ENSG00000198431,brown,
ENSG00000185875,brown,
ENSG00000137700,brown,
ENSG00000160752,brown,
ENSG00000067064,brown,
ENSG00000177302,brown,
ENSG00000181867,brown,
ENSG00000171989,brown,
ENSG00000204842,brown,
ENSG00000066855,brown,
ENSG00000153904,brown,
ENSG00000099968,brown,
ENSG00000174173,brown,
ENSG00000097021,brown,
ENSG00000029639,brown,
ENSG00000004059,brown,
ENSG00000168288,brown,
ENSG00000166199,brown,
ENSG00000143811,brown,
ENSG00000231500,brown,
ENSG00000215845,brown,
ENSG00000072042,brown,
ENSG00000173641,brown,
ENSG00000102897,brown,
ENSG00000141447,brown,
ENSG00000160957,brown,
ENSG00000229833,brown,
ENSG00000156515,brown,
ENSG00000104381,brown,
ENSG00000122033,brown,
ENSG00000076248,brown,
ENSG00000149124,brown,
ENSG00000176974,brown,
ENSG00000063241,brown,
ENSG00000150787,brown,
ENSG00000113593,brown,
ENSG00000159199,brown,
ENSG00000174326,brown,
ENSG00000151552,brown,
ENSG00000118596,brown,
ENSG00000150967,brown,
ENSG00000123815,brown,
ENSG00000105793,brown,
ENSG00000100300,brown,
ENSG00000167996,brown,
ENSG00000104907,brown,
ENSG00000100902,brown,
ENSG00000133597,brown,
ENSG00000087008,brown,
ENSG00000111737,brown,
ENSG00000279170,brown,
ENSG00000134056,brown,
ENSG00000172840,brown,
ENSG00000155189,brown,
ENSG00000175567,brown,
ENSG00000147454,brown,
ENSG00000155287,brown,
ENSG00000145832,brown,
ENSG00000077713,brown,
ENSG00000140107,brown,
ENSG00000181240,brown,
ENSG00000162461,brown,
ENSG00000100266,brown,
ENSG00000122729,brown,
ENSG00000076242,brown,
ENSG00000100714,brown,
ENSG00000132394,brown,
ENSG00000120915,brown,
ENSG00000116133,brown,
ENSG00000165609,brown,
ENSG00000107745,brown,
ENSG00000142168,brown,
ENSG00000183569,brown,
ENSG00000167716,brown,
ENSG00000178057,brown,
ENSG00000163170,brown,
ENSG00000145247,brown,
ENSG00000136444,brown,
ENSG00000144959,brown,
ENSG00000159685,brown,
ENSG00000111669,brown,
ENSG00000118246,brown,
ENSG00000131779,brown,
ENSG00000184857,brown,
ENSG00000154358,brown,
ENSG00000166347,brown,
ENSG00000140451,brown,
ENSG00000163586,brown,
ENSG00000101986,brown,
ENSG00000111640,brown,
ENSG00000067221,brown,
ENSG00000155368,brown,
ENSG00000241973,brown,
ENSG00000138035,brown,
ENSG00000155957,brown,
ENSG00000184428,brown,
ENSG00000169609,brown,
ENSG00000171865,brown,
ENSG00000154258,brown,
ENSG00000116171,brown,
ENSG00000111696,brown,
ENSG00000088179,brown,
ENSG00000182712,brown,
ENSG00000161533,brown,
ENSG00000111716,brown,
ENSG00000182362,brown,
ENSG00000169567,brown,
ENSG00000143627,brown,
ENSG00000090432,brown,
ENSG00000166548,brown,
ENSG00000116771,brown,
ENSG00000134326,brown,
ENSG00000015475,brown,
ENSG00000213465,brown,
ENSG00000213463,brown,
ENSG00000168958,brown,
ENSG00000169738,brown,
ENSG00000170502,brown,
ENSG00000242110,brown,
ENSG00000170917,brown,
ENSG00000030110,brown,
ENSG00000102967,brown,
ENSG00000069535,brown,
ENSG00000143198,brown,
ENSG00000162836,brown,
ENSG00000175581,brown,
ENSG00000172482,brown,
ENSG00000100243,brown,
ENSG00000182810,brown,
ENSG00000176171,brown,
ENSG00000132781,brown,
ENSG00000178605,brown,
ENSG00000140459,brown,
ENSG00000109180,brown,
ENSG00000123600,brown,
ENSG00000165526,brown,
ENSG00000172113,brown,
ENSG00000105701,brown,
ENSG00000160703,brown,
ENSG00000110074,brown,
ENSG00000162851,brown,
ENSG00000163644,brown,
ENSG00000198888,brown,
ENSG00000174099,brown,
ENSG00000165028,brown,
ENSG00000065057,brown,
ENSG00000183605,brown,
ENSG00000169100,brown,
ENSG00000114026,brown,
ENSG00000213339,brown,
ENSG00000042286,brown,
ENSG00000167815,brown,
ENSG00000112234,brown,
ENSG00000119927,brown,
ENSG00000137824,brown,
ENSG00000232838,brown,
ENSG00000189221,brown,
ENSG00000189227,brown,
ENSG00000165949,brown,
ENSG00000132763,brown,
ENSG00000134419,brown,
ENSG00000116791,brown,
ENSG00000183010,brown,
ENSG00000186081,brown,
