ID,trait_PathoAD,trait_ClinAD,trait_B.amyloid,trait_Tau.tangles,trait_Cognitive.decline,direction_CBE,direction_TCX
ENSG00000108039,-0.68,-0.4,-0.36,-1.21,-0.24,NONE,NONE
ENSG00000163743,-0.09,0.16,0.02,-0.38,-0.24,NONE,NONE
ENSG00000161542,-1.78,0.05,-0.35,-1.9,-0.24,NONE,NONE
ENSG00000139998,0,0.05,-0.65,-0.29,-0.24,UP,NONE
ENSG00000093010,0.07,-0.25,0.35,-0.22,0.24,NONE,NONE
ENSG00000115694,-0.1,-0.29,-0.53,0.04,-0.23,NONE,NONE
ENSG00000166507,0.08,0.13,-0.21,0.06,0.23,NA,NA
ENSG00000165055,0.35,-0.5,0.8,0.13,-0.23,NONE,NONE
ENSG00000239306,0.1,0.01,0.29,-0.61,0.23,UP,UP
ENSG00000163848,0.58,-0.11,-0.19,0.76,-0.22,NONE,NONE
ENSG00000179603,-0.11,0.36,-0.88,-0.1,-0.22,NONE,DOWN
ENSG00000129187,-0.3,0.23,0.01,0.17,-0.22,NONE,NONE
ENSG00000099256,-0.53,-0.01,0.48,-0.28,0.22,NONE,NONE
ENSG00000061273,0.14,-0.14,0.55,-0.47,0.21,NONE,NONE
ENSG00000080823,0.04,-0.53,-0.26,1.23,0.21,DOWN,NONE
ENSG00000188322,0.1,0.08,-0.55,0.02,-0.21,NONE,NONE
ENSG00000110436,0,-0.13,0.47,-0.61,0.21,NONE,UP
ENSG00000144134,-0.58,-0.4,-0.86,-0.28,-0.21,DOWN,DOWN
ENSG00000121879,0.03,0.88,0.15,-0.11,0.2,UP,UP
ENSG00000006062,-0.09,-0.21,-0.05,-1.02,-0.2,NONE,NONE
ENSG00000153201,0.2,0.36,0.49,-0.78,0.2,UP,NONE
ENSG00000162989,-0.05,-0.1,-1.18,0.49,-0.19,NONE,DOWN
ENSG00000054118,0.07,0.42,-0.06,-0.01,0.19,NONE,NONE
ENSG00000175216,-0.25,0.16,-0.17,-0.97,-0.19,NONE,NONE
ENSG00000113361,0.34,-0.08,1.01,0.22,-0.19,NONE,NONE
ENSG00000119772,0.44,-0.11,1.03,0.07,-0.18,NONE,NONE
ENSG00000115966,-0.35,0.45,-0.37,0.19,0.18,NONE,NONE
ENSG00000168589,-0.17,0.25,-0.28,0.81,-0.18,DOWN,NONE
ENSG00000136877,-0.17,-0.68,-0.05,0,-0.17,DOWN,DOWN
ENSG00000174348,0,0.15,0.35,0.07,0.17,UP,UP
ENSG00000159792,0.61,-0.05,0.76,0.5,0.17,DOWN,NONE
ENSG00000164548,0.59,0.32,0.81,-0.52,0.17,NONE,NONE
ENSG00000162851,-0.08,-0.06,-0.16,-0.26,-0.17,NONE,NONE
ENSG00000100292,-0.09,-0.03,0.41,-0.54,0.17,NONE,UP
ENSG00000142230,0,-0.1,-0.46,-0.09,-0.16,NONE,NONE
ENSG00000261678,0.24,0.36,-0.61,0.24,0.16,DOWN,NONE
ENSG00000181045,-0.04,0.01,0.12,-1.25,-0.16,NONE,NONE
ENSG00000177613,-0.02,-0.02,0.03,-0.65,0.15,NONE,NONE
ENSG00000042445,-0.16,-0.33,-0.06,-0.68,-0.15,NONE,NONE
ENSG00000108424,0.05,-0.95,0.66,-0.41,-0.15,NONE,NONE
ENSG00000198625,0.05,-0.57,1.65,-0.72,0.15,DOWN,NONE
ENSG00000203880,-0.1,0.26,0.44,-0.15,0.14,NONE,NONE
ENSG00000137841,-0.11,-0.74,0.07,0.4,-0.14,NONE,NONE
ENSG00000046889,-0.48,0.01,0.26,-1.2,0.14,UP,UP
ENSG00000145476,0.08,-0.04,0.68,-0.59,0.14,NONE,NONE
ENSG00000130713,-0.81,-1.33,-0.83,0.13,-0.14,NONE,NONE
ENSG00000157350,0.76,0.03,0.03,0.75,-0.14,NONE,NONE
ENSG00000047634,-1.26,0.07,-0.06,-1.36,0.14,NONE,NONE
ENSG00000174444,0.07,-0.26,0.89,0.68,0.14,NONE,NONE
ENSG00000078140,0.2,0.36,0.1,0.59,-0.13,NONE,NONE
ENSG00000168066,0.1,0.31,2.22,-0.58,0.12,NONE,NONE
ENSG00000176244,-0.22,-0.23,0.09,-0.73,0.11,NONE,UP
ENSG00000165457,-0.6,-0.56,0.19,-0.31,0.1,UP,UP
ENSG00000112739,0.14,0.41,-0.22,0.38,0.1,NONE,NONE
ENSG00000089737,0.79,-0.11,0.07,0.65,-0.1,NONE,NONE
ENSG00000123552,-0.03,0.1,-0.24,-0.6,0.09,NONE,NONE
ENSG00000145833,0.32,0.14,0.35,0.64,0.09,NONE,NONE
ENSG00000149311,0.19,0.14,0.63,-1.45,0.09,NONE,NONE
ENSG00000172113,0.98,-0.02,1.33,-0.46,-0.08,NONE,NONE
ENSG00000170776,-0.03,-0.51,-0.15,0.42,0.08,NONE,UP
ENSG00000141551,0.84,0.18,2.45,-0.4,0.08,NONE,NONE
ENSG00000047410,0.2,-0.05,0.86,-0.59,-0.08,NONE,NONE
ENSG00000181240,0.46,-0.16,-0.04,1.4,0.08,NONE,NONE
ENSG00000126216,-0.01,0.24,0.35,-0.06,0.07,NONE,NONE
ENSG00000090686,0.32,0.3,0.45,0.47,-0.07,NONE,NONE
ENSG00000183495,-0.42,-0.01,-0.23,-1.54,-0.07,NONE,NONE
ENSG00000183735,-0.5,0.34,-1.62,-0.11,0.07,NONE,NONE
ENSG00000109756,0.1,0.46,0.11,-0.24,0.07,NONE,NONE
ENSG00000189091,-0.72,-0.09,-1.23,-0.28,-0.07,NONE,NONE
ENSG00000151116,0.06,0.36,1.06,-0.5,0.07,NONE,NONE
ENSG00000144048,-0.07,-0.37,-0.61,-0.1,-0.07,NONE,NONE
ENSG00000115266,0.66,-0.05,0.62,-0.06,0.06,NONE,NONE
ENSG00000147099,0,0.22,-0.59,0.67,0.06,NONE,NONE
ENSG00000181788,-0.34,-0.02,-0.74,-0.63,-0.06,NONE,NONE
ENSG00000183044,-0.53,0.2,-0.03,-0.5,0.06,NONE,NONE
ENSG00000091656,0.15,-0.34,1.07,-0.07,0.05,NONE,NONE
ENSG00000135454,0.08,0.12,-0.65,0.18,-0.05,NONE,NONE
ENSG00000105254,0.1,-0.32,-0.21,-0.08,-0.05,NONE,NONE
ENSG00000117625,-0.39,0.13,0.13,-0.22,0.05,DOWN,NONE
ENSG00000128731,-0.33,-0.16,-0.62,-0.22,0.05,NONE,NONE
ENSG00000160808,0.54,-0.28,0.82,0.39,-0.05,NONE,UP
ENSG00000145194,0.72,0.18,0.13,1.19,0.04,DOWN,NONE
ENSG00000112658,0.02,0.26,-0.09,-0.16,-0.04,NONE,NONE
ENSG00000114904,-0.04,-0.09,0.33,-0.32,0.04,UP,NONE
ENSG00000107581,0.86,-0.09,2.3,-0.09,0.04,NONE,NONE
ENSG00000114956,-0.67,-0.08,-2.13,0.82,-0.04,NONE,NONE
ENSG00000256043,-0.14,-0.17,0.63,-0.25,-0.04,NONE,NONE
ENSG00000165644,0.28,-0.03,-0.62,0.13,0.04,NONE,NONE
ENSG00000143248,0.35,0.12,1.24,-0.11,0.03,NONE,NONE
ENSG00000132153,0.11,-0.48,0.01,0.09,0.03,NONE,NONE
ENSG00000108773,-0.12,0.12,-0.04,-0.19,-0.03,NONE,NONE
ENSG00000125977,0.03,-0.11,-0.09,1.06,-0.03,NONE,NONE
ENSG00000115350,0.44,0.05,0.13,0.79,0.02,NONE,NONE
ENSG00000133226,-0.34,-0.05,0.2,-0.68,0.01,NONE,NONE
ENSG00000166888,-0.05,0.44,0.05,-1.05,0.01,NONE,NONE
ENSG00000159267,0.76,0.07,0.75,-0.12,0.01,NONE,NONE
