ID,logFC_CBE_Mayo,custom_direction_CBE_Mayo,logFC_TCX_Mayo,direction_TCX_Mayo
ENSG00000265806,0.181463376,NONE,0.161633331,NONE
ENSG00000236901,-0.023239625,NONE,-0.273213634,DOWN
ENSG00000185681,NA,NA,NA,NA
ENSG00000182154,-0.149709994,NONE,0.085348775,NONE
ENSG00000122140,-0.009294219,NONE,0.064210757,NONE
ENSG00000148187,-0.223917213,NONE,-0.055417343,NONE
ENSG00000196814,-0.135045624,NONE,0.069388217,NONE
ENSG00000148411,0.10868933,NONE,0.45053179,UP
ENSG00000171169,-0.036053145,NONE,-0.003104585,NONE
ENSG00000213212,0.004497718,NONE,0.00265467,NONE
ENSG00000107130,-0.038484654,NONE,0.041137981,NONE
ENSG00000188566,0.108852371,NONE,0.119147629,NONE
ENSG00000119421,-0.017436681,NONE,0.128000959,NONE
ENSG00000119408,0.247202795,NONE,0.548015416,UP
ENSG00000188986,0.070735435,NONE,0.062634246,NONE
ENSG00000148400,0.198044675,NONE,0.385156485,UP
ENSG00000188747,-0.733512369,Down,-0.572405569,DOWN
ENSG00000107281,-0.008572677,NONE,-0.035311747,NONE
ENSG00000148200,-0.078850208,NONE,-0.042821041,NONE
ENSG00000198435,0.119717486,NONE,0.04098903,NONE
ENSG00000165802,-0.098172963,NONE,0.258594611,NONE
ENSG00000148335,0.133501778,NONE,-0.095805542,NONE
ENSG00000196358,-0.261168727,NONE,-0.01922043,NONE
ENSG00000095319,-0.145143293,NONE,0.154722264,NONE
ENSG00000126883,-0.224219325,NONE,-0.043649741,NONE
ENSG00000136811,-0.136218004,NONE,-0.090788726,NONE
ENSG00000130558,0.146840401,NONE,-0.153126939,NONE
ENSG00000185585,0.188800885,NONE,0.438305689,UP
ENSG00000229314,NA,NA,NA,NA
ENSG00000228278,NA,NA,NA,NA
ENSG00000122133,NA,NA,NA,NA
ENSG00000182752,NA,NA,NA,NA
ENSG00000148362,-0.028152133,NONE,0.057332451,NONE
ENSG00000167081,0.055292612,NONE,0.438397954,UP
ENSG00000136940,0.253957997,NONE,0.123729026,NONE
ENSG00000067057,0.747833008,UP,0.2831725,UP
ENSG00000119403,-0.069245752,NONE,0.196509909,NONE
ENSG00000054148,-0.07414552,NONE,0.130873701,NONE
ENSG00000175287,0.1003816,NONE,0.627988853,UP
ENSG00000167103,-0.039939168,NONE,-0.636366543,DOWN
ENSG00000107959,-0.06762721,NONE,-0.009435488,NONE
ENSG00000237399,0.086739092,NONE,-0.147229889,NONE
ENSG00000160447,0.006576747,NONE,0.420709878,UP
ENSG00000160539,0.020483628,NONE,0.023426313,NONE
ENSG00000165688,-0.016723374,NONE,-0.142261019,NONE
ENSG00000130653,-0.203658745,NONE,-0.210840002,NONE
ENSG00000148229,0.041750093,NONE,-0.057547416,NONE
ENSG00000130714,0.046217142,NONE,-0.079523577,NONE
ENSG00000196422,-0.047602988,NONE,0.104687176,NONE
ENSG00000225361,-0.459523978,Down,-0.051478413,NONE
ENSG00000119414,0.02759414,NONE,0.001422057,NONE
ENSG00000136875,-0.048520206,NONE,-0.044054933,NONE
ENSG00000232630,0.347715547,UP,0.182005435,NONE
ENSG00000180525,-0.549332941,Down,-0.169746304,NONE
ENSG00000130723,0.269615598,UP,0.096005739,NONE
ENSG00000136930,-0.05471331,NONE,0.028360816,NONE
ENSG00000095261,-0.198341635,NONE,-0.124793113,NONE
ENSG00000107317,-0.187588875,NONE,0.202687173,NONE
ENSG00000148344,0.465877094,UP,0.123143378,NONE
ENSG00000148334,-0.179506002,NONE,-0.242760643,NONE
ENSG00000095303,0.315087625,NONE,0.135762326,NONE
ENSG00000119383,-0.229653251,NONE,-0.034643175,NONE
ENSG00000187024,0.144261695,NONE,-0.31933409,DOWN
ENSG00000165661,0.058258709,NONE,0.031509833,NONE
ENSG00000119396,0.053427687,NONE,0.041782101,NONE
ENSG00000136933,-0.184021802,NONE,-0.114511889,NONE
ENSG00000011454,-0.039032852,NONE,-0.070363271,NONE
ENSG00000196642,-0.309333572,Down,-0.205992814,NONE
ENSG00000160271,-0.040246778,NONE,0.203955683,NONE
ENSG00000136828,-0.014265915,NONE,-0.080842402,NONE
ENSG00000107263,0.067254523,NONE,0.243979672,NONE
ENSG00000119446,0.128596621,NONE,0.003947966,NONE
ENSG00000056586,0.300901635,UP,0.040409885,NONE
ENSG00000148300,0.11715132,NONE,0.123784336,NONE
ENSG00000138835,-0.160637825,NONE,0.180584252,NONE
ENSG00000264169,NA,NA,NA,NA
ENSG00000165188,NA,NA,NA,NA
ENSG00000212864,-0.116544467,NONE,0.097026178,NONE
ENSG00000233198,NA,NA,NA,NA
ENSG00000197958,-0.151239885,NONE,-0.0791167,NONE
ENSG00000136942,-0.07718644,NONE,0.006495916,NONE
ENSG00000148303,-0.032188571,NONE,0.017595934,NONE
ENSG00000186350,0.242599153,NONE,0.444904708,UP
ENSG00000186193,-0.32447896,Down,-0.234418997,NONE
ENSG00000123453,-0.283456427,Down,0.043848504,NONE
ENSG00000173611,0.010577732,NONE,-0.414706379,DOWN
ENSG00000148396,-0.049788398,NONE,-0.055664942,NONE
ENSG00000119335,0.127879067,NONE,-0.036427176,NONE
ENSG00000107290,0.184753031,NONE,0.149243345,NONE
ENSG00000095370,0.015209398,NONE,-0.200183141,NONE
ENSG00000148341,-0.479767718,Down,-0.328325956,DOWN
ENSG00000148339,0.288284322,UP,0.014100854,NONE
ENSG00000234771,-0.010691108,NONE,-0.097045999,NONE
ENSG00000167114,-0.064525859,NONE,-0.236680912,NONE
ENSG00000160326,-0.059675643,NONE,-0.173812597,NONE
ENSG00000136856,0.044535224,NONE,-0.187834564,NONE
ENSG00000136868,0.103782727,NONE,0.191341971,NONE
ENSG00000136867,-0.016587712,NONE,-0.132179501,NONE
ENSG00000198569,NA,NA,NA,NA
ENSG00000165684,-0.022283567,NONE,-0.146810744,NONE
ENSG00000233016,0.155008004,NONE,0.03471317,NONE
ENSG00000224682,NA,NA,NA,NA
ENSG00000165643,-0.249471827,NONE,-0.262852888,NONE
ENSG00000165698,-0.276949458,Down,-0.002966812,NONE
ENSG00000198917,0.245638472,NONE,0.154801975,NONE
ENSG00000197694,0.018711314,NONE,-0.018217265,NONE
ENSG00000176101,-0.039546218,NONE,0.154956289,NONE
ENSG00000136840,0.16939932,NONE,0.042854765,NONE
ENSG00000160408,0.010695186,NONE,-0.033512014,NONE
ENSG00000198870,-0.037825995,NONE,-0.182555647,NONE
ENSG00000148175,0.314800377,UP,0.775786261,UP
ENSG00000165209,0.158214935,NONE,-0.264900292,DOWN
ENSG00000136854,0.032594105,NONE,-0.264518536,DOWN
ENSG00000148290,-0.182149081,NONE,0.009986061,NONE
ENSG00000148291,-0.275203825,Down,-0.174171368,NONE
ENSG00000148248,0.069740725,NONE,0.165596049,NONE
ENSG00000148296,0.098493275,NONE,-0.071946549,NONE
ENSG00000175854,0.050849378,NONE,0.014445861,NONE
ENSG00000107021,-0.123074359,NONE,-0.062939423,NONE
ENSG00000136869,0.583727884,UP,0.91944869,UP
ENSG00000244187,-0.214634651,NONE,-0.25396272,NONE
ENSG00000187713,0.137055342,NONE,0.07895264,NONE
ENSG00000238227,-0.13802959,NONE,0.030003843,NONE
ENSG00000157693,-0.105657074,NONE,-0.114355485,NONE
ENSG00000223551,-0.315955479,Down,-0.210294961,NONE
ENSG00000041982,0.212596793,NONE,1.332597333,UP
ENSG00000181634,NA,NA,NA,NA
ENSG00000136827,0.177117863,NONE,-0.028224433,NONE
ENSG00000136816,0.173041145,NONE,0.113385245,NONE
ENSG00000160404,-0.048013111,NONE,0.029321931,NONE
ENSG00000198113,0.355659521,UP,0.581735949,UP
ENSG00000176058,-0.185934163,NONE,0.025693392,NONE
ENSG00000056558,-0.287576595,Down,-0.111420461,NONE
ENSG00000127191,0.06164341,NONE,-0.020991695,NONE
ENSG00000119401,0.444491172,UP,-0.139086269,NONE
ENSG00000167112,-0.121366689,NONE,-0.21842916,NONE
ENSG00000165699,-0.026986637,NONE,-0.100029234,NONE
ENSG00000167094,NA,NA,NA,NA
ENSG00000125482,0.140937371,NONE,-0.172933555,NONE
ENSG00000175764,0.17822957,NONE,-0.174129797,NONE
ENSG00000188229,0.195568812,NONE,-0.001225596,NONE
ENSG00000261456,NA,NA,NA,NA
ENSG00000197355,-0.103085121,NONE,-0.019053744,NONE
ENSG00000130560,0.03691033,NONE,0.016067989,NONE
ENSG00000130717,-0.072092898,NONE,0.057732282,NONE
ENSG00000167118,-0.108880386,NONE,-0.02672807,NONE
ENSG00000136878,-0.084073499,NONE,-0.148516691,NONE
ENSG00000160293,0.104519949,NONE,0.157705133,NONE
ENSG00000148225,-0.163419333,NONE,-0.15151985,NONE
ENSG00000119333,-0.14598012,NONE,0.175553625,NONE
ENSG00000047056,-0.105110196,NONE,-0.22961621,NONE
ENSG00000136918,NA,NA,NA,NA
ENSG00000196363,0.015854272,NONE,-0.064482441,NONE
ENSG00000095397,-0.174021817,NONE,0.130008872,NONE
ENSG00000171448,0.037858084,NONE,0.097492743,NONE
ENSG00000177125,0.075720023,NONE,0.117820377,NONE
ENSG00000169155,-0.007093919,NONE,0.001711646,NONE
ENSG00000186130,0.19321247,NONE,0.17532894,NONE
ENSG00000160446,-0.126369864,NONE,-0.128435008,NONE
ENSG00000160445,-0.062957753,NONE,-0.039369231,NONE
ENSG00000015171,0.01772929,NONE,0.018193914,NONE
ENSG00000165724,0.117161669,NONE,-0.043189445,NONE
ENSG00000157657,-0.025223623,NONE,0.141347796,NONE
ENSG00000196152,0.266562043,UP,0.006030785,NONE
ENSG00000136754,-0.010387627,NONE,0.053464356,NONE
ENSG00000107897,0.092950443,NONE,0.160616696,NONE
ENSG00000176244,0.101402872,NONE,0.384122679,UP
ENSG00000265018,-0.043317437,NONE,0.135785603,NONE
ENSG00000188234,-0.172778533,NONE,-0.124592945,NONE
ENSG00000204172,-0.281037307,NONE,-0.29516123,NONE
ENSG00000012779,0.421677919,UP,0.076443861,NONE
ENSG00000134461,-0.122229727,NONE,-0.202229868,NONE
ENSG00000107890,0.108426648,NONE,-0.072516436,NONE
ENSG00000264230,0.081613865,NONE,-0.259036822,NONE
ENSG00000077420,0.158276312,NONE,0.082489417,NONE
ENSG00000165322,0.086417515,NONE,0.168431627,NONE
ENSG00000107863,-0.070219768,NONE,0.043454799,NONE
ENSG00000128805,-0.303075075,Down,-0.240359388,NONE
ENSG00000165997,0.107627606,NONE,-0.005345368,NONE
ENSG00000165309,0.102950535,NONE,0.434312082,UP
ENSG00000196372,-0.19092359,NONE,-0.079189733,NONE
ENSG00000165629,-0.096918437,NONE,-0.083106392,NONE
ENSG00000095739,0.381252538,UP,0.560971675,UP
ENSG00000165626,0.068772533,NONE,0.300726451,UP
ENSG00000168283,0.231521225,NONE,0.084635388,NONE
ENSG00000165733,-0.107160999,NONE,-0.135129098,NONE
ENSG00000204177,-0.108562346,NONE,-0.368415922,DOWN
ENSG00000176236,0.722455723,UP,0.028562018,NONE
ENSG00000204683,NA,NA,NA,NA
ENSG00000165511,0.097354409,NONE,0.020271504,NONE
ENSG00000179133,NA,NA,NA,NA
ENSG00000165985,1.103656928,UP,-0.369633546,NONE
ENSG00000165995,-0.048818317,NONE,-0.23821858,NONE
ENSG00000183049,-0.031188465,NONE,-0.314923792,DOWN
ENSG00000204682,0.147778778,NONE,0.45984884,UP
ENSG00000151468,0.137148908,NONE,0.054434673,NONE
ENSG00000216937,-0.075749866,NONE,-0.036083429,NONE
ENSG00000108100,0.047498748,NONE,0.015431756,NONE
ENSG00000151465,0.066151775,NONE,0.042454239,NONE
ENSG00000048740,0.007517249,NONE,-0.079358038,NONE
ENSG00000181800,0.660617969,UP,0.003123053,NONE
ENSG00000237986,NA,NA,NA,NA
ENSG00000148444,-0.305308884,Down,-0.176588933,NONE
ENSG00000269897,NA,NA,NA,NA
ENSG00000095794,0.021826072,NONE,0.168091514,NONE
ENSG00000169826,0.044710505,NONE,-0.088297183,NONE
ENSG00000107611,-0.004169821,NONE,0.022254769,NONE
ENSG00000108094,0.068897624,NONE,-0.101843557,NONE
ENSG00000107562,-0.036302874,NONE,-0.034645655,NONE
ENSG00000152457,0.100163603,NONE,0.039076062,NONE
ENSG00000165507,0.267068736,NONE,0.6638226,UP
ENSG00000181192,-0.226654015,NONE,0.069421817,NONE
ENSG00000136770,0.055450917,NONE,0.394596311,UP
ENSG00000134463,0.261955498,NONE,0.352026521,UP
ENSG00000151023,-0.208422115,NONE,0.08323644,NONE
ENSG00000120616,-0.115712661,NONE,0.094223103,NONE
ENSG00000225830,-0.030361125,NONE,-0.073471442,NONE
ENSG00000065809,0.245797913,NONE,0.098737146,NONE
ENSG00000148468,0.081937315,NONE,0.226833506,NONE
ENSG00000108021,0.124171358,NONE,0.188945789,NONE
ENSG00000151474,-0.135924397,NONE,-0.025970426,NONE
ENSG00000170324,0.447151152,UP,-0.378737219,DOWN
ENSG00000150175,0.827836278,UP,-0.404488852,NONE
ENSG00000177283,0.239347731,NONE,0.555603377,UP
ENSG00000136750,0.295934138,NONE,-1.365416831,DOWN
ENSG00000266524,0.112403329,NONE,0.133990627,NONE
ENSG00000263761,NA,NA,NA,NA
ENSG00000057608,0.179043571,NONE,0.100913631,NONE
ENSG00000151025,0.049345487,NONE,-0.597892889,DOWN
ENSG00000204175,0.639207722,UP,-0.48181739,DOWN
ENSG00000165996,-0.304908526,Down,-0.19606138,NONE
ENSG00000169813,0.254034201,NONE,0.321495699,UP
ENSG00000223984,NA,NA,NA,NA
ENSG00000099251,-0.137772523,NONE,-0.106231757,NONE
ENSG00000187522,0.06790299,NONE,-0.129979304,NONE
ENSG00000134470,0.552355881,UP,0.485596477,UP
ENSG00000134460,NA,NA,NA,NA
ENSG00000077943,-0.275412884,NONE,0.349269471,UP
ENSG00000150093,0.304521593,UP,0.529473799,UP
ENSG00000151655,-0.131819133,NONE,0.529871393,UP
ENSG00000123243,0.069150746,NONE,0.491959722,UP
ENSG00000165757,0.234681575,NONE,0.271722098,UP
ENSG00000120549,-0.046200301,NONE,-0.089796201,NONE
ENSG00000170759,0.090293214,NONE,0.297328829,UP
ENSG00000151657,-0.092567715,NONE,-0.224386335,NONE
ENSG00000238266,NA,NA,NA,NA
ENSG00000229240,NA,NA,NA,NA
ENSG00000280809,0.064738123,NONE,0.866597369,UP
ENSG00000185904,0.096558815,NONE,-0.207893684,NONE
ENSG00000230445,0.729685266,UP,0.246724905,NONE
ENSG00000107968,0.511142744,UP,0.539401452,UP
ENSG00000107643,-0.122387015,NONE,-0.266447801,DOWN
ENSG00000165406,0.278823668,UP,0.184497255,NONE
ENSG00000120539,0.019252317,NONE,-0.25204668,NONE
ENSG00000148481,-0.441606054,Down,-0.33439854,DOWN
ENSG00000150051,0.104869572,NONE,0.027315299,NONE
ENSG00000078403,-0.017104279,NONE,0.018872824,NONE
ENSG00000150054,0.236080793,NONE,-0.279689558,NONE
ENSG00000260314,1.285975661,UP,0.714976858,UP
ENSG00000263639,NA,NA,NA,NA
ENSG00000148450,-0.213232382,NONE,-0.036997693,NONE
ENSG00000107951,-0.157868333,NONE,-0.194644745,NONE
ENSG00000095777,NA,NA,NA,NA
ENSG00000266412,0.14346548,NONE,0.2182912,NONE
ENSG00000078114,0.067170583,NONE,0.469427267,UP
ENSG00000173848,-0.196315596,NONE,0.008940977,NONE
ENSG00000152465,0.134929635,NONE,-0.093142248,NONE
ENSG00000099250,0.271618189,UP,0.256413828,NONE
ENSG00000241058,-0.167977042,NONE,-0.20078622,NONE
ENSG00000165609,-0.189104279,NONE,0.103565354,NONE
ENSG00000123240,0.201475994,NONE,-0.041589171,NONE
ENSG00000165312,0.343049301,UP,-0.011164459,NONE
ENSG00000148498,0.200694089,NONE,0.848749723,UP
ENSG00000239883,0.104113862,NONE,-0.295528005,DOWN
ENSG00000148459,-0.155302712,NONE,-0.029995105,NONE
ENSG00000170525,0.216134191,NONE,0.545653722,UP
ENSG00000107537,-0.102828506,NONE,0.108996445,NONE
ENSG00000150867,0.168746828,NONE,0.337713781,UP
ENSG00000120594,0.214235943,NONE,0.362488402,UP
ENSG00000065675,-0.044566354,NONE,-0.199444084,NONE
ENSG00000237943,-0.216923282,NONE,-0.263096979,NONE
ENSG00000225778,-0.217667697,NONE,-0.385647141,DOWN
ENSG00000165630,0.351367331,UP,-0.064316641,NONE
ENSG00000099256,-0.106587355,NONE,0.092195228,NONE
ENSG00000165983,0.195989466,NONE,-0.224880204,NONE
ENSG00000204179,-0.044543331,NONE,-0.222530376,NONE
ENSG00000099246,0.028879111,NONE,-0.005279388,NONE
ENSG00000198915,0.116384358,NONE,-0.016495221,NONE
ENSG00000107551,-0.256194291,NONE,0.076538444,NONE
ENSG00000134453,0.013250956,NONE,0.23054564,NONE
ENSG00000165731,0.424902688,UP,-0.520387454,DOWN
ENSG00000152464,0.171956595,NONE,-0.0967954,NONE
ENSG00000148484,0.061530121,NONE,0.222282065,NONE
ENSG00000065665,-0.244274507,NONE,-0.257343164,NONE
ENSG00000086475,-0.030411265,NONE,0.184545839,NONE
ENSG00000198879,0.169270983,NONE,0.048666004,NONE
ENSG00000225383,NA,NA,NA,NA
ENSG00000180592,-0.304899128,Down,-0.275752835,DOWN
ENSG00000148482,0.661436318,UP,1.204115534,UP
ENSG00000077327,NA,NA,NA,NA
ENSG00000148488,0.660242352,UP,0.921682636,UP
ENSG00000136738,-0.138135807,NONE,-0.179853706,NONE
ENSG00000260589,-0.170641929,NONE,0.037107729,NONE
ENSG00000152455,0.142308449,NONE,0.029122445,NONE
ENSG00000197321,-0.019643523,NONE,0.238518731,NONE
ENSG00000224597,0.210583491,NONE,0.102475544,NONE
ENSG00000204176,0.115758551,NONE,-0.145131318,NONE
ENSG00000165632,0.143976982,NONE,0.044279057,NONE
ENSG00000185875,-0.182237318,NONE,-0.160292717,NONE
ENSG00000265354,-0.047878205,NONE,0.076753863,NONE
ENSG00000228828,NA,NA,NA,NA
ENSG00000224812,-0.525166125,Down,-0.294932293,DOWN
ENSG00000107614,-0.255399835,NONE,-0.135903174,NONE
ENSG00000178462,NA,NA,NA,NA
ENSG00000151461,0.335194642,UP,-0.038635849,NONE
ENSG00000148429,-0.175139027,NONE,0.046532745,NONE
ENSG00000026025,0.344504191,UP,0.621455553,UP
ENSG00000165633,0.091285478,NONE,0.44244699,UP
ENSG00000095787,0.162248189,NONE,0.074716878,NONE
ENSG00000254635,-0.577496834,Down,-0.468814195,DOWN
ENSG00000172661,0.009635768,NONE,0.012488265,NONE
ENSG00000128815,0.202457531,NONE,0.09573972,NONE
ENSG00000136758,0.056217588,NONE,0.026271616,NONE
ENSG00000148516,0.217856979,NONE,0.29029478,UP
ENSG00000237036,-0.185872792,NONE,0.037349011,NONE
ENSG00000172671,-0.021083355,NONE,0.008705082,NONE
ENSG00000165512,-0.044367643,NONE,0.170168959,NONE
ENSG00000196793,-0.008796824,NONE,-0.04988566,NONE
ENSG00000198105,-0.029416162,NONE,-0.162622757,NONE
ENSG00000175395,0.107640313,NONE,-0.265652604,DOWN
ENSG00000169740,-0.03744389,NONE,0.177502133,NONE
ENSG00000230565,0.329872898,UP,0.14773227,NONE
ENSG00000189180,0.073156387,NONE,-0.013884404,NONE
ENSG00000196693,-0.018803002,NONE,-0.091135907,NONE
ENSG00000225192,NA,NA,NA,NA
ENSG00000075407,-0.004600386,NONE,-0.033679416,NONE
ENSG00000234420,-0.068475343,NONE,-0.424869575,DOWN
ENSG00000183621,-0.044297189,NONE,0.2270119,NONE
ENSG00000198298,-0.022531083,NONE,0.000902571,NONE
ENSG00000243660,0.042332378,NONE,-0.024121461,NONE
ENSG00000265763,0.077311691,NONE,0.101169928,NONE
ENSG00000107796,0.131509369,NONE,0.356423311,UP
ENSG00000180139,NA,NA,NA,NA
ENSG00000138316,-0.517933231,NONE,-0.441593428,NONE
ENSG00000148671,NA,NA,NA,NA
ENSG00000272734,0.073441263,NONE,0.006509185,NONE
ENSG00000156110,0.080746953,NONE,0.038438557,NONE
ENSG00000181915,0.1317695,NONE,-0.035820677,NONE
ENSG00000271880,NA,NA,NA,NA
ENSG00000172650,NA,NA,NA,NA
ENSG00000204149,-0.436018288,Down,-0.170588117,NONE
ENSG00000042286,-0.101451406,NONE,-0.063876124,NONE
ENSG00000166295,-0.108953247,NONE,0.265237405,UP
ENSG00000151150,0.106552312,NONE,-0.230437114,NONE
ENSG00000148677,NA,NA,NA,NA
ENSG00000122359,0.079395653,NONE,0.040105628,NONE
ENSG00000138279,-0.18352069,NONE,-0.021458066,NONE
ENSG00000185009,0.336350018,UP,0.304316685,UP
ENSG00000150347,0.159817741,NONE,0.124852285,NONE
ENSG00000204147,-0.381968825,Down,-0.512857383,DOWN
ENSG00000138303,0.062295007,NONE,0.169020675,NONE
ENSG00000138138,-0.003995256,NONE,-0.08497342,NONE
ENSG00000179774,-0.055726588,NONE,-0.62282593,DOWN
ENSG00000278616,0.51643285,UP,-0.078102165,NONE
ENSG00000122870,0.104592453,NONE,0.108068992,NONE
ENSG00000107779,0.092152385,NONE,0.390897611,UP
ENSG00000095564,0.201660305,NONE,0.105424442,NONE
ENSG00000214688,-0.27073876,NONE,0.376277554,NONE
ENSG00000183346,-0.635465882,Down,-0.398231862,NONE
ENSG00000229097,0.179339682,NONE,-0.074589091,NONE
ENSG00000148660,0.161183164,NONE,0.119838838,NONE
ENSG00000060339,0.141912595,NONE,0.005852335,NONE
ENSG00000108091,0.117040532,NONE,0.11764338,NONE
ENSG00000107771,0.154087083,NONE,-0.032007108,NONE
ENSG00000107736,-0.784514973,Down,0.322197051,NONE
ENSG00000148600,-0.229283568,NONE,-0.086659327,NONE
ENSG00000170312,NA,NA,NA,NA
ENSG00000138180,NA,NA,NA,NA
ENSG00000156042,-0.310339071,Down,-0.076409888,NONE
ENSG00000223820,-0.113445938,NONE,-0.241899464,NONE
ENSG00000138135,0.139461029,NONE,-0.075031612,NONE
ENSG00000172586,-0.026647906,NONE,0.078654943,NONE
ENSG00000122863,0.522804556,UP,0.624962667,UP
ENSG00000122873,0.07760166,NONE,-0.201203895,NONE
ENSG00000197467,-0.167984276,NONE,-0.313014849,NONE
ENSG00000165644,0.179716096,NONE,0.083546551,NONE
ENSG00000107864,-0.283915029,Down,-0.277002501,DOWN
ENSG00000177613,0.195893909,NONE,0.094524381,NONE
ENSG00000183230,0.094289453,NONE,0.167382667,NONE
ENSG00000095596,NA,NA,NA,NA
ENSG00000168209,0.615153503,UP,0.579647252,UP
ENSG00000165732,0.347547375,UP,0.304514411,UP
ENSG00000107625,0.053364242,NONE,0.006883363,NONE
ENSG00000107984,NA,NA,NA,NA
ENSG00000151208,0.296663893,UP,0.412684086,UP
ENSG00000138346,0.13263664,NONE,0.219800779,NONE
ENSG00000148719,-0.1520261,NONE,-0.008673715,NONE
ENSG00000108176,0.038801155,NONE,-0.011165649,NONE
ENSG00000213551,0.149124947,NONE,-0.021978748,NONE
ENSG00000235316,0.106839941,NONE,-0.05218535,NONE
ENSG00000122882,0.019627335,NONE,-0.070483004,NONE
ENSG00000122877,NA,NA,NA,NA
ENSG00000148730,0.189132078,NONE,0.316457607,UP
ENSG00000253626,-0.342065481,NONE,-0.168422315,NONE
ENSG00000138190,-0.147389076,NONE,-0.142901184,NONE
ENSG00000183055,NA,NA,NA,NA
ENSG00000148541,0.233404612,NONE,-0.033272722,NONE
ENSG00000138286,-0.099237972,NONE,-0.039825477,NONE
ENSG00000122378,0.164629418,NONE,0.319333167,UP
ENSG00000171224,0.06257725,NONE,-0.217247841,NONE
ENSG00000026103,0.612581607,UP,0.759114973,UP
ENSG00000186188,0.248931415,NONE,-0.55405447,DOWN
ENSG00000174721,-0.226631147,NONE,-0.34756695,DOWN
ENSG00000148690,-0.133479557,NONE,-0.061758408,NONE
ENSG00000196968,0.066202644,NONE,0.139889316,NONE
ENSG00000165678,-0.012647949,NONE,-0.029473369,NONE
ENSG00000148672,0.013529188,NONE,0.289626969,UP
ENSG00000250959,0.183940961,NONE,-0.222409009,NONE
ENSG00000182771,-0.120643251,NONE,0.076091159,NONE
ENSG00000099284,-0.33613814,Down,-0.132058205,NONE
ENSG00000165338,0.072738541,NONE,-0.23113698,NONE
ENSG00000148634,-0.051498433,NONE,0.005007115,NONE
ENSG00000152804,0.242521224,NONE,0.418944036,UP
ENSG00000156515,0.201885239,NONE,-0.149157499,NONE
ENSG00000156510,0.115236908,NONE,0.131106435,NONE
ENSG00000096746,-0.135607225,NONE,0.08719433,NONE
ENSG00000148680,NA,NA,NA,NA
ENSG00000119912,-0.052668342,NONE,0.150587452,NONE
ENSG00000185745,0.219663732,NONE,0.050207267,NONE
ENSG00000204010,NA,NA,NA,NA
ENSG00000119922,0.36766561,UP,0.262881599,NONE
ENSG00000119917,0.178485649,NONE,0.211611421,NONE
ENSG00000152778,0.148690406,NONE,0.105462865,NONE
ENSG00000151151,0.092901217,NONE,-0.055637954,NONE
ENSG00000171988,0.173425378,NONE,0.031821209,NONE
ENSG00000156650,-0.072736872,NONE,-0.035276858,NONE
ENSG00000156113,-0.052865475,NONE,0.100867276,NONE
ENSG00000236467,NA,NA,NA,NA
ENSG00000225652,NA,NA,NA,NA
ENSG00000138160,0.164851576,NONE,-0.066324448,NONE
ENSG00000198954,0.126469218,NONE,-0.006755716,NONE
ENSG00000138182,0.224177808,NONE,-0.20326545,NONE
ENSG00000227268,-0.002964386,NONE,-0.236589233,NONE
ENSG00000122367,-0.826186842,Down,-0.961345105,DOWN
ENSG00000108231,-0.021340998,NONE,0.18589384,NONE
ENSG00000230417,-0.096935845,NONE,0.193904877,NONE
ENSG00000237949,0.14107194,NONE,0.204410406,NONE
ENSG00000224914,-0.178510462,NONE,-0.21778315,NONE
ENSG00000232229,-0.060534106,NONE,-0.431360615,DOWN
ENSG00000107798,0.135409731,NONE,0.250842673,NONE
ENSG00000148655,-0.157231753,NONE,0.176373797,NONE
ENSG00000172731,-0.47855156,Down,-0.244396369,NONE
ENSG00000198739,0.202140513,NONE,-0.329114124,DOWN
ENSG00000198060,0.119977907,NONE,0.036210967,NONE
ENSG00000151224,NA,NA,NA,NA
ENSG00000242600,0.321163634,UP,0.246012195,NONE
ENSG00000156026,-0.190410305,NONE,-0.124537692,NONE
ENSG00000107745,-0.17074498,NONE,-0.103220498,NONE
ENSG00000107789,-0.078666713,NONE,-0.02234526,NONE
ENSG00000173269,0.71103751,UP,0.814970685,UP
ENSG00000227877,-0.131388676,NONE,-0.036565686,NONE
ENSG00000182180,0.124489584,NONE,-0.18644807,NONE
ENSG00000166343,-0.145256887,NONE,-0.087325555,NONE
ENSG00000138119,0.495184532,UP,0.704281681,UP
ENSG00000166507,NA,NA,NA,NA
ENSG00000173145,0.108975021,NONE,0.156402847,NONE
ENSG00000156574,NA,NA,NA,NA
ENSG00000148734,0.06013032,NONE,0.110028522,NONE
ENSG00000148572,0.005413062,NONE,-0.062126338,NONE
ENSG00000185737,0.005693725,NONE,0.083980716,NONE
ENSG00000225738,NA,NA,NA,NA
ENSG00000166321,-0.160217769,NONE,-0.120902956,NONE
ENSG00000184923,NA,NA,NA,NA
ENSG00000223482,-0.082128302,NONE,-0.177371764,NONE
ENSG00000225484,-0.045679038,NONE,-0.161348526,NONE
ENSG00000214562,-0.4787564,Down,-0.607344818,DOWN
ENSG00000197444,-0.154799021,NONE,-0.395561924,DOWN
ENSG00000138315,0.359929765,NONE,0.026614213,NONE
ENSG00000122375,-0.411325757,Down,-0.543837092,DOWN
ENSG00000122884,0.34002835,UP,0.589824833,UP
ENSG00000107719,-0.030739186,NONE,0.101256679,NONE
ENSG00000152782,0.377620599,UP,-0.077391614,NONE
ENSG00000198682,0.357610237,UP,0.594699052,UP
ENSG00000227345,0.091158583,NONE,-0.123576248,NONE
