ID,logFC_CBE_Mayo,direction_CBE_Mayo,logFC_TCX_Mayo,direction_TCX_Mayo
ENSG00000204237,-0.270732002,DOWN,-0.156231479,NONE
ENSG00000185813,-0.397830515,DOWN,-0.230544733,NONE
ENSG00000108946,0.054118867,NONE,-0.127292024,NONE
ENSG00000128789,-0.172885777,NONE,0.010500192,NONE
ENSG00000172809,-0.106980603,NONE,-0.03872803,NONE
ENSG00000188612,0.030585465,NONE,0.016453096,NONE
ENSG00000101558,-0.072234868,NONE,-0.04610105,NONE
ENSG00000152234,-0.106891266,NONE,-0.101591142,NONE
ENSG00000282266,NA,NA,NA,NA
ENSG00000170558,0.197888644,NONE,0.294825292,UP
ENSG00000166347,-0.161182651,NONE,-0.025143247,NONE
ENSG00000134759,-0.267152835,DOWN,-0.240237754,NONE
ENSG00000134049,-0.204565567,NONE,-0.136381589,NONE
ENSG00000167306,-0.318867116,NONE,-0.718261236,DOWN
ENSG00000134440,0.003064714,NONE,-0.054424642,NONE
ENSG00000141447,0.062833154,NONE,-0.127871701,NONE
ENSG00000078142,0.022079891,NONE,-0.133981763,NONE
ENSG00000091164,-0.17442259,NONE,-0.208380096,NONE
ENSG00000142303,0.055642528,NONE,0.069971834,NONE
ENSG00000125652,-0.05270776,NONE,-0.05994633,NONE
ENSG00000198356,0.163209897,NONE,0.067537964,NONE
ENSG00000104979,-0.111411944,NONE,0.04541305,NONE
ENSG00000130813,-0.13644309,NONE,-0.135183398,NONE
ENSG00000174917,-0.114581672,NONE,-0.158179147,NONE
ENSG00000183397,-0.049146216,NONE,0.07621826,NONE
ENSG00000105401,-0.136282205,NONE,-0.072354935,NONE
ENSG00000176533,-0.234363237,NONE,0.111134668,NONE
ENSG00000130332,0.008620613,NONE,-0.021283095,NONE
ENSG00000183617,-0.078334537,NONE,-0.015970027,NONE
ENSG00000074842,0.051826775,NONE,-0.00886749,NONE
ENSG00000174886,-0.172961207,NONE,-0.253877142,NONE
ENSG00000115286,0.036249884,NONE,-0.199275862,NONE
ENSG00000229833,-0.098064391,NONE,-0.0203431,NONE
ENSG00000104886,0.019329662,NONE,-0.045636943,NONE
ENSG00000130175,-0.059666274,NONE,-0.13101697,NONE
ENSG00000130255,-0.008548085,NONE,-0.01052281,NONE
ENSG00000172009,-0.003582131,NONE,-0.167272771,NONE
ENSG00000105518,-0.088851129,NONE,-0.047454894,NONE
ENSG00000198258,0.022187874,NONE,-0.061422875,NONE
ENSG00000127540,-0.071139709,NONE,-0.07570526,NONE
ENSG00000105583,-0.03402666,NONE,-0.089843609,NONE
ENSG00000171295,0.026363568,NONE,-0.049487266,NONE
ENSG00000186300,0.105835289,NONE,0.02041792,NONE
ENSG00000130544,-0.192439138,NONE,-0.244251971,NONE
ENSG00000198551,0.118046439,NONE,0.015004212,NONE
ENSG00000173875,-0.054683628,NONE,-0.172351612,NONE
ENSG00000254901,-0.269999319,DOWN,-0.275527602,DOWN
ENSG00000126247,-0.177854353,NONE,0.003051512,NONE
ENSG00000105669,-0.264663537,DOWN,-0.147056181,NONE
ENSG00000126267,-0.149582347,NONE,0.070888551,NONE
ENSG00000105671,0.099817838,NONE,-0.058511771,NONE
ENSG00000105058,0.059774066,NONE,0.099439715,NONE
ENSG00000105135,0.160498357,NONE,0.066388611,NONE
ENSG00000262860,NA,NA,NA,NA
ENSG00000130520,-0.129018899,NONE,-0.210949236,NONE
ENSG00000099795,-0.102142232,NONE,0.099334275,NONE
ENSG00000126249,-0.059719093,NONE,-0.0157435,NONE
ENSG00000105258,-0.226961153,NONE,-0.164196847,NONE
ENSG00000105171,-0.060326603,NONE,-0.003666597,NONE
ENSG00000205155,-0.039113983,NONE,0.006689793,NONE
ENSG00000167461,0.10907451,NONE,0.06999352,NONE
ENSG00000105640,0.044787571,NONE,-0.12105992,NONE
ENSG00000205138,0.149290588,NONE,-0.062662204,NONE
ENSG00000105254,-0.144643476,NONE,-0.111183977,NONE
ENSG00000105677,0.006459851,NONE,0.136431573,NONE
ENSG00000221983,-0.031474709,NONE,-0.078405764,NONE
ENSG00000169021,0.116767443,NONE,-0.011420385,NONE
ENSG00000233527,-0.08706334,NONE,0.024661745,NONE
ENSG00000197863,0.028792259,NONE,0.074307744,NONE
ENSG00000090013,0.01974484,NONE,0.23160301,NONE
ENSG00000090932,0.036870517,NONE,-0.203324072,NONE
ENSG00000104936,0.040776299,NONE,0.121967896,NONE
ENSG00000269858,-0.10372968,NONE,-0.05590438,NONE
ENSG00000012061,-0.161648729,NONE,-0.064837692,NONE
ENSG00000077348,-0.176564032,NONE,-0.134809169,NONE
ENSG00000104863,-0.202064581,NONE,-0.340628796,DOWN
ENSG00000104872,-0.04142701,NONE,-0.160953979,NONE
ENSG00000099341,0.069053199,NONE,-0.06669506,NONE
ENSG00000063177,-0.141735307,NONE,-0.077796458,NONE
ENSG00000183207,-0.094236502,NONE,-0.073099331,NONE
ENSG00000178980,-0.024894374,NONE,0.006031724,NONE
ENSG00000125743,-0.034197776,NONE,-0.014017998,NONE
ENSG00000167642,-0.109408397,NONE,-0.269416797,DOWN
ENSG00000167645,-0.040302306,NONE,-0.046055605,NONE
ENSG00000120784,0.109912278,NONE,-0.050547874,NONE
ENSG00000159882,0.028617545,NONE,0.022548117,NONE
ENSG00000196437,0.242785861,NONE,0.009475108,NONE
ENSG00000124444,0.122353307,NONE,-0.008448383,NONE
ENSG00000185869,0.163720809,NONE,-0.072673845,NONE
ENSG00000130724,0.025043068,NONE,-0.05194818,NONE
ENSG00000101266,0.089320197,NONE,-0.050119219,NONE
ENSG00000142396,-0.146921085,NONE,-0.098936498,NONE
ENSG00000105379,-0.396339665,DOWN,-0.315504782,DOWN
ENSG00000142530,-0.148739652,NONE,-0.218690378,NONE
ENSG00000063241,-0.013058767,NONE,0.020131477,NONE
ENSG00000276458,NA,NA,NA,NA
ENSG00000276061,NA,NA,NA,NA
ENSG00000142546,-0.064520867,NONE,-0.058998357,NONE
ENSG00000126457,-0.049921604,NONE,-0.102330715,NONE
ENSG00000083845,-0.05983565,NONE,-0.006461491,NONE
ENSG00000083807,-0.231371911,NONE,-0.173552309,NONE
ENSG00000177732,0.133386084,NONE,0.080849911,NONE
ENSG00000104946,-0.014200088,NONE,0.017688444,NONE
ENSG00000125875,0.088293334,NONE,0.103831869,NONE
ENSG00000256060,0.08954679,NONE,-0.16921772,NONE
ENSG00000105053,-0.060121882,NONE,-0.104383293,NONE
ENSG00000171649,0.078895771,NONE,-0.045497671,NONE
ENSG00000181894,0.253366508,NONE,0.016340708,NONE
ENSG00000105136,-0.040960881,NONE,-0.100395649,NONE
ENSG00000178935,-0.145496507,NONE,-0.204599638,NONE
ENSG00000083828,0.133386218,NONE,-0.005026895,NONE
ENSG00000083814,0.072655966,NONE,0.069425764,NONE
ENSG00000101444,0.072827992,NONE,-0.041449712,NONE
ENSG00000101474,0.338196994,UP,-0.022861569,NONE
ENSG00000171456,0.111492569,NONE,0.108643468,NONE
ENSG00000171552,-0.004661473,NONE,0.139552623,NONE
ENSG00000078699,0.016257635,NONE,-0.103174796,NONE
ENSG00000242372,0.048202852,NONE,-0.009890072,NONE
ENSG00000125991,-0.044114818,NONE,-0.063702006,NONE
ENSG00000101365,0.092108356,NONE,-0.040442389,NONE
ENSG00000125877,-0.385551063,DOWN,-0.190304972,NONE
ENSG00000172264,0.066317804,NONE,-0.424463132,DOWN
ENSG00000125901,-0.10271918,NONE,0.033540412,NONE
ENSG00000244005,-0.16832843,NONE,-0.007686586,NONE
ENSG00000232838,NA,NA,NA,NA
ENSG00000025293,0.225521079,NONE,-0.039250579,NONE
ENSG00000244462,0.080454159,NONE,-0.048198622,NONE
ENSG00000125995,-0.218565309,NONE,0.088419022,NONE
ENSG00000232388,-0.150648039,NONE,0.020185985,NONE
ENSG00000088930,-0.032262998,NONE,0.255076247,NONE
ENSG00000130706,0.093189925,NONE,0.057360621,NONE
ENSG00000124172,-0.267828088,DOWN,-0.092421935,NONE
ENSG00000101132,-0.052235622,NONE,-0.181443586,NONE
ENSG00000124181,0.342172513,UP,0.256140205,NONE
ENSG00000101182,0.100306755,NONE,0.046859783,NONE
ENSG00000171858,0.0674892,NONE,0.135962453,NONE
ENSG00000174365,-0.121283549,NONE,-0.104747164,NONE
ENSG00000184402,0.028389338,NONE,-0.211770895,NONE
ENSG00000177410,-0.139320394,NONE,-0.149858583,NONE
ENSG00000241837,-0.246669866,NONE,-0.173265279,NONE
ENSG00000160226,0.027639983,NONE,-0.161923177,NONE
ENSG00000142156,-0.025973787,NONE,0.331714432,UP
ENSG00000154639,-0.125273469,NONE,-0.223881734,NONE
ENSG00000159147,0.020824858,NONE,-0.030021392,NONE
ENSG00000159267,0.141599866,NONE,-0.175879141,NONE
ENSG00000142166,0.159601552,NONE,0.140692101,NONE
ENSG00000198862,0.322160002,UP,0.097862172,NONE
ENSG00000180530,0.527659432,UP,0.012754342,NONE
ENSG00000198618,0.184044874,NONE,-0.029963848,NONE
ENSG00000182093,0.006081228,NONE,-0.022670777,NONE
ENSG00000128185,-0.254831365,NONE,-0.014703918,NONE
ENSG00000185721,-0.004221004,NONE,-0.022914637,NONE
ENSG00000185608,-0.065853667,NONE,0.000512012,NONE
ENSG00000100029,-0.080442597,NONE,-0.062673114,NONE
ENSG00000099901,0.1561837,NONE,-0.209503831,NONE
ENSG00000099999,-0.266535622,DOWN,-0.183613073,NONE
ENSG00000184436,-0.272373072,DOWN,-0.118518035,NONE
ENSG00000100154,-0.1204474,NONE,0.123339266,NONE
ENSG00000253352,-0.17410104,NONE,0.095275231,NONE
ENSG00000184470,-0.0878846,NONE,-0.192454329,NONE
ENSG00000184076,-0.068511727,NONE,0.085206453,NONE
ENSG00000100319,0.106388396,NONE,0.073675125,NONE
ENSG00000130638,0.070359516,NONE,-0.060250682,NONE
ENSG00000184164,0.035738745,NONE,-0.11673473,NONE
ENSG00000213923,-0.09739004,NONE,-0.033084422,NONE
ENSG00000186976,-0.487387907,DOWN,-0.478987099,DOWN
ENSG00000100353,-0.078040445,NONE,-0.07056048,NONE
ENSG00000100129,0.296271597,UP,-0.089109257,NONE
ENSG00000100393,0.033033486,NONE,0.161597292,NONE
ENSG00000100335,0.191853453,NONE,0.023754437,NONE
ENSG00000100410,-0.105627764,NONE,0.109796343,NONE
ENSG00000100417,0.082191522,NONE,-0.049607548,NONE
ENSG00000100227,0.226287607,NONE,0.422476899,UP
ENSG00000102054,0.000564459,NONE,0.029861218,NONE
ENSG00000100387,-0.211076212,NONE,-0.098221963,NONE
ENSG00000100316,-0.222957502,NONE,-0.107383018,NONE
ENSG00000187051,0.086777743,NONE,0.054722879,NONE
ENSG00000100220,0.137287784,NONE,0.022978938,NONE
ENSG00000100372,-0.202490006,NONE,-0.116361615,NONE
ENSG00000169895,0.063509861,NONE,-0.029647459,NONE
ENSG00000198792,0.142021699,NONE,0.23715977,NONE
ENSG00000205542,0.012225535,NONE,-0.300966673,DOWN
ENSG00000100354,-0.131695614,NONE,0.019611051,NONE
ENSG00000100216,-0.071288317,NONE,-0.05497292,NONE
ENSG00000170638,0.128618224,NONE,0.069985227,NONE
ENSG00000196419,0.22036599,NONE,0.080933834,NONE
ENSG00000169249,-0.245171224,NONE,-0.155142851,NONE
ENSG00000182220,-0.023195627,NONE,-0.094492119,NONE
ENSG00000165169,0.07726537,NONE,-0.167411932,NONE
ENSG00000069509,-0.012146453,NONE,0.011433434,NONE
ENSG00000102316,0.112122037,NONE,0.131363998,NONE
ENSG00000187601,0.230937721,NONE,0.010050338,NONE
ENSG00000147123,-0.012581133,NONE,-0.000909806,NONE
ENSG00000102103,-0.128050808,NONE,-0.020148469,NONE
ENSG00000102100,0.021693137,NONE,-0.059929439,NONE
ENSG00000186787,0.083134298,NONE,-0.071109502,NONE
ENSG00000068323,0.133943926,NONE,0.190346455,NONE
ENSG00000126768,-0.156549811,NONE,-0.17749488,NONE
ENSG00000247746,-0.255998392,NONE,-0.080170126,NONE
ENSG00000124486,0.135233444,NONE,0.136645354,NONE
ENSG00000251192,-0.040373339,NONE,-0.21034089,NONE
ENSG00000131269,0.122233721,NONE,0.236054211,NONE
ENSG00000126947,0.08181058,NONE,0.012657688,NONE
ENSG00000102401,0.160515419,NONE,-0.101543147,NONE
ENSG00000198960,0.337660194,UP,0.245634222,NONE
ENSG00000133134,0.021446488,NONE,-0.207337088,NONE
ENSG00000166681,0.003033589,NONE,-0.151720939,NONE
ENSG00000102409,-0.062859,NONE,-0.164133298,NONE
ENSG00000184515,-0.117303746,NONE,-0.384160478,DOWN
ENSG00000131174,-0.130244696,NONE,-0.138204236,NONE
ENSG00000018610,-0.139191832,NONE,-0.118740253,NONE
ENSG00000198932,-0.008402407,NONE,-0.42258053,DOWN
ENSG00000147246,0.096855107,NONE,-0.182112568,NONE
ENSG00000089289,-0.014549918,NONE,-0.021267702,NONE
ENSG00000225470,-0.152825108,NONE,-0.178787396,NONE
ENSG00000120509,-0.024130747,NONE,0.03441979,NONE
ENSG00000102309,-0.169201433,NONE,-0.14998704,NONE
ENSG00000147224,0.230973682,NONE,0.007991998,NONE
ENSG00000101843,-0.013116083,NONE,0.004995664,NONE
ENSG00000005022,0.157759059,NONE,0.12989497,NONE
ENSG00000172465,0.125970224,NONE,0.047803858,NONE
ENSG00000182916,-0.044147555,NONE,-0.201293372,NONE
ENSG00000180964,0.049756405,NONE,0.048252678,NONE
ENSG00000185825,0.047179774,NONE,0.004156862,NONE
ENSG00000262919,-0.017699095,NONE,-0.105871232,NONE
ENSG00000147400,-0.135457353,NONE,0.151705494,NONE
ENSG00000197620,0.150642689,NONE,-0.168131397,NONE
ENSG00000197021,0.234938007,NONE,-0.042523635,NONE
ENSG00000185010,-0.129573443,NONE,-0.065291652,NONE
ENSG00000165775,-0.04281592,NONE,0.035780763,NONE
ENSG00000171004,0.073718214,NONE,-0.534711003,DOWN
ENSG00000196976,-0.019299929,NONE,0.037915512,NONE
ENSG00000125356,-0.152090171,NONE,0.063895525,NONE
ENSG00000125352,0.071435522,NONE,-0.13809867,NONE
ENSG00000147403,-0.1088324,NONE,-0.041071267,NONE
ENSG00000198918,0.053518096,NONE,-0.001573359,NONE
ENSG00000180879,-0.105145573,NONE,-0.125189653,NONE
